,class
1072960,GALAXY
721795,STAR
1276076,GALAXY
647396,STAR
248599,QSO
897337,GALAXY
137566,QSO
1269604,GALAXY
756638,STAR
345402,QSO
543828,STAR
365410,QSO
754136,STAR
1215832,GALAXY
966839,GALAXY
696818,STAR
701194,STAR
492896,STAR
83631,QSO
1008126,GALAXY
753386,STAR
68634,QSO
1296462,GALAXY
1220933,GALAXY
933539,GALAXY
659436,STAR
121094,QSO
656997,STAR
244527,QSO
71776,QSO
443376,STAR
583242,STAR
741995,STAR
168296,QSO
1154643,GALAXY
660426,STAR
723197,STAR
985909,GALAXY
560923,STAR
639322,STAR
140553,QSO
1312222,GALAXY
1241875,GALAXY
1105769,GALAXY
1123702,GALAXY
1025570,GALAXY
605882,STAR
311816,QSO
1203115,GALAXY
77321,QSO
513589,STAR
472984,STAR
483861,STAR
1139305,GALAXY
46969,QSO
208571,QSO
536342,STAR
129614,QSO
140948,QSO
1245033,GALAXY
495287,STAR
1086564,GALAXY
450742,STAR
1242606,GALAXY
1141776,GALAXY
68140,QSO
1119353,GALAXY
396658,QSO
958431,GALAXY
1296064,GALAXY
219385,QSO
455935,STAR
1022937,GALAXY
1309145,GALAXY
774455,STAR
1044042,GALAXY
295432,QSO
531432,STAR
112334,QSO
869278,STAR
99079,QSO
1165980,GALAXY
252060,QSO
120446,QSO
112624,QSO
706125,STAR
721255,STAR
1160070,GALAXY
470404,STAR
841776,STAR
1166647,GALAXY
1207406,GALAXY
1265939,GALAXY
568048,STAR
633790,STAR
737053,STAR
755881,STAR
89398,QSO
396194,QSO
333118,QSO
65955,QSO
1010570,GALAXY
224249,QSO
530661,STAR
156284,QSO
713807,STAR
471341,STAR
899586,GALAXY
530365,STAR
116518,QSO
533341,STAR
701290,STAR
359800,QSO
301435,QSO
754347,STAR
880309,GALAXY
479931,STAR
1298850,GALAXY
391885,QSO
734532,STAR
198791,QSO
1209123,GALAXY
891416,GALAXY
1021845,GALAXY
979649,GALAXY
992463,GALAXY
695230,STAR
519092,STAR
944769,GALAXY
982960,GALAXY
283697,QSO
1015692,GALAXY
794523,STAR
411897,QSO
586084,STAR
153847,QSO
711806,STAR
617224,STAR
1255164,GALAXY
632948,STAR
750182,STAR
670864,STAR
574729,STAR
646513,STAR
513756,STAR
520542,STAR
473101,STAR
207747,QSO
1088048,GALAXY
490217,STAR
671442,STAR
405613,QSO
659562,STAR
154334,QSO
502440,STAR
756252,STAR
712607,STAR
431690,QSO
1131271,GALAXY
370138,QSO
648249,STAR
675640,STAR
320073,QSO
642983,STAR
821589,STAR
87327,QSO
387963,QSO
1221753,GALAXY
910652,GALAXY
721782,STAR
47107,QSO
1026045,GALAXY
820662,STAR
182307,QSO
1116279,GALAXY
887510,GALAXY
588345,STAR
1001821,GALAXY
622506,STAR
1315613,GALAXY
833194,STAR
840113,STAR
32809,QSO
980638,GALAXY
573003,STAR
1036402,GALAXY
695534,STAR
1109618,GALAXY
661473,STAR
28693,QSO
641411,STAR
648296,STAR
899875,GALAXY
71683,QSO
372619,QSO
633533,STAR
909318,GALAXY
480227,STAR
1032610,GALAXY
728086,STAR
190482,QSO
405372,QSO
744324,STAR
124197,QSO
507190,STAR
533185,STAR
814618,STAR
327935,QSO
1122838,GALAXY
684901,STAR
443784,STAR
1289943,GALAXY
1309660,GALAXY
1007989,GALAXY
850842,STAR
689372,STAR
610337,STAR
858832,STAR
1213328,GALAXY
715992,STAR
77655,QSO
1069587,GALAXY
295000,QSO
664946,STAR
227197,QSO
1026712,GALAXY
933726,GALAXY
214987,QSO
237324,QSO
802417,STAR
696915,STAR
1133607,GALAXY
402554,QSO
712078,STAR
1095686,GALAXY
1014963,GALAXY
1125062,GALAXY
319428,QSO
522560,STAR
296109,QSO
657007,STAR
970944,GALAXY
182911,QSO
755245,STAR
176575,QSO
712785,STAR
308189,QSO
719074,STAR
325891,QSO
1032284,GALAXY
254294,QSO
1094074,GALAXY
824571,STAR
570757,STAR
247519,QSO
29318,QSO
163699,QSO
280638,QSO
302031,QSO
245380,QSO
508266,STAR
1061819,GALAXY
569036,STAR
664493,STAR
845443,STAR
976701,GALAXY
601918,STAR
357298,QSO
629297,STAR
110477,QSO
297081,QSO
626389,STAR
1151272,GALAXY
284594,QSO
616656,STAR
370464,QSO
1123980,GALAXY
79958,QSO
811550,STAR
684194,STAR
863368,STAR
503020,STAR
801796,STAR
480643,STAR
932334,GALAXY
116739,QSO
1300208,GALAXY
537339,STAR
287771,QSO
11186,QSO
909259,GALAXY
249860,QSO
401442,QSO
1265255,GALAXY
435626,QSO
1170316,GALAXY
1245234,GALAXY
700381,STAR
889875,GALAXY
402496,QSO
1041499,GALAXY
133709,QSO
1230633,GALAXY
839443,STAR
363798,QSO
1171639,GALAXY
239014,QSO
42830,QSO
147581,QSO
1238795,GALAXY
570825,STAR
420947,QSO
261963,QSO
343621,QSO
1123953,GALAXY
651629,STAR
744093,STAR
1223372,GALAXY
244187,QSO
131744,QSO
160747,QSO
700676,STAR
510051,STAR
1029968,GALAXY
534783,STAR
957253,GALAXY
225820,QSO
99620,QSO
804906,STAR
1145863,GALAXY
734452,STAR
944763,GALAXY
906789,GALAXY
351473,QSO
1060246,GALAXY
673232,STAR
984823,GALAXY
607738,STAR
1129387,GALAXY
376758,QSO
786597,STAR
983726,GALAXY
343026,QSO
577483,STAR
380740,QSO
180096,QSO
295360,QSO
954230,GALAXY
348891,QSO
1010999,GALAXY
1156545,GALAXY
1114256,GALAXY
346205,QSO
986614,GALAXY
397992,QSO
308443,QSO
1260059,GALAXY
460677,STAR
858878,STAR
1198275,GALAXY
1046132,GALAXY
1263656,GALAXY
361469,QSO
651930,STAR
1024849,GALAXY
525051,STAR
144032,QSO
445177,STAR
817440,STAR
625532,STAR
951296,GALAXY
296039,QSO
319716,QSO
946242,GALAXY
115334,QSO
1034645,GALAXY
845597,STAR
652119,STAR
745190,STAR
48720,QSO
837154,STAR
840729,STAR
265170,QSO
1043660,GALAXY
594237,STAR
843207,STAR
265880,QSO
350221,QSO
656589,STAR
512215,STAR
612281,STAR
340835,QSO
712658,STAR
667428,STAR
195266,QSO
151020,QSO
734429,STAR
484821,STAR
1086374,GALAXY
117102,QSO
1284545,GALAXY
478934,STAR
37498,QSO
1183985,GALAXY
559311,STAR
844652,STAR
480919,STAR
583842,STAR
880276,GALAXY
481650,STAR
318412,QSO
700183,STAR
1287049,GALAXY
310238,QSO
1213545,GALAXY
997423,GALAXY
1165805,GALAXY
578579,STAR
398996,QSO
994523,GALAXY
656321,STAR
381079,QSO
781394,STAR
948542,GALAXY
79301,QSO
712203,STAR
793784,STAR
475941,STAR
1289578,GALAXY
641883,STAR
530669,STAR
440134,STAR
878244,STAR
957802,GALAXY
1252862,GALAXY
56465,QSO
1077480,GALAXY
1176298,GALAXY
572225,STAR
798215,STAR
903787,GALAXY
597873,STAR
794519,STAR
363184,QSO
810951,STAR
641965,STAR
426212,QSO
816007,STAR
1311297,GALAXY
975661,GALAXY
415296,QSO
87150,QSO
1020499,GALAXY
1022443,GALAXY
1177057,GALAXY
1095559,GALAXY
282051,QSO
995254,GALAXY
857938,STAR
991612,GALAXY
1318742,GALAXY
363667,QSO
1193943,GALAXY
351755,QSO
714337,STAR
1089778,GALAXY
234168,QSO
1190551,GALAXY
981777,GALAXY
899868,GALAXY
909302,GALAXY
37062,QSO
703795,STAR
41646,QSO
1069485,GALAXY
457410,STAR
1222454,GALAXY
1031320,GALAXY
550642,STAR
695828,STAR
765487,STAR
1077724,GALAXY
624790,STAR
1124102,GALAXY
1125933,GALAXY
113302,QSO
748666,STAR
265805,QSO
1229252,GALAXY
207282,QSO
1029998,GALAXY
388522,QSO
1122691,GALAXY
665604,STAR
484947,STAR
1229815,GALAXY
792738,STAR
339947,QSO
105561,QSO
1243245,GALAXY
298097,QSO
310987,QSO
517975,STAR
979485,GALAXY
1290617,GALAXY
1175783,GALAXY
1270049,GALAXY
1229777,GALAXY
872822,STAR
1189625,GALAXY
788827,STAR
345349,QSO
400019,QSO
151571,QSO
264344,QSO
364383,QSO
407693,QSO
455559,STAR
512229,STAR
1013040,GALAXY
959143,GALAXY
677494,STAR
490439,STAR
878930,GALAXY
181954,QSO
1079043,GALAXY
966829,GALAXY
922936,GALAXY
1185577,GALAXY
235231,QSO
383921,QSO
86662,QSO
56436,QSO
522147,STAR
625012,STAR
580661,STAR
416307,QSO
920922,GALAXY
491002,STAR
388296,QSO
420716,QSO
1113203,GALAXY
1039412,GALAXY
1164516,GALAXY
925958,GALAXY
1314969,GALAXY
893560,GALAXY
828280,STAR
1052086,GALAXY
964120,GALAXY
347533,QSO
8521,QSO
208874,QSO
327730,QSO
144402,QSO
740657,STAR
1126413,GALAXY
76021,QSO
1161163,GALAXY
1157108,GALAXY
20631,QSO
905596,GALAXY
451742,STAR
163848,QSO
1217106,GALAXY
293625,QSO
469511,STAR
1255716,GALAXY
856698,STAR
742719,STAR
585427,STAR
708902,STAR
571654,STAR
501333,STAR
1049243,GALAXY
268005,QSO
987441,GALAXY
245995,QSO
1256904,GALAXY
1263281,GALAXY
1188180,GALAXY
292825,QSO
198133,QSO
818620,STAR
523824,STAR
173676,QSO
695036,STAR
158213,QSO
1127905,GALAXY
212168,QSO
1289274,GALAXY
968244,GALAXY
1219225,GALAXY
53072,QSO
588780,STAR
237081,QSO
1199467,GALAXY
378069,QSO
978475,GALAXY
527081,STAR
177554,QSO
468458,STAR
338382,QSO
934267,GALAXY
600378,STAR
1276223,GALAXY
1280490,GALAXY
600959,STAR
540850,STAR
739406,STAR
1260674,GALAXY
1230013,GALAXY
1109986,GALAXY
300464,QSO
145547,QSO
1148561,GALAXY
377814,QSO
1095282,GALAXY
658550,STAR
1111617,GALAXY
215937,QSO
254302,QSO
995946,GALAXY
651621,STAR
1105297,GALAXY
912322,GALAXY
1292942,GALAXY
877070,STAR
505939,STAR
209309,QSO
191378,QSO
659162,STAR
830971,STAR
1194240,GALAXY
1063418,GALAXY
786252,STAR
1097571,GALAXY
626237,STAR
195351,QSO
579293,STAR
997445,GALAXY
1159634,GALAXY
648872,STAR
1022733,GALAXY
1204381,GALAXY
641470,STAR
1140138,GALAXY
420121,QSO
1219089,GALAXY
226729,QSO
928217,GALAXY
784665,STAR
609587,STAR
901451,GALAXY
1094656,GALAXY
996832,GALAXY
89016,QSO
1030974,GALAXY
1196565,GALAXY
994175,GALAXY
815682,STAR
1046798,GALAXY
293177,QSO
551488,STAR
90506,QSO
114991,QSO
714367,STAR
67052,QSO
33675,QSO
405353,QSO
319467,QSO
1075397,GALAXY
374911,QSO
1040129,GALAXY
408739,QSO
1062169,GALAXY
664941,STAR
272160,QSO
1207565,GALAXY
329954,QSO
406071,QSO
782913,STAR
674620,STAR
1128969,GALAXY
558146,STAR
709910,STAR
1024840,GALAXY
262170,QSO
103142,QSO
767148,STAR
1038245,GALAXY
379787,QSO
803414,STAR
272100,QSO
935253,GALAXY
413431,QSO
59152,QSO
455052,STAR
202003,QSO
382819,QSO
193756,QSO
184829,QSO
309828,QSO
1050109,GALAXY
1011649,GALAXY
410958,QSO
758444,STAR
680148,STAR
1004238,GALAXY
244765,QSO
45597,QSO
1153753,GALAXY
588982,STAR
299908,QSO
166939,QSO
194197,QSO
1296593,GALAXY
762259,STAR
1155976,GALAXY
1316081,GALAXY
1149324,GALAXY
790935,STAR
856307,STAR
1154325,GALAXY
435873,QSO
487199,STAR
530198,STAR
390367,QSO
383478,QSO
652227,STAR
548549,STAR
861409,STAR
936807,GALAXY
958502,GALAXY
892447,GALAXY
773838,STAR
879741,GALAXY
158636,QSO
1277847,GALAXY
443743,STAR
1207905,GALAXY
393657,QSO
957472,GALAXY
400845,QSO
714560,STAR
456033,STAR
733115,STAR
2402,QSO
973628,GALAXY
616167,STAR
141586,QSO
483330,STAR
1080734,GALAXY
807362,STAR
728540,STAR
134032,QSO
773554,STAR
1292976,GALAXY
79175,QSO
658506,STAR
733570,STAR
1287640,GALAXY
20827,QSO
282056,QSO
286073,QSO
755698,STAR
223179,QSO
823380,STAR
554410,STAR
975726,GALAXY
468582,STAR
960072,GALAXY
362353,QSO
257479,QSO
1027454,GALAXY
93602,QSO
672718,STAR
795741,STAR
672309,STAR
696733,STAR
568663,STAR
249129,QSO
1086095,GALAXY
509743,STAR
755165,STAR
206515,QSO
16285,QSO
290962,QSO
1220662,GALAXY
994263,GALAXY
546710,STAR
25208,QSO
880440,GALAXY
595862,STAR
107249,QSO
1017319,GALAXY
1240221,GALAXY
422323,QSO
1287304,GALAXY
523735,STAR
1296188,GALAXY
616394,STAR
926870,GALAXY
792609,STAR
43253,QSO
490812,STAR
307124,QSO
1304072,GALAXY
257981,QSO
373436,QSO
1212839,GALAXY
570230,STAR
356424,QSO
174517,QSO
1002837,GALAXY
811015,STAR
127667,QSO
613764,STAR
24,QSO
482203,STAR
762238,STAR
573091,STAR
554729,STAR
544532,STAR
688857,STAR
4516,QSO
1016197,GALAXY
758054,STAR
390299,QSO
1073149,GALAXY
353056,QSO
1170774,GALAXY
499775,STAR
676293,STAR
579600,STAR
137322,QSO
28095,QSO
223166,QSO
615038,STAR
231709,QSO
75934,QSO
487054,STAR
930665,GALAXY
1204240,GALAXY
50723,QSO
327190,QSO
1066182,GALAXY
1099753,GALAXY
1053950,GALAXY
1091969,GALAXY
25972,QSO
1080736,GALAXY
517191,STAR
81746,QSO
954485,GALAXY
1072299,GALAXY
927735,GALAXY
745133,STAR
690962,STAR
1201255,GALAXY
692926,STAR
1066111,GALAXY
521706,STAR
1114566,GALAXY
623983,STAR
706777,STAR
1034853,GALAXY
396633,QSO
173712,QSO
821924,STAR
1119035,GALAXY
239715,QSO
813852,STAR
710938,STAR
516773,STAR
909931,GALAXY
1033867,GALAXY
427491,QSO
395806,QSO
288356,QSO
1286852,GALAXY
1133536,GALAXY
796174,STAR
1064650,GALAXY
981236,GALAXY
1248144,GALAXY
625873,STAR
130581,QSO
1072424,GALAXY
416458,QSO
23382,QSO
812339,STAR
623558,STAR
631869,STAR
1161320,GALAXY
410315,QSO
556884,STAR
1241007,GALAXY
577322,STAR
1234470,GALAXY
101625,QSO
756093,STAR
136443,QSO
704072,STAR
998581,GALAXY
595034,STAR
535632,STAR
1054522,GALAXY
801382,STAR
695323,STAR
260531,QSO
982403,GALAXY
749653,STAR
618833,STAR
206545,QSO
672083,STAR
545665,STAR
675285,STAR
526269,STAR
75522,QSO
548173,STAR
316125,QSO
877650,STAR
1148533,GALAXY
1188172,GALAXY
420990,QSO
1181374,GALAXY
5521,QSO
974437,GALAXY
888987,GALAXY
108325,QSO
768904,STAR
34545,QSO
1151732,GALAXY
529118,STAR
1119820,GALAXY
524763,STAR
11910,QSO
190458,QSO
857430,STAR
620845,STAR
163090,QSO
844223,STAR
1185055,GALAXY
985630,GALAXY
1204172,GALAXY
597983,STAR
1314512,GALAXY
976878,GALAXY
742792,STAR
953314,GALAXY
772749,STAR
309135,QSO
399040,QSO
896754,GALAXY
1151116,GALAXY
445022,STAR
637308,STAR
1098191,GALAXY
1117836,GALAXY
1208878,GALAXY
966474,GALAXY
178041,QSO
200251,QSO
409038,QSO
799263,STAR
245749,QSO
396776,QSO
780640,STAR
480581,STAR
603538,STAR
88030,QSO
502005,STAR
808516,STAR
113215,QSO
267975,QSO
680999,STAR
816068,STAR
584596,STAR
234994,QSO
44361,QSO
878694,GALAXY
69960,QSO
1210832,GALAXY
1308763,GALAXY
229589,QSO
1179976,GALAXY
579445,STAR
869661,STAR
1284110,GALAXY
523654,STAR
511678,STAR
464234,STAR
92514,QSO
597310,STAR
512732,STAR
297355,QSO
486222,STAR
820884,STAR
592460,STAR
253963,QSO
692931,STAR
484332,STAR
70778,QSO
245320,QSO
453284,STAR
187960,QSO
337261,QSO
86545,QSO
466438,STAR
536768,STAR
378530,QSO
1044043,GALAXY
1054509,GALAXY
228869,QSO
114300,QSO
574292,STAR
1104273,GALAXY
786350,STAR
1086540,GALAXY
562155,STAR
561940,STAR
150086,QSO
794586,STAR
258591,QSO
532423,STAR
359695,QSO
222442,QSO
278999,QSO
315622,QSO
1302780,GALAXY
299230,QSO
774160,STAR
392960,QSO
754939,STAR
77299,QSO
640479,STAR
100255,QSO
1190835,GALAXY
16177,QSO
82966,QSO
727108,STAR
143139,QSO
381545,QSO
582992,STAR
333376,QSO
212325,QSO
92520,QSO
663543,STAR
1124217,GALAXY
1238264,GALAXY
1139520,GALAXY
1218032,GALAXY
706926,STAR
366732,QSO
842880,STAR
1268634,GALAXY
1185264,GALAXY
813125,STAR
643686,STAR
598150,STAR
322266,QSO
764239,STAR
442165,STAR
563190,STAR
796763,STAR
173581,QSO
373434,QSO
1037473,GALAXY
625076,STAR
290661,QSO
618376,STAR
98788,QSO
202300,QSO
1099022,GALAXY
184590,QSO
467272,STAR
976531,GALAXY
955736,GALAXY
84728,QSO
757770,STAR
897309,GALAXY
238102,QSO
198618,QSO
912533,GALAXY
194923,QSO
1216377,GALAXY
8846,QSO
812139,STAR
23947,QSO
949486,GALAXY
1191663,GALAXY
465205,STAR
1045051,GALAXY
279245,QSO
1228514,GALAXY
842036,STAR
780795,STAR
137597,QSO
1212577,GALAXY
1137059,GALAXY
817727,STAR
687459,STAR
286234,QSO
255596,QSO
251991,QSO
185958,QSO
816239,STAR
465742,STAR
244178,QSO
489595,STAR
1315048,GALAXY
794398,STAR
516536,STAR
1050856,GALAXY
687,QSO
1291767,GALAXY
482820,STAR
516105,STAR
1206767,GALAXY
460109,STAR
201923,QSO
1234882,GALAXY
783963,STAR
144195,QSO
229216,QSO
301353,QSO
1328,QSO
56969,QSO
684895,STAR
95868,QSO
436532,QSO
620888,STAR
1298525,GALAXY
302787,QSO
437861,QSO
663360,STAR
234932,QSO
1043154,GALAXY
480108,STAR
680913,STAR
531607,STAR
939458,GALAXY
947859,GALAXY
260633,QSO
1161552,GALAXY
818035,STAR
94966,QSO
382723,QSO
868808,STAR
1205714,GALAXY
494552,STAR
753047,STAR
83619,QSO
811983,STAR
669132,STAR
1119262,GALAXY
1068633,GALAXY
528195,STAR
690830,STAR
399936,QSO
832469,STAR
1230084,GALAXY
664038,STAR
1295507,GALAXY
432012,QSO
1297808,GALAXY
790829,STAR
288316,QSO
1223867,GALAXY
1098057,GALAXY
474273,STAR
1127502,GALAXY
303326,QSO
496258,STAR
824831,STAR
804309,STAR
1097182,GALAXY
625365,STAR
129331,QSO
1029942,GALAXY
458490,STAR
230215,QSO
336721,QSO
1146958,GALAXY
315921,QSO
50203,QSO
1243328,GALAXY
284409,QSO
217114,QSO
1106630,GALAXY
974676,GALAXY
371011,QSO
139608,QSO
218718,QSO
1154809,GALAXY
439958,STAR
1139106,GALAXY
1276820,GALAXY
1094981,GALAXY
665469,STAR
989006,GALAXY
845655,STAR
777029,STAR
582425,STAR
1131098,GALAXY
1268487,GALAXY
482786,STAR
979568,GALAXY
1076512,GALAXY
777063,STAR
1237187,GALAXY
102666,QSO
768225,STAR
759566,STAR
368061,QSO
1140588,GALAXY
1244980,GALAXY
299231,QSO
10858,QSO
1014020,GALAXY
625170,STAR
169095,QSO
1212277,GALAXY
911959,GALAXY
337500,QSO
92298,QSO
325701,QSO
1101810,GALAXY
1043039,GALAXY
754318,STAR
788433,STAR
798003,STAR
401930,QSO
1002238,GALAXY
328684,QSO
605917,STAR
579355,STAR
34692,QSO
144309,QSO
240817,QSO
96465,QSO
1029692,GALAXY
797911,STAR
3079,QSO
1011379,GALAXY
182412,QSO
651821,STAR
1144929,GALAXY
209926,QSO
1162681,GALAXY
872035,STAR
1190874,GALAXY
864756,STAR
639638,STAR
70387,QSO
1160019,GALAXY
386569,QSO
49732,QSO
351763,QSO
245996,QSO
668225,STAR
1197567,GALAXY
907767,GALAXY
569274,STAR
719627,STAR
935426,GALAXY
1175472,GALAXY
531675,STAR
1298376,GALAXY
36449,QSO
1098387,GALAXY
201780,QSO
87256,QSO
266427,QSO
856342,STAR
1195561,GALAXY
1152156,GALAXY
1207522,GALAXY
809015,STAR
939524,GALAXY
1096190,GALAXY
366093,QSO
159880,QSO
1145787,GALAXY
1237135,GALAXY
1084712,GALAXY
939399,GALAXY
402369,QSO
117934,QSO
547155,STAR
795430,STAR
360775,QSO
120388,QSO
1056648,GALAXY
217043,QSO
777016,STAR
388769,QSO
108439,QSO
184696,QSO
126002,QSO
1116937,GALAXY
837093,STAR
752628,STAR
28277,QSO
892413,GALAXY
1145579,GALAXY
633094,STAR
882768,GALAXY
20230,QSO
200502,QSO
1065104,GALAXY
954952,GALAXY
405836,QSO
1293161,GALAXY
740226,STAR
632315,STAR
482365,STAR
788818,STAR
499082,STAR
974664,GALAXY
381698,QSO
610488,STAR
146681,QSO
484873,STAR
546098,STAR
247592,QSO
422607,QSO
877167,STAR
1283255,GALAXY
766561,STAR
602145,STAR
441776,STAR
915051,GALAXY
137308,QSO
951543,GALAXY
378751,QSO
737559,STAR
823116,STAR
394486,QSO
464735,STAR
161266,QSO
831134,STAR
827379,STAR
228809,QSO
506442,STAR
987445,GALAXY
987113,GALAXY
784774,STAR
487945,STAR
1020124,GALAXY
1026638,GALAXY
1047875,GALAXY
264700,QSO
1108937,GALAXY
787571,STAR
488435,STAR
528609,STAR
1193789,GALAXY
3860,QSO
500078,STAR
219331,QSO
332249,QSO
1087326,GALAXY
237751,QSO
760364,STAR
328995,QSO
343300,QSO
689676,STAR
645017,STAR
10356,QSO
47617,QSO
1210981,GALAXY
1016192,GALAXY
