,class
1079893,GALAXY
229769,QSO
1464673,GALAXY
647828,STAR
830953,STAR
1495315,GALAXY
528822,STAR
1368347,GALAXY
621225,STAR
806944,STAR
1320472,GALAXY
1285966,GALAXY
925988,STAR
1071205,GALAXY
1401370,GALAXY
209657,QSO
64800,QSO
1325595,GALAXY
998773,GALAXY
1234367,GALAXY
480750,QSO
680588,STAR
648247,STAR
197449,QSO
319935,QSO
198454,QSO
895195,STAR
15483,QSO
1196571,GALAXY
237384,QSO
821498,STAR
1318249,GALAXY
843197,STAR
372233,QSO
1138268,GALAXY
1408585,GALAXY
595169,STAR
319510,QSO
569369,STAR
808827,STAR
747446,STAR
992228,STAR
1376432,GALAXY
1064426,GALAXY
163013,QSO
732787,STAR
92334,QSO
1181489,GALAXY
154630,QSO
555852,STAR
520324,STAR
165952,QSO
391909,QSO
128145,QSO
1282623,GALAXY
1255012,GALAXY
1287891,GALAXY
997548,GALAXY
941418,STAR
1042172,GALAXY
1223954,GALAXY
167183,QSO
347197,QSO
539200,STAR
823068,STAR
1298004,GALAXY
270529,QSO
981194,STAR
919030,STAR
539447,STAR
1156085,GALAXY
545672,STAR
10328,QSO
760671,STAR
614717,STAR
1440953,GALAXY
1492493,GALAXY
1325618,GALAXY
685968,STAR
911371,STAR
330964,QSO
1422036,GALAXY
1272351,GALAXY
292455,QSO
604626,STAR
613626,STAR
164817,QSO
1469713,GALAXY
1075866,GALAXY
422211,QSO
574047,STAR
667351,STAR
1386823,GALAXY
1001618,GALAXY
484062,QSO
837642,STAR
1491513,GALAXY
600094,STAR
860038,STAR
33605,QSO
388559,QSO
954889,STAR
1370090,GALAXY
1040228,GALAXY
198797,QSO
701571,STAR
249089,QSO
479795,QSO
144402,QSO
1205746,GALAXY
1427345,GALAXY
1307604,GALAXY
1234947,GALAXY
683531,STAR
325639,QSO
950008,STAR
1000618,GALAXY
181637,QSO
1429276,GALAXY
637099,STAR
638740,STAR
909526,STAR
809446,STAR
797083,STAR
469635,QSO
614834,STAR
759813,STAR
715768,STAR
479901,QSO
1034359,GALAXY
420877,QSO
438996,QSO
242639,QSO
453645,QSO
1128926,GALAXY
1346182,GALAXY
364652,QSO
1028820,GALAXY
1191944,GALAXY
295535,QSO
111265,QSO
319139,QSO
746519,STAR
31530,QSO
1222418,GALAXY
1039261,GALAXY
1398421,GALAXY
568081,STAR
16988,QSO
834287,STAR
650995,STAR
862487,STAR
426704,QSO
726797,STAR
134032,QSO
544360,STAR
375166,QSO
1303122,GALAXY
1484807,GALAXY
1228247,GALAXY
806622,STAR
987330,STAR
949900,STAR
665274,STAR
1188358,GALAXY
174689,QSO
1489547,GALAXY
661502,STAR
1015358,GALAXY
187467,QSO
1049633,GALAXY
1170259,GALAXY
633998,STAR
591684,STAR
944935,STAR
1424397,GALAXY
917960,STAR
1407636,GALAXY
547638,STAR
246875,QSO
1319616,GALAXY
331376,QSO
333318,QSO
313778,QSO
1366265,GALAXY
558025,STAR
646135,STAR
490256,QSO
446425,QSO
1272480,GALAXY
281788,QSO
1354426,GALAXY
176600,QSO
1329081,GALAXY
784132,STAR
679764,STAR
184488,QSO
892908,STAR
559901,STAR
1114511,GALAXY
331321,QSO
162215,QSO
159935,QSO
1328260,GALAXY
191839,QSO
593652,STAR
1190635,GALAXY
144221,QSO
330971,QSO
1079783,GALAXY
104982,QSO
1288411,GALAXY
503165,STAR
907761,STAR
1354393,GALAXY
366700,QSO
1000133,GALAXY
1017912,GALAXY
359768,QSO
1368715,GALAXY
1251800,GALAXY
631979,STAR
337477,QSO
520261,STAR
1166071,GALAXY
45837,QSO
1484461,GALAXY
629602,STAR
1126526,GALAXY
1350271,GALAXY
454922,QSO
76217,QSO
152018,QSO
1404870,GALAXY
402036,QSO
1224859,GALAXY
1218318,GALAXY
1313187,GALAXY
451299,QSO
839433,STAR
92473,QSO
645599,STAR
1327584,GALAXY
278417,QSO
1235323,GALAXY
1191455,GALAXY
136557,QSO
901361,STAR
1328592,GALAXY
778282,STAR
121249,QSO
1373605,GALAXY
606367,STAR
1420245,GALAXY
1493403,GALAXY
996452,STAR
1131494,GALAXY
185285,QSO
76069,QSO
1028177,GALAXY
509946,STAR
348757,QSO
1446289,GALAXY
1042348,GALAXY
957327,STAR
295317,QSO
1190189,GALAXY
755888,STAR
1080771,GALAXY
778265,STAR
1243992,GALAXY
824235,STAR
507059,STAR
1483770,GALAXY
598345,STAR
194208,QSO
1429796,GALAXY
693108,STAR
860877,STAR
1374274,GALAXY
304734,QSO
907196,STAR
647821,STAR
1097534,GALAXY
264175,QSO
818702,STAR
363416,QSO
427297,QSO
587502,STAR
49765,QSO
1333154,GALAXY
956965,STAR
63807,QSO
1400145,GALAXY
873860,STAR
1424333,GALAXY
898955,STAR
227662,QSO
487650,QSO
1287170,GALAXY
1320142,GALAXY
1315008,GALAXY
765755,STAR
1198781,GALAXY
753816,STAR
998092,GALAXY
1018252,GALAXY
542596,STAR
555661,STAR
996460,STAR
1132615,GALAXY
1331494,GALAXY
527170,STAR
625423,STAR
1273154,GALAXY
510454,STAR
1233405,GALAXY
599665,STAR
94712,QSO
946998,STAR
148678,QSO
1102099,GALAXY
1279389,GALAXY
463031,QSO
1175165,GALAXY
1394556,GALAXY
1299057,GALAXY
1161813,GALAXY
269624,QSO
24842,QSO
980623,STAR
1157565,GALAXY
505676,STAR
977078,STAR
173174,QSO
570483,STAR
419750,QSO
339237,QSO
236077,QSO
95955,QSO
911348,STAR
432402,QSO
399138,QSO
914757,STAR
20532,QSO
669568,STAR
652377,STAR
1008367,GALAXY
1446281,GALAXY
713346,STAR
169320,QSO
1451772,GALAXY
486983,QSO
512989,STAR
979527,STAR
261314,QSO
1122484,GALAXY
428247,QSO
790679,STAR
1342426,GALAXY
887546,STAR
16738,QSO
466995,QSO
643098,STAR
854195,STAR
849989,STAR
278508,QSO
494779,QSO
794474,STAR
544305,STAR
594103,STAR
220160,QSO
129832,QSO
509223,STAR
295093,QSO
837701,STAR
1489303,GALAXY
1288940,GALAXY
852239,STAR
1092559,GALAXY
743138,STAR
69744,QSO
749066,STAR
264783,QSO
482841,QSO
556000,STAR
428077,QSO
455319,QSO
178490,QSO
642881,STAR
256377,QSO
829928,STAR
1157803,GALAXY
70323,QSO
1121063,GALAXY
61221,QSO
1489366,GALAXY
127169,QSO
623608,STAR
266288,QSO
1012467,GALAXY
1385811,GALAXY
1196199,GALAXY
230369,QSO
379442,QSO
71176,QSO
727690,STAR
1114140,GALAXY
1204474,GALAXY
442717,QSO
1172685,GALAXY
889946,STAR
588102,STAR
843606,STAR
680689,STAR
594570,STAR
1282110,GALAXY
500504,STAR
204119,QSO
248082,QSO
1304293,GALAXY
113947,QSO
929722,STAR
184847,QSO
430318,QSO
1493410,GALAXY
1275472,GALAXY
1431185,GALAXY
1307846,GALAXY
981214,STAR
421523,QSO
1375722,GALAXY
106842,QSO
459306,QSO
364998,QSO
462742,QSO
915838,STAR
911047,STAR
231814,QSO
604630,STAR
692277,STAR
1299335,GALAXY
1378073,GALAXY
1161204,GALAXY
1353537,GALAXY
310505,QSO
473625,QSO
1413390,GALAXY
1289612,GALAXY
1385872,GALAXY
24704,QSO
695961,STAR
692689,STAR
1410370,GALAXY
597348,STAR
1091535,GALAXY
935224,STAR
937306,STAR
374944,QSO
901627,STAR
557413,STAR
1284708,GALAXY
259926,QSO
271473,QSO
811175,STAR
721211,STAR
691050,STAR
1395212,GALAXY
1122373,GALAXY
132677,QSO
554795,STAR
347669,QSO
209419,QSO
1183969,GALAXY
636342,STAR
299785,QSO
309815,QSO
306761,QSO
1011219,GALAXY
72183,QSO
81516,QSO
1235252,GALAXY
1480923,GALAXY
349790,QSO
1252947,GALAXY
756225,STAR
313644,QSO
572165,STAR
556112,STAR
419117,QSO
1149722,GALAXY
946542,STAR
956277,STAR
1421764,GALAXY
183860,QSO
817637,STAR
240180,QSO
308861,QSO
580521,STAR
1060035,GALAXY
600191,STAR
1444021,GALAXY
466795,QSO
823421,STAR
533066,STAR
1153486,GALAXY
434024,QSO
880039,STAR
889358,STAR
643338,STAR
211339,QSO
1220232,GALAXY
150539,QSO
104938,QSO
1386198,GALAXY
47208,QSO
1127122,GALAXY
203805,QSO
947287,STAR
1231424,GALAXY
667117,STAR
390761,QSO
362534,QSO
1395319,GALAXY
1129090,GALAXY
629277,STAR
360032,QSO
1044422,GALAXY
1247729,GALAXY
1486475,GALAXY
1163572,GALAXY
1320740,GALAXY
912616,STAR
226980,QSO
827023,STAR
45281,QSO
620818,STAR
242615,QSO
1067858,GALAXY
165820,QSO
468664,QSO
988117,STAR
382434,QSO
402277,QSO
1136040,GALAXY
136707,QSO
896746,STAR
70529,QSO
1472429,GALAXY
302614,QSO
658534,STAR
486963,QSO
937308,STAR
1072329,GALAXY
651564,STAR
882442,STAR
707414,STAR
320206,QSO
1228785,GALAXY
819278,STAR
746645,STAR
341604,QSO
895290,STAR
254120,QSO
318299,QSO
769330,STAR
119778,QSO
728535,STAR
974854,STAR
929198,STAR
133757,QSO
889227,STAR
294471,QSO
1145728,GALAXY
795659,STAR
1092369,GALAXY
1493745,GALAXY
1203160,GALAXY
133403,QSO
892475,STAR
1114626,GALAXY
342260,QSO
945738,STAR
1270176,GALAXY
805500,STAR
210636,QSO
999298,GALAXY
1090386,GALAXY
109187,QSO
963213,STAR
974457,STAR
34825,QSO
580855,STAR
3012,QSO
512483,STAR
961090,STAR
1203070,GALAXY
945033,STAR
545131,STAR
204208,QSO
1338575,GALAXY
843569,STAR
1075653,GALAXY
226721,QSO
745522,STAR
1412243,GALAXY
801020,STAR
623412,STAR
1378362,GALAXY
1307578,GALAXY
69935,QSO
515973,STAR
490697,QSO
64273,QSO
1419868,GALAXY
257516,QSO
1036678,GALAXY
549293,STAR
1419280,GALAXY
147068,QSO
545922,STAR
61075,QSO
1179632,GALAXY
589976,STAR
997099,STAR
13516,QSO
1376586,GALAXY
1097629,GALAXY
298167,QSO
1356801,GALAXY
592593,STAR
1034310,GALAXY
332761,QSO
646957,STAR
333317,QSO
1484865,GALAXY
420116,QSO
80730,QSO
247593,QSO
250456,QSO
586540,STAR
1344215,GALAXY
1329153,GALAXY
602858,STAR
112219,QSO
183736,QSO
1029670,GALAXY
1411233,GALAXY
1084748,GALAXY
241848,QSO
649627,STAR
1042554,GALAXY
221496,QSO
360131,QSO
377390,QSO
519367,STAR
881021,STAR
222456,QSO
924442,STAR
813314,STAR
541869,STAR
139333,QSO
1247700,GALAXY
1267457,GALAXY
364099,QSO
1328358,GALAXY
501881,STAR
1091274,GALAXY
1446161,GALAXY
1063246,GALAXY
1270557,GALAXY
1387011,GALAXY
504050,STAR
317646,QSO
1409801,GALAXY
16865,QSO
1168248,GALAXY
367757,QSO
1310824,GALAXY
876822,STAR
282484,QSO
1367865,GALAXY
816956,STAR
320308,QSO
861812,STAR
213161,QSO
582853,STAR
966311,STAR
530674,STAR
73836,QSO
1250157,GALAXY
445836,QSO
477199,QSO
1416090,GALAXY
1328043,GALAXY
665848,STAR
1016769,GALAXY
1079512,GALAXY
433142,QSO
1490129,GALAXY
1332780,GALAXY
725618,STAR
758261,STAR
310168,QSO
554621,STAR
15743,QSO
27698,QSO
1063072,GALAXY
167762,QSO
719738,STAR
91105,QSO
1144857,GALAXY
806042,STAR
413180,QSO
1245427,GALAXY
74963,QSO
1018219,GALAXY
1489379,GALAXY
605499,STAR
326130,QSO
414172,QSO
815623,STAR
267665,QSO
937598,STAR
835742,STAR
465363,QSO
310336,QSO
795378,STAR
318805,QSO
851576,STAR
1318967,GALAXY
1184656,GALAXY
1357646,GALAXY
823035,STAR
163920,QSO
1023875,GALAXY
313014,QSO
1356403,GALAXY
834373,STAR
448500,QSO
1084981,GALAXY
740443,STAR
94843,QSO
1429068,GALAXY
1206396,GALAXY
25493,QSO
400521,QSO
1054821,GALAXY
1291493,GALAXY
734573,STAR
1009863,GALAXY
1069867,GALAXY
1140230,GALAXY
984616,STAR
1297146,GALAXY
736851,STAR
174319,QSO
756127,STAR
1455019,GALAXY
1241706,GALAXY
397075,QSO
1294325,GALAXY
1224327,GALAXY
1353713,GALAXY
937024,STAR
1010879,GALAXY
779010,STAR
611142,STAR
1228165,GALAXY
1036242,GALAXY
1112073,GALAXY
811503,STAR
296818,QSO
333547,QSO
285910,QSO
498243,STAR
386524,QSO
662014,STAR
1041372,GALAXY
1144756,GALAXY
840540,STAR
994889,STAR
24774,QSO
235240,QSO
842747,STAR
250342,QSO
1305475,GALAXY
434576,QSO
929810,STAR
938,QSO
1326955,GALAXY
242504,QSO
1015977,GALAXY
1364996,GALAXY
155369,QSO
1274143,GALAXY
986928,STAR
386192,QSO
582434,STAR
457024,QSO
1143816,GALAXY
1196148,GALAXY
132198,QSO
530555,STAR
901414,STAR
696860,STAR
965968,STAR
1189523,GALAXY
659812,STAR
680568,STAR
458125,QSO
903202,STAR
1143534,GALAXY
716725,STAR
145462,QSO
1132741,GALAXY
130309,QSO
171626,QSO
869524,STAR
1220850,GALAXY
540088,STAR
58331,QSO
842277,STAR
283063,QSO
312233,QSO
1404556,GALAXY
550071,STAR
728682,STAR
422959,QSO
623393,STAR
1088310,GALAXY
683298,STAR
846768,STAR
66690,QSO
924004,STAR
1424804,GALAXY
561609,STAR
460755,QSO
1145421,GALAXY
256063,QSO
1047705,GALAXY
1060806,GALAXY
1258970,GALAXY
1115444,GALAXY
1059542,GALAXY
904385,STAR
1138241,GALAXY
451321,QSO
824613,STAR
956527,STAR
1259872,GALAXY
804717,STAR
1095303,GALAXY
412270,QSO
1125958,GALAXY
706960,STAR
612255,STAR
289456,QSO
705061,STAR
946573,STAR
573643,STAR
617926,STAR
1176211,GALAXY
1438553,GALAXY
510585,STAR
412227,QSO
138903,QSO
292685,QSO
1276495,GALAXY
1343582,GALAXY
425373,QSO
1428339,GALAXY
301979,QSO
1152642,GALAXY
476273,QSO
224652,QSO
1171571,GALAXY
1328304,GALAXY
1375158,GALAXY
1460685,GALAXY
43947,QSO
398431,QSO
406608,QSO
220938,QSO
994692,STAR
826272,STAR
1088363,GALAXY
952680,STAR
553280,STAR
1412761,GALAXY
1016276,GALAXY
349149,QSO
813288,STAR
1267544,GALAXY
1380188,GALAXY
896949,STAR
122559,QSO
295602,QSO
181958,QSO
252780,QSO
1090748,GALAXY
1042087,GALAXY
846291,STAR
322760,QSO
968360,STAR
1016812,GALAXY
230924,QSO
1008365,GALAXY
608930,STAR
50507,QSO
1069442,GALAXY
1379844,GALAXY
849152,STAR
901618,STAR
289539,QSO
1021924,GALAXY
720337,STAR
517533,STAR
1115491,GALAXY
763536,STAR
478048,QSO
1223613,GALAXY
629953,STAR
1454111,GALAXY
1093140,GALAXY
757688,STAR
1454802,GALAXY
478381,QSO
1339371,GALAXY
196024,QSO
1426838,GALAXY
547589,STAR
949324,STAR
1144739,GALAXY
416617,QSO
170708,QSO
300146,QSO
832860,STAR
36200,QSO
17979,QSO
920693,STAR
1384305,GALAXY
1128067,GALAXY
719428,STAR
657674,STAR
469260,QSO
967433,STAR
1001009,GALAXY
874202,STAR
1362330,GALAXY
415132,QSO
1397850,GALAXY
437609,QSO
605926,STAR
1125296,GALAXY
1383291,GALAXY
1482213,GALAXY
706078,STAR
511108,STAR
1030728,GALAXY
850447,STAR
1377977,GALAXY
1398437,GALAXY
335444,QSO
675310,STAR
1447735,GALAXY
566539,STAR
1003136,GALAXY
686877,STAR
1243451,GALAXY
587182,STAR
111485,QSO
344390,QSO
536001,STAR
157526,QSO
382071,QSO
118035,QSO
128687,QSO
640011,STAR
27902,QSO
591929,STAR
1347254,GALAXY
555776,STAR
1386805,GALAXY
3006,QSO
818019,STAR
514179,STAR
425291,QSO
310437,QSO
254890,QSO
1321728,GALAXY
262968,QSO
916407,STAR
656487,STAR
1134897,GALAXY
1080182,GALAXY
1469097,GALAXY
1183179,GALAXY
1386721,GALAXY
823972,STAR
656020,STAR
415005,QSO
699591,STAR
233536,QSO
809674,STAR
1373192,GALAXY
1183932,GALAXY
901544,STAR
256145,QSO
826139,STAR
236352,QSO
114624,QSO
938584,STAR
178879,QSO
1359197,GALAXY
740984,STAR
959443,STAR
367848,QSO
1050711,GALAXY
1049216,GALAXY
1101704,GALAXY
1438019,GALAXY
1130559,GALAXY
154291,QSO
644064,STAR
906264,STAR
1151428,GALAXY
1016239,GALAXY
141840,QSO
596929,STAR
1192239,GALAXY
355594,QSO
1437994,GALAXY
1164505,GALAXY
760573,STAR
587292,STAR
887455,STAR
262532,QSO
845455,STAR
625559,STAR
1483895,GALAXY
289716,QSO
241898,QSO
1342619,GALAXY
1489300,GALAXY
1451565,GALAXY
597805,STAR
662512,STAR
105701,QSO
501204,STAR
386892,QSO
77097,QSO
804058,STAR
679346,STAR
170872,QSO
55166,QSO
937913,STAR
159015,QSO
1022868,GALAXY
912960,STAR
1021564,GALAXY
392449,QSO
1182156,GALAXY
555277,STAR
300359,QSO
1380882,GALAXY
65684,QSO
958187,STAR
796390,STAR
1482619,GALAXY
167886,QSO
33196,QSO
1441945,GALAXY
650829,STAR
432812,QSO
51800,QSO
1373543,GALAXY
1477598,GALAXY
401707,QSO
1304658,GALAXY
322419,QSO
74621,QSO
1412451,GALAXY
861715,STAR
208238,QSO
555384,STAR
1240393,GALAXY
1437253,GALAXY
827378,STAR
876448,STAR
1188477,GALAXY
980246,STAR
525790,STAR
755706,STAR
722706,STAR
1356630,GALAXY
1121354,GALAXY
610344,STAR
578277,STAR
728638,STAR
490017,QSO
1178293,GALAXY
987180,STAR
873648,STAR
517501,STAR
1432220,GALAXY
861652,STAR
977820,STAR
1094075,GALAXY
202539,QSO
931969,STAR
742796,STAR
1011302,GALAXY
671116,STAR
505804,STAR
425741,QSO
1297493,GALAXY
1158801,GALAXY
1188135,GALAXY
701304,STAR
819276,STAR
1360693,GALAXY
92902,QSO
1078276,GALAXY
520491,STAR
829470,STAR
574341,STAR
1031515,GALAXY
1427726,GALAXY
702925,STAR
1488475,GALAXY
1245927,GALAXY
830938,STAR
529791,STAR
1313558,GALAXY
181664,QSO
730303,STAR
835013,STAR
431263,QSO
1425644,GALAXY
82487,QSO
898985,STAR
999,QSO
771993,STAR
1183870,GALAXY
443844,QSO
433055,QSO
1149108,GALAXY
76459,QSO
1242921,GALAXY
567165,STAR
1314266,GALAXY
801777,STAR
1258029,GALAXY
1428421,GALAXY
444954,QSO
212938,QSO
1152065,GALAXY
305488,QSO
1395024,GALAXY
183362,QSO
939604,STAR
1061041,GALAXY
183423,QSO
162657,QSO
1443549,GALAXY
932022,STAR
915337,STAR
475017,QSO
1467863,GALAXY
1466271,GALAXY
668448,STAR
819266,STAR
540684,STAR
239221,QSO
32233,QSO
1402582,GALAXY
1121447,GALAXY
1392345,GALAXY
595533,STAR
571218,STAR
392960,QSO
731672,STAR
1114655,GALAXY
737573,STAR
821130,STAR
1086670,GALAXY
1176622,GALAXY
47035,QSO
867287,STAR
1025867,GALAXY
717152,STAR
1411811,GALAXY
788504,STAR
75680,QSO
635009,STAR
655702,STAR
1329460,GALAXY
722561,STAR
266427,QSO
1424401,GALAXY
25821,QSO
885951,STAR
629755,STAR
531167,STAR
1086079,GALAXY
1247695,GALAXY
285486,QSO
1035989,GALAXY
688253,STAR
610627,STAR
1213619,GALAXY
1411994,GALAXY
474385,QSO
1494254,GALAXY
417536,QSO
370242,QSO
507641,STAR
894678,STAR
643524,STAR
438036,QSO
171755,QSO
1252200,GALAXY
592209,STAR
1105956,GALAXY
200993,QSO
758375,STAR
1454825,GALAXY
1127120,GALAXY
1069210,GALAXY
1428711,GALAXY
1092563,GALAXY
363450,QSO
1476435,GALAXY
400706,QSO
134374,QSO
1199450,GALAXY
755265,STAR
371339,QSO
1396979,GALAXY
695576,STAR
212636,QSO
963913,STAR
481862,QSO
1366837,GALAXY
812664,STAR
728752,STAR
427167,QSO
213812,QSO
933987,STAR
760283,STAR
152098,QSO
1030239,GALAXY
1271930,GALAXY
950764,STAR
222233,QSO
1018675,GALAXY
1410930,GALAXY
479089,QSO
1088968,GALAXY
246395,QSO
1075496,GALAXY
1149493,GALAXY
1071067,GALAXY
1409006,GALAXY
1119395,GALAXY
1112405,GALAXY
270666,QSO
262436,QSO
317795,QSO
781515,STAR
874430,STAR
1276487,GALAXY
350627,QSO
1087851,GALAXY
793082,STAR
961389,STAR
1372576,GALAXY
944582,STAR
1218040,GALAXY
1347026,GALAXY
322718,QSO
1125541,GALAXY
1275287,GALAXY
314941,QSO
90331,QSO
1393945,GALAXY
950013,STAR
759880,STAR
461971,QSO
1216661,GALAXY
38303,QSO
1317913,GALAXY
995456,STAR
44255,QSO
293024,QSO
403414,QSO
396768,QSO
28085,QSO
1322213,GALAXY
702337,STAR
1256115,GALAXY
568099,STAR
490423,QSO
1382386,GALAXY
1228860,GALAXY
558582,STAR
313319,QSO
348377,QSO
467926,QSO
1327966,GALAXY
871304,STAR
198113,QSO
1103483,GALAXY
1066449,GALAXY
145802,QSO
799265,STAR
768099,STAR
1492409,GALAXY
759630,STAR
514199,STAR
1341315,GALAXY
565094,STAR
780021,STAR
1381479,GALAXY
310915,QSO
196259,QSO
728246,STAR
845514,STAR
675070,STAR
1073324,GALAXY
1125891,GALAXY
1030354,GALAXY
1075804,GALAXY
635209,STAR
1301694,GALAXY
1370770,GALAXY
374322,QSO
1247970,GALAXY
744245,STAR
646605,STAR
1012965,GALAXY
1015432,GALAXY
861356,STAR
1190219,GALAXY
417125,QSO
1138277,GALAXY
63069,QSO
1100603,GALAXY
651026,STAR
237690,QSO
268733,QSO
972417,STAR
945700,STAR
838659,STAR
1120568,GALAXY
1040905,GALAXY
1226511,GALAXY
1392760,GALAXY
295032,QSO
279640,QSO
1349581,GALAXY
1237708,GALAXY
969792,STAR
269709,QSO
523476,STAR
822937,STAR
663030,STAR
1233025,GALAXY
547290,STAR
65800,QSO
1062144,GALAXY
490908,QSO
191521,QSO
672919,STAR
283702,QSO
690607,STAR
990494,STAR
1107145,GALAXY
798880,STAR
1160,QSO
1132371,GALAXY
825677,STAR
862533,STAR
112280,QSO
831273,STAR
161881,QSO
223972,QSO
1263836,GALAXY
1412506,GALAXY
162742,QSO
579897,STAR
16042,QSO
1453594,GALAXY
511351,STAR
607060,STAR
704658,STAR
68949,QSO
809280,STAR
370925,QSO
1492098,GALAXY
986434,STAR
1446208,GALAXY
41667,QSO
1454982,GALAXY
1113449,GALAXY
16884,QSO
707415,STAR
203190,QSO
394567,QSO
196850,QSO
878990,STAR
1309937,GALAXY
95929,QSO
772098,STAR
1327662,GALAXY
1116690,GALAXY
208203,QSO
1250743,GALAXY
551090,STAR
1159598,GALAXY
1313243,GALAXY
372616,QSO
799895,STAR
830977,STAR
577108,STAR
19262,QSO
