,label
77496,singlePeak
48766,singlePeak
104196,singlePeak
12518,singlePeak
93203,doublePeak
56224,singlePeak
7815,doublePeak
57524,singlePeak
9590,doublePeak
123490,singlePeak
43824,doublePeak
41937,singlePeak
126853,singlePeak
142190,singlePeak
28636,singlePeak
135705,doublePeak
55788,singlePeak
53860,singlePeak
2182,singlePeak
109011,singlePeak
33328,singlePeak
75237,doublePeak
2547,doublePeak
82298,singlePeak
55456,doublePeak
87488,singlePeak
97135,singlePeak
4973,singlePeak
123329,singlePeak
103512,singlePeak
80603,singlePeak
76164,singlePeak
127909,singlePeak
114018,singlePeak
45246,singlePeak
5917,singlePeak
43775,singlePeak
30187,singlePeak
141927,singlePeak
41712,singlePeak
71935,singlePeak
127890,doublePeak
98616,doublePeak
134762,doublePeak
121871,singlePeak
127769,singlePeak
38988,singlePeak
80237,singlePeak
84719,doublePeak
20375,singlePeak
17555,singlePeak
62648,singlePeak
34752,singlePeak
74844,doublePeak
69222,doublePeak
138623,doublePeak
44718,singlePeak
84717,singlePeak
28538,singlePeak
100334,singlePeak
67884,doublePeak
71890,singlePeak
68883,singlePeak
131078,doublePeak
129632,singlePeak
14536,singlePeak
20613,singlePeak
104860,singlePeak
80602,singlePeak
81876,singlePeak
132618,doublePeak
38030,singlePeak
46448,doublePeak
120285,singlePeak
71428,singlePeak
37772,singlePeak
138297,singlePeak
102419,doublePeak
128240,singlePeak
119215,singlePeak
32780,singlePeak
86700,singlePeak
43984,doublePeak
64369,doublePeak
494,singlePeak
40185,singlePeak
71117,singlePeak
24318,doublePeak
60087,singlePeak
139142,doublePeak
26749,doublePeak
33248,singlePeak
86645,singlePeak
124212,doublePeak
64526,singlePeak
44797,doublePeak
122427,singlePeak
125887,singlePeak
83897,singlePeak
129407,singlePeak
81470,singlePeak
143117,singlePeak
104684,singlePeak
86088,singlePeak
35141,singlePeak
114877,singlePeak
75650,singlePeak
131563,singlePeak
85038,doublePeak
104185,doublePeak
45864,singlePeak
121056,doublePeak
92436,singlePeak
73083,doublePeak
90253,singlePeak
131669,singlePeak
68193,singlePeak
85471,singlePeak
140470,singlePeak
135162,singlePeak
45544,doublePeak
78241,singlePeak
70382,singlePeak
139916,singlePeak
35859,doublePeak
5538,singlePeak
118559,singlePeak
100310,singlePeak
22089,doublePeak
116954,doublePeak
121482,singlePeak
93479,singlePeak
100411,singlePeak
29127,singlePeak
84223,doublePeak
130520,singlePeak
28457,singlePeak
24915,doublePeak
3345,singlePeak
13463,doublePeak
71377,singlePeak
118392,singlePeak
40548,doublePeak
42958,singlePeak
99333,singlePeak
31481,singlePeak
77493,singlePeak
139420,singlePeak
135311,singlePeak
68284,singlePeak
85533,singlePeak
114443,singlePeak
93766,singlePeak
116805,singlePeak
83233,doublePeak
22288,doublePeak
100288,singlePeak
31129,singlePeak
100054,singlePeak
59459,singlePeak
53120,singlePeak
25234,singlePeak
66616,singlePeak
81773,doublePeak
30119,singlePeak
30563,singlePeak
111873,singlePeak
49861,singlePeak
65656,singlePeak
30999,singlePeak
2704,doublePeak
75467,singlePeak
83029,singlePeak
51887,doublePeak
52061,doublePeak
53692,singlePeak
102881,singlePeak
57118,singlePeak
66211,doublePeak
78457,singlePeak
61967,singlePeak
143482,doublePeak
43588,doublePeak
106116,singlePeak
56499,doublePeak
77652,doublePeak
29797,doublePeak
30973,singlePeak
98884,singlePeak
16961,singlePeak
100436,doublePeak
28992,singlePeak
36204,singlePeak
126706,doublePeak
34310,singlePeak
104661,singlePeak
124877,singlePeak
60567,doublePeak
101306,singlePeak
37748,doublePeak
9826,doublePeak
19188,singlePeak
23910,doublePeak
33305,singlePeak
67210,doublePeak
1645,singlePeak
9355,doublePeak
92309,singlePeak
65781,doublePeak
53191,doublePeak
112262,singlePeak
35146,singlePeak
24663,doublePeak
135073,doublePeak
110731,singlePeak
24675,doublePeak
105162,singlePeak
26718,doublePeak
52876,singlePeak
107401,singlePeak
21,singlePeak
127584,singlePeak
82824,doublePeak
79404,singlePeak
34363,singlePeak
140789,doublePeak
96926,singlePeak
123210,singlePeak
27624,singlePeak
122642,singlePeak
89454,doublePeak
67206,doublePeak
10288,doublePeak
86618,singlePeak
125208,singlePeak
15176,singlePeak
89339,doublePeak
135301,singlePeak
81414,singlePeak
87882,doublePeak
75703,singlePeak
71350,singlePeak
2651,doublePeak
24468,doublePeak
126144,singlePeak
7871,doublePeak
100296,singlePeak
64071,singlePeak
135851,doublePeak
124295,singlePeak
53698,singlePeak
139531,singlePeak
121107,singlePeak
31084,singlePeak
128598,singlePeak
550,doublePeak
31610,singlePeak
48340,singlePeak
55621,singlePeak
50367,doublePeak
71022,singlePeak
105516,singlePeak
59799,singlePeak
70015,singlePeak
25079,doublePeak
54814,singlePeak
36838,singlePeak
36589,singlePeak
59611,doublePeak
122512,doublePeak
133920,singlePeak
97229,doublePeak
145,singlePeak
115015,doublePeak
122051,doublePeak
29697,singlePeak
74060,doublePeak
37968,singlePeak
51455,doublePeak
53071,singlePeak
142601,singlePeak
102963,doublePeak
37213,doublePeak
95015,doublePeak
96449,singlePeak
24332,doublePeak
50230,singlePeak
108377,singlePeak
32584,singlePeak
74786,singlePeak
16005,singlePeak
82463,singlePeak
125181,singlePeak
42727,singlePeak
98631,doublePeak
68278,singlePeak
94544,singlePeak
90560,doublePeak
129308,singlePeak
86942,doublePeak
76028,singlePeak
28545,singlePeak
84326,doublePeak
141159,doublePeak
116770,singlePeak
20513,doublePeak
46845,singlePeak
124533,singlePeak
73238,doublePeak
46626,singlePeak
105656,singlePeak
50617,singlePeak
61544,singlePeak
13811,singlePeak
46111,singlePeak
53134,singlePeak
14202,singlePeak
48828,doublePeak
113918,singlePeak
132786,singlePeak
123126,doublePeak
92853,singlePeak
128841,doublePeak
79526,doublePeak
99839,singlePeak
126012,singlePeak
86178,singlePeak
49705,doublePeak
136738,singlePeak
128873,singlePeak
42187,singlePeak
103688,singlePeak
53931,singlePeak
137992,singlePeak
85763,doublePeak
105139,singlePeak
74986,doublePeak
115361,singlePeak
75364,singlePeak
80594,singlePeak
98008,singlePeak
98761,singlePeak
125765,singlePeak
25341,doublePeak
14873,doublePeak
101458,singlePeak
39317,singlePeak
134803,doublePeak
75354,singlePeak
82561,singlePeak
21316,singlePeak
138320,singlePeak
72285,singlePeak
18237,singlePeak
8152,doublePeak
126165,singlePeak
24443,doublePeak
26993,singlePeak
102271,singlePeak
103431,singlePeak
59404,doublePeak
74917,doublePeak
124497,singlePeak
18286,singlePeak
122724,singlePeak
71959,doublePeak
33863,singlePeak
28624,singlePeak
14749,doublePeak
85621,doublePeak
17493,doublePeak
142092,singlePeak
114238,singlePeak
134555,doublePeak
26120,singlePeak
92126,singlePeak
97037,singlePeak
133637,singlePeak
116384,doublePeak
115445,doublePeak
114597,singlePeak
100413,doublePeak
23845,singlePeak
118740,doublePeak
122545,singlePeak
35326,singlePeak
28772,singlePeak
60659,singlePeak
18568,singlePeak
43644,singlePeak
135462,singlePeak
97785,singlePeak
135637,singlePeak
1897,singlePeak
58272,singlePeak
56672,singlePeak
92408,singlePeak
57186,singlePeak
22250,doublePeak
61584,singlePeak
100037,singlePeak
134930,singlePeak
46588,doublePeak
108532,singlePeak
109846,singlePeak
101560,doublePeak
119726,singlePeak
42352,singlePeak
95028,singlePeak
53583,singlePeak
21879,doublePeak
33791,singlePeak
15051,singlePeak
70912,singlePeak
33659,singlePeak
19994,singlePeak
26232,singlePeak
12429,doublePeak
138501,singlePeak
75204,singlePeak
85783,doublePeak
66836,singlePeak
47777,doublePeak
1431,doublePeak
72028,singlePeak
69857,doublePeak
71395,singlePeak
116707,doublePeak
9300,doublePeak
100160,doublePeak
71984,doublePeak
3495,singlePeak
137683,doublePeak
1476,singlePeak
32446,singlePeak
45767,doublePeak
69150,doublePeak
106802,singlePeak
69149,doublePeak
134805,singlePeak
123870,singlePeak
114571,doublePeak
26616,doublePeak
126214,singlePeak
104889,singlePeak
39907,doublePeak
51779,singlePeak
117529,singlePeak
14947,singlePeak
92824,doublePeak
8497,doublePeak
5869,singlePeak
8253,doublePeak
64237,doublePeak
142454,singlePeak
22953,doublePeak
142350,doublePeak
61764,singlePeak
100685,singlePeak
9401,doublePeak
88939,singlePeak
97405,singlePeak
19389,singlePeak
15941,doublePeak
105980,singlePeak
87779,singlePeak
142325,singlePeak
33911,singlePeak
12397,singlePeak
141323,doublePeak
11181,doublePeak
65569,singlePeak
21965,doublePeak
123178,singlePeak
64194,singlePeak
114710,singlePeak
16380,singlePeak
136739,singlePeak
55840,singlePeak
17608,singlePeak
140422,singlePeak
90502,doublePeak
99627,singlePeak
101021,singlePeak
11065,doublePeak
130873,singlePeak
116108,singlePeak
107352,doublePeak
80860,singlePeak
105668,singlePeak
48670,doublePeak
62940,singlePeak
67817,singlePeak
36395,singlePeak
24891,doublePeak
104982,doublePeak
25165,singlePeak
88884,singlePeak
726,doublePeak
124874,singlePeak
71019,singlePeak
130822,singlePeak
39212,doublePeak
66037,singlePeak
40663,doublePeak
33622,singlePeak
88643,doublePeak
57293,doublePeak
122746,singlePeak
45468,singlePeak
33571,singlePeak
51787,doublePeak
93912,doublePeak
108713,singlePeak
113684,singlePeak
71816,doublePeak
20321,singlePeak
18983,doublePeak
91652,singlePeak
7896,doublePeak
12845,singlePeak
91207,singlePeak
37288,doublePeak
10636,singlePeak
138106,singlePeak
23822,singlePeak
21684,singlePeak
90289,doublePeak
102054,doublePeak
76493,singlePeak
117133,singlePeak
29788,singlePeak
100156,singlePeak
113967,singlePeak
77565,singlePeak
131076,singlePeak
35615,singlePeak
114025,singlePeak
143475,singlePeak
31227,singlePeak
19271,singlePeak
41485,singlePeak
123477,singlePeak
10705,singlePeak
41421,singlePeak
71352,doublePeak
132445,singlePeak
116493,doublePeak
56543,doublePeak
13660,singlePeak
102307,doublePeak
6113,singlePeak
29276,singlePeak
63515,singlePeak
100383,singlePeak
32571,singlePeak
62082,singlePeak
123119,singlePeak
26473,singlePeak
140266,singlePeak
78432,singlePeak
15582,doublePeak
57000,singlePeak
20773,singlePeak
1496,singlePeak
76685,doublePeak
83354,doublePeak
52451,singlePeak
38835,singlePeak
26402,singlePeak
85146,singlePeak
12829,singlePeak
123402,doublePeak
1627,singlePeak
58416,singlePeak
24143,doublePeak
124018,singlePeak
31578,singlePeak
142085,singlePeak
5287,singlePeak
132611,singlePeak
45308,singlePeak
129628,singlePeak
95107,singlePeak
18381,singlePeak
96762,singlePeak
106840,singlePeak
55929,singlePeak
113043,singlePeak
25837,doublePeak
135729,doublePeak
65552,singlePeak
85752,singlePeak
108321,singlePeak
134404,singlePeak
76330,singlePeak
101563,singlePeak
63308,singlePeak
24963,doublePeak
6378,singlePeak
61461,singlePeak
76267,doublePeak
45234,singlePeak
36481,doublePeak
100737,singlePeak
27199,doublePeak
15872,singlePeak
31365,singlePeak
37297,singlePeak
23811,doublePeak
128294,singlePeak
98429,singlePeak
114127,doublePeak
138408,singlePeak
123086,singlePeak
106291,singlePeak
55227,singlePeak
69170,singlePeak
58604,singlePeak
15971,singlePeak
65902,doublePeak
11686,doublePeak
63479,doublePeak
122876,singlePeak
33559,singlePeak
110299,doublePeak
64017,doublePeak
27139,doublePeak
141788,singlePeak
20767,singlePeak
91221,singlePeak
32711,singlePeak
109908,singlePeak
13316,singlePeak
115380,singlePeak
78358,doublePeak
142431,doublePeak
131839,singlePeak
124846,singlePeak
131487,singlePeak
1790,singlePeak
127010,singlePeak
9000,doublePeak
50389,singlePeak
91232,singlePeak
66567,singlePeak
45183,singlePeak
65197,singlePeak
75648,singlePeak
102776,singlePeak
85281,singlePeak
5798,singlePeak
109277,singlePeak
40292,doublePeak
32541,singlePeak
60,singlePeak
14264,doublePeak
126976,singlePeak
91757,doublePeak
63948,singlePeak
4959,singlePeak
141536,singlePeak
112518,doublePeak
104153,doublePeak
84692,singlePeak
75238,singlePeak
138249,doublePeak
41931,doublePeak
121149,doublePeak
143341,doublePeak
3331,singlePeak
31368,singlePeak
92157,singlePeak
124477,singlePeak
25715,doublePeak
95187,singlePeak
72455,singlePeak
49044,singlePeak
24124,doublePeak
100797,singlePeak
112243,singlePeak
38250,doublePeak
115534,doublePeak
15992,singlePeak
103630,singlePeak
68546,doublePeak
24768,doublePeak
106157,doublePeak
40576,singlePeak
110245,doublePeak
123472,singlePeak
16545,singlePeak
113450,doublePeak
37193,singlePeak
131006,singlePeak
89940,singlePeak
21077,singlePeak
119276,doublePeak
97684,singlePeak
67832,doublePeak
136935,singlePeak
28360,singlePeak
47620,singlePeak
139807,singlePeak
24240,doublePeak
43517,singlePeak
140359,singlePeak
141831,singlePeak
101119,doublePeak
116787,singlePeak
125517,singlePeak
130633,singlePeak
107596,doublePeak
141167,singlePeak
52359,doublePeak
133141,singlePeak
6534,singlePeak
64468,singlePeak
87367,singlePeak
41286,singlePeak
53408,doublePeak
141350,doublePeak
103169,singlePeak
83640,singlePeak
102615,singlePeak
59963,singlePeak
125146,doublePeak
68920,singlePeak
4575,singlePeak
27481,singlePeak
94822,doublePeak
128576,singlePeak
31232,singlePeak
134268,singlePeak
88303,singlePeak
36710,doublePeak
117889,doublePeak
105705,doublePeak
35940,singlePeak
70353,singlePeak
136800,singlePeak
33682,singlePeak
120023,singlePeak
30598,singlePeak
27760,singlePeak
75572,singlePeak
49011,singlePeak
26275,singlePeak
27035,singlePeak
95226,doublePeak
31201,singlePeak
64909,doublePeak
42462,singlePeak
19212,singlePeak
34522,singlePeak
27756,singlePeak
43045,singlePeak
142370,doublePeak
42355,doublePeak
142041,singlePeak
23042,doublePeak
12979,singlePeak
138563,singlePeak
44408,doublePeak
37577,doublePeak
19819,singlePeak
138208,singlePeak
106357,doublePeak
93174,doublePeak
93116,singlePeak
65998,doublePeak
103273,singlePeak
4224,doublePeak
132568,singlePeak
38573,singlePeak
46047,singlePeak
135766,doublePeak
29203,singlePeak
21076,singlePeak
87486,singlePeak
140621,singlePeak
67315,singlePeak
138503,singlePeak
1570,singlePeak
101215,doublePeak
88690,doublePeak
3548,singlePeak
131453,singlePeak
109707,doublePeak
106711,doublePeak
130577,singlePeak
11706,doublePeak
56908,doublePeak
106918,singlePeak
43053,singlePeak
117647,singlePeak
110130,singlePeak
7731,singlePeak
127237,singlePeak
81713,singlePeak
130440,singlePeak
57489,singlePeak
128883,singlePeak
14004,singlePeak
108353,singlePeak
82204,doublePeak
135831,singlePeak
97672,singlePeak
119773,singlePeak
141522,singlePeak
67399,doublePeak
113491,doublePeak
129491,doublePeak
29216,singlePeak
89364,singlePeak
81106,singlePeak
95661,singlePeak
64599,singlePeak
61683,singlePeak
10665,singlePeak
56740,doublePeak
111850,singlePeak
118407,singlePeak
115252,doublePeak
70872,singlePeak
11133,doublePeak
1214,singlePeak
121713,singlePeak
59466,singlePeak
101758,singlePeak
20467,singlePeak
135618,doublePeak
134632,singlePeak
42197,singlePeak
77971,singlePeak
10720,doublePeak
133446,doublePeak
139649,doublePeak
49348,singlePeak
16740,singlePeak
85839,singlePeak
74077,singlePeak
109910,doublePeak
57723,singlePeak
6907,singlePeak
95285,singlePeak
58284,singlePeak
138474,doublePeak
137098,doublePeak
73529,singlePeak
121214,doublePeak
70096,singlePeak
17162,singlePeak
1745,singlePeak
101551,singlePeak
23115,doublePeak
110849,singlePeak
16272,singlePeak
14810,doublePeak
51594,singlePeak
20278,singlePeak
127057,doublePeak
82848,singlePeak
58852,singlePeak
122377,doublePeak
51574,singlePeak
1841,singlePeak
135414,singlePeak
71441,doublePeak
116226,singlePeak
43961,doublePeak
1593,singlePeak
138219,singlePeak
109862,singlePeak
27942,singlePeak
92763,singlePeak
134104,singlePeak
130287,doublePeak
9100,singlePeak
7976,singlePeak
9869,doublePeak
61079,doublePeak
106700,singlePeak
20000,singlePeak
112306,doublePeak
118125,singlePeak
124686,singlePeak
79977,singlePeak
25120,singlePeak
82512,singlePeak
99250,doublePeak
25718,doublePeak
142424,singlePeak
136747,singlePeak
90510,doublePeak
31601,singlePeak
51208,singlePeak
78545,singlePeak
108895,singlePeak
138805,doublePeak
45597,singlePeak
54771,singlePeak
29846,singlePeak
119213,doublePeak
39232,singlePeak
6876,singlePeak
110072,doublePeak
64154,doublePeak
67677,singlePeak
32664,singlePeak
135600,singlePeak
14801,doublePeak
80773,singlePeak
105743,singlePeak
126763,singlePeak
34746,singlePeak
76044,singlePeak
59408,singlePeak
90103,singlePeak
50406,singlePeak
37222,singlePeak
99483,singlePeak
25561,singlePeak
31271,singlePeak
65271,singlePeak
68532,singlePeak
91425,singlePeak
71369,singlePeak
30883,singlePeak
108106,singlePeak
60374,singlePeak
86857,singlePeak
72775,singlePeak
43812,singlePeak
129490,singlePeak
99760,singlePeak
123397,singlePeak
31691,singlePeak
13783,singlePeak
3454,singlePeak
81798,doublePeak
54897,singlePeak
67923,singlePeak
93630,singlePeak
33678,singlePeak
106724,singlePeak
20497,singlePeak
53107,singlePeak
53353,singlePeak
83082,doublePeak
63977,singlePeak
97403,doublePeak
57350,singlePeak
115119,singlePeak
96083,doublePeak
35070,singlePeak
81012,singlePeak
40400,singlePeak
60276,doublePeak
102513,singlePeak
9921,doublePeak
73596,doublePeak
19163,singlePeak
16701,singlePeak
33543,doublePeak
27578,singlePeak
26720,doublePeak
84261,singlePeak
2332,singlePeak
46822,singlePeak
30828,singlePeak
35979,singlePeak
122459,singlePeak
21738,doublePeak
81982,singlePeak
85799,singlePeak
99063,singlePeak
79538,singlePeak
105176,doublePeak
37739,singlePeak
34003,singlePeak
124301,singlePeak
65832,singlePeak
118486,singlePeak
133603,singlePeak
135293,singlePeak
65738,doublePeak
45874,singlePeak
102542,singlePeak
10781,singlePeak
109945,doublePeak
25373,doublePeak
2067,singlePeak
133633,doublePeak
125914,singlePeak
129017,doublePeak
7076,singlePeak
122979,singlePeak
61028,singlePeak
39739,singlePeak
29899,singlePeak
121140,singlePeak
118369,doublePeak
79748,singlePeak
77675,doublePeak
23015,doublePeak
105245,doublePeak
118737,singlePeak
89015,singlePeak
104815,singlePeak
131719,singlePeak
115457,singlePeak
69842,singlePeak
60265,singlePeak
127247,singlePeak
22552,doublePeak
100605,singlePeak
65005,doublePeak
131007,singlePeak
143570,doublePeak
93012,singlePeak
44420,singlePeak
20980,singlePeak
49706,singlePeak
62624,doublePeak
102616,singlePeak
78562,singlePeak
61836,singlePeak
82303,singlePeak
125148,doublePeak
113755,doublePeak
83252,doublePeak
19048,doublePeak
24968,doublePeak
101779,singlePeak
119309,singlePeak
105236,singlePeak
41633,singlePeak
13592,singlePeak
64118,singlePeak
59780,doublePeak
97310,doublePeak
68456,singlePeak
90097,doublePeak
94071,singlePeak
69378,doublePeak
13143,singlePeak
102869,doublePeak
34465,doublePeak
7204,singlePeak
116412,singlePeak
31562,singlePeak
26057,doublePeak
100335,singlePeak
42784,singlePeak
52325,singlePeak
26155,singlePeak
105533,singlePeak
5883,singlePeak
25534,singlePeak
28229,doublePeak
140615,singlePeak
43977,doublePeak
77596,doublePeak
122249,singlePeak
110262,doublePeak
43377,singlePeak
142322,singlePeak
59338,singlePeak
38594,singlePeak
52875,singlePeak
8084,singlePeak
81986,doublePeak
12174,singlePeak
49480,singlePeak
62578,singlePeak
26182,singlePeak
63935,singlePeak
80682,doublePeak
84153,singlePeak
75481,singlePeak
107109,singlePeak
87069,singlePeak
63318,singlePeak
118919,doublePeak
39072,singlePeak
96806,singlePeak
83104,singlePeak
72664,singlePeak
63740,singlePeak
92353,doublePeak
77017,singlePeak
42001,singlePeak
73373,doublePeak
409,singlePeak
131507,singlePeak
116731,doublePeak
139025,singlePeak
90274,doublePeak
40884,singlePeak
94162,singlePeak
51088,singlePeak
23768,doublePeak
139292,singlePeak
91122,doublePeak
66925,singlePeak
29237,singlePeak
139308,singlePeak
98747,singlePeak
89267,singlePeak
40138,singlePeak
52430,singlePeak
34355,singlePeak
119722,singlePeak
86766,singlePeak
131950,singlePeak
134135,singlePeak
32900,singlePeak
138431,singlePeak
39505,singlePeak
91795,doublePeak
77896,doublePeak
135014,singlePeak
27383,singlePeak
141935,doublePeak
122049,singlePeak
118596,singlePeak
26558,singlePeak
111214,doublePeak
91444,singlePeak
19901,singlePeak
79941,singlePeak
44813,singlePeak
108103,singlePeak
86579,singlePeak
90342,singlePeak
113277,singlePeak
3641,doublePeak
40309,singlePeak
2343,singlePeak
21371,singlePeak
19258,singlePeak
16216,singlePeak
4831,singlePeak
37995,doublePeak
71163,singlePeak
97374,singlePeak
77467,singlePeak
133802,doublePeak
89509,doublePeak
69161,singlePeak
14868,singlePeak
43524,doublePeak
64130,singlePeak
108878,singlePeak
90906,singlePeak
9135,doublePeak
108158,singlePeak
7571,doublePeak
18791,singlePeak
135009,singlePeak
138051,singlePeak
126011,singlePeak
53280,singlePeak
50036,singlePeak
143232,singlePeak
49817,singlePeak
26995,singlePeak
142399,singlePeak
107828,singlePeak
134939,doublePeak
20634,doublePeak
15219,singlePeak
43360,singlePeak
10372,singlePeak
19448,singlePeak
133833,singlePeak
26231,singlePeak
34292,singlePeak
103913,singlePeak
98197,singlePeak
26533,singlePeak
104132,singlePeak
134624,doublePeak
67433,singlePeak
91121,singlePeak
116927,doublePeak
136902,singlePeak
140147,singlePeak
26595,singlePeak
47780,doublePeak
95956,singlePeak
61545,singlePeak
77540,singlePeak
45379,doublePeak
73874,doublePeak
113906,singlePeak
34874,singlePeak
45562,singlePeak
23827,doublePeak
41561,singlePeak
29375,singlePeak
56169,singlePeak
117890,singlePeak
41148,singlePeak
105303,singlePeak
128055,singlePeak
63893,doublePeak
57127,singlePeak
3384,singlePeak
27143,doublePeak
48247,singlePeak
66166,singlePeak
57673,doublePeak
138086,singlePeak
71217,singlePeak
41024,singlePeak
40701,singlePeak
50180,singlePeak
105924,singlePeak
38006,singlePeak
129286,singlePeak
58046,doublePeak
33014,doublePeak
790,doublePeak
110129,singlePeak
32914,singlePeak
24651,doublePeak
124745,doublePeak
16148,singlePeak
113434,singlePeak
8716,singlePeak
128245,singlePeak
60542,singlePeak
26983,singlePeak
59627,singlePeak
134781,singlePeak
117522,singlePeak
112936,doublePeak
18590,singlePeak
55676,singlePeak
73643,singlePeak
82770,singlePeak
99928,doublePeak
99649,singlePeak
117084,singlePeak
127776,singlePeak
70042,doublePeak
43692,singlePeak
57009,singlePeak
109887,singlePeak
76336,singlePeak
128466,singlePeak
71323,doublePeak
51327,singlePeak
57598,singlePeak
4922,singlePeak
7303,singlePeak
59964,doublePeak
88455,singlePeak
37617,singlePeak
60569,doublePeak
124764,singlePeak
55347,doublePeak
87626,singlePeak
124844,singlePeak
121015,singlePeak
91165,singlePeak
41073,singlePeak
52020,singlePeak
124546,singlePeak
113855,singlePeak
46962,doublePeak
3770,singlePeak
18127,singlePeak
35928,singlePeak
359,singlePeak
38009,doublePeak
774,singlePeak
80918,doublePeak
42774,singlePeak
64601,singlePeak
119733,singlePeak
67023,singlePeak
62264,singlePeak
60930,singlePeak
64667,doublePeak
103331,doublePeak
4371,singlePeak
6568,singlePeak
14813,singlePeak
83944,singlePeak
23945,singlePeak
98110,singlePeak
43909,doublePeak
63082,singlePeak
56303,singlePeak
84071,singlePeak
119803,singlePeak
81291,singlePeak
76714,doublePeak
115383,singlePeak
118268,singlePeak
57528,singlePeak
82147,singlePeak
88600,singlePeak
78426,singlePeak
17080,singlePeak
38115,singlePeak
39507,singlePeak
23111,doublePeak
4634,singlePeak
89622,singlePeak
1452,doublePeak
38771,singlePeak
124399,doublePeak
18763,singlePeak
124985,singlePeak
103999,singlePeak
142506,singlePeak
55763,singlePeak
5770,singlePeak
66924,singlePeak
111774,doublePeak
135791,singlePeak
115889,singlePeak
6466,singlePeak
80659,doublePeak
74582,singlePeak
120821,singlePeak
102041,singlePeak
109536,singlePeak
33771,singlePeak
43861,singlePeak
42140,singlePeak
101919,singlePeak
66688,doublePeak
95520,singlePeak
10432,doublePeak
88971,singlePeak
64568,doublePeak
62337,singlePeak
16767,singlePeak
138380,doublePeak
62894,singlePeak
123065,singlePeak
51972,singlePeak
