,i,r̄,Mfac,rFac,f1,f2,f3,f4,pa,Sα,phaseAmplitude,t_char,rBLR,FHWM
133374,4,2,4,5,3,4,3,2,1,4,1,1,1,1
8674,3,1,1,5,3,3,1,5,1,1,1,1,1,3
102523,5,5,5,1,1,2,3,4,3,4,1,4,5,1
51866,1,3,4,1,2,4,1,4,1,1,2,2,2,1
95204,2,4,5,1,3,1,3,3,4,5,2,3,4,1
78618,5,1,4,5,1,1,4,1,3,3,1,1,1,1
106895,1,4,1,1,4,1,4,2,1,4,2,1,1,1
115713,4,5,5,4,2,1,1,5,1,4,4,4,5,1
24435,5,1,3,5,5,1,3,3,3,5,1,1,1,3
142543,4,2,4,1,2,4,5,5,4,4,1,1,1,1
98266,5,3,2,1,3,2,5,1,4,5,1,1,1,1
123081,3,1,3,2,2,4,3,4,2,2,1,1,1,1
83155,4,2,2,3,2,1,4,2,2,4,1,1,1,1
21853,5,1,1,1,3,5,1,5,5,1,1,1,1,3
29660,5,3,5,1,5,3,5,1,1,3,1,2,3,1
26085,5,1,5,5,5,5,5,3,1,5,1,1,1,3
125286,3,2,4,5,2,4,5,4,2,5,1,2,2,1
25886,5,1,5,5,3,5,3,3,3,1,1,1,1,3
131198,2,5,4,3,2,5,3,3,2,1,2,3,4,1
19578,3,5,3,5,1,5,3,1,3,5,2,2,3,1
123567,4,1,3,1,1,1,2,4,3,5,1,1,1,1
90147,3,1,4,1,1,4,4,4,2,5,1,1,1,2
22000,5,1,1,1,5,3,5,1,5,5,1,1,1,3
138029,3,5,3,3,3,2,3,4,3,1,3,2,2,1
142573,1,1,1,3,1,4,2,4,3,4,1,1,1,1
75990,2,3,2,5,1,1,3,2,5,1,1,1,1,1
27900,5,3,3,1,3,3,1,5,1,3,1,1,2,1
48697,1,1,5,3,5,3,2,1,3,2,1,1,1,1
37330,3,3,2,5,5,2,4,2,3,3,1,1,1,1
122317,4,2,5,5,5,3,3,5,2,4,1,2,2,1
86516,4,1,5,2,2,4,4,1,2,4,1,1,1,2
25065,5,1,5,1,5,5,3,3,1,1,1,1,1,3
10281,3,1,3,5,3,3,5,3,5,1,1,1,1,3
87319,3,2,5,1,4,1,2,3,1,1,2,2,2,1
85718,2,3,1,5,3,2,3,3,3,1,2,1,1,1
20265,3,5,5,1,3,3,5,5,1,1,3,5,5,1
20532,3,5,5,3,1,1,3,5,1,5,3,5,5,1
66749,1,2,1,3,4,1,4,3,5,5,1,1,1,1
37303,1,3,2,2,3,1,4,4,1,5,1,1,1,1
125730,3,2,1,5,4,3,2,2,5,1,1,1,1,1
140378,3,1,2,1,5,2,3,1,3,2,1,1,1,1
91218,5,5,5,3,1,1,1,4,5,4,2,3,4,1
57845,3,3,3,3,3,4,1,5,1,2,2,1,2,1
87981,2,3,1,1,1,3,4,1,2,1,1,1,1,1
109781,3,1,2,2,5,5,2,3,4,1,1,1,1,2
78360,2,5,4,4,5,1,2,4,1,5,2,3,4,1
85232,2,4,4,5,3,5,5,3,2,2,2,3,3,1
110648,4,2,4,3,5,5,2,1,1,2,1,1,1,1
42189,4,5,4,4,2,1,4,3,2,5,3,4,4,1
72230,3,1,2,3,3,3,5,1,5,4,1,1,1,1
78148,5,5,4,1,5,3,5,2,5,4,1,3,4,1
139682,2,4,2,1,5,3,4,2,2,3,2,1,2,1
9422,3,1,3,1,5,5,1,5,5,3,1,1,1,3
129450,3,1,4,5,2,3,3,3,3,2,1,1,1,1
34909,5,5,5,3,5,5,1,5,3,1,2,4,5,1
94530,2,3,4,5,4,4,3,4,1,5,2,2,2,1
60209,2,5,4,2,2,2,5,3,1,5,3,3,4,1
138010,5,4,5,5,3,3,4,4,2,1,1,3,4,1
57811,4,4,1,5,4,2,4,5,5,2,1,1,1,1
3753,1,1,5,3,1,5,3,1,5,5,1,1,1,1
113179,4,5,3,1,4,4,1,1,5,1,1,2,2,1
13525,3,3,1,5,3,5,5,5,5,5,1,1,1,1
89142,3,2,5,5,5,2,2,1,2,5,1,2,2,1
119852,4,3,5,4,5,2,2,1,3,4,2,2,3,1
37069,4,3,1,5,3,2,1,3,1,1,2,1,1,1
93228,2,3,2,2,1,2,5,4,5,4,2,1,2,1
92737,3,3,1,4,2,1,3,2,5,1,1,1,1,1
38657,2,1,2,3,2,5,1,4,3,2,1,1,1,1
81829,4,1,2,2,2,4,3,3,3,5,1,1,1,1
29672,5,3,5,1,5,3,5,3,5,3,1,2,3,1
37845,1,2,1,3,5,3,5,2,1,3,1,1,1,1
56648,5,4,5,4,1,1,1,3,4,5,2,2,3,1
107319,5,3,3,4,5,2,5,3,3,3,1,1,2,1
115756,1,2,5,2,4,4,4,1,3,5,1,1,2,1
7620,3,1,1,1,3,3,1,1,1,3,1,1,1,2
120214,1,1,5,2,5,1,2,4,1,4,1,1,1,1
116928,4,3,4,4,1,3,3,1,5,4,1,2,3,1
91607,5,1,4,2,2,4,5,4,4,4,1,1,1,1
141730,2,2,1,5,4,4,4,4,1,1,1,1,1,1
115186,5,1,4,1,5,2,2,2,3,5,1,1,1,1
27451,5,3,1,5,3,5,3,3,5,1,1,1,1,1
78402,3,1,3,4,5,5,3,3,1,2,1,1,1,1
72333,2,5,3,3,2,3,4,3,4,5,3,2,3,1
39422,5,1,2,4,2,4,4,5,3,4,1,1,1,1
112839,4,1,1,1,2,2,2,2,2,5,1,1,1,1
73057,5,5,5,5,5,4,3,5,5,4,2,3,5,1
136618,2,2,2,5,3,5,4,1,3,1,1,1,1,1
75958,5,4,3,3,1,5,4,2,5,3,1,2,2,1
43058,1,2,1,5,1,1,3,1,5,4,1,1,1,1
47640,2,4,1,1,2,3,3,4,2,2,3,1,1,1
35455,5,5,5,5,5,5,3,1,1,5,2,4,5,1
1020,1,1,1,3,5,5,5,5,5,5,1,1,1,1
107880,3,3,2,3,3,2,2,4,3,4,2,1,1,1
77782,5,3,5,1,2,4,2,5,1,5,2,2,2,1
12946,3,3,1,3,3,5,1,5,5,5,1,1,1,1
86685,1,1,2,3,4,4,3,1,5,5,1,1,1,1
28890,5,3,3,5,3,1,3,1,5,3,1,1,2,1
105261,4,4,1,4,3,2,5,2,4,2,2,1,1,1
86336,5,3,5,3,5,3,5,3,3,2,1,2,2,1
112016,1,2,2,1,3,3,2,3,5,3,1,1,1,1
15895,3,3,5,3,1,3,3,1,1,5,1,2,3,1
124588,3,4,3,3,4,4,3,5,5,2,1,2,2,1
9159,3,1,3,1,3,1,5,1,3,1,1,1,1,3
10429,3,1,3,5,5,3,1,1,5,5,1,1,1,2
63238,4,2,2,1,1,5,2,5,4,4,1,1,1,1
20062,3,5,5,1,1,3,3,3,3,3,2,4,5,1
34523,5,5,5,3,1,3,5,1,1,5,2,4,5,1
64744,5,1,5,4,5,4,3,3,4,1,1,1,1,1
5731,1,3,3,1,3,3,5,3,3,5,1,1,2,1
36015,2,2,3,4,4,5,1,1,1,4,2,1,1,1
50546,2,1,3,3,5,1,1,1,4,4,1,1,1,1
115349,1,4,4,3,3,3,3,3,5,3,1,2,3,1
120510,2,1,3,5,2,4,4,3,4,5,1,1,1,1
79885,3,4,2,5,4,2,2,4,1,3,2,1,1,1
3069,1,1,3,5,5,5,3,1,3,3,1,1,1,1
91779,4,3,3,1,5,5,1,2,4,4,1,1,2,1
111589,3,1,1,3,5,1,2,2,3,4,1,1,1,1
68929,1,1,5,4,2,4,2,3,2,5,1,1,1,1
95157,1,1,1,4,1,1,5,1,1,4,1,1,1,1
75657,4,5,5,3,5,1,4,2,2,3,1,4,4,1
5941,1,3,3,3,1,3,1,3,3,3,1,1,2,1
2194,1,1,3,3,1,5,3,3,3,5,1,1,1,1
37387,1,5,4,5,3,3,2,5,2,3,3,3,4,1
117756,3,4,4,5,5,3,3,2,5,1,1,2,3,1
82833,5,5,4,4,2,2,1,2,2,1,1,3,4,1
116036,4,1,2,1,5,2,2,4,2,3,1,1,1,1
73152,3,1,1,3,2,2,3,1,1,5,1,1,1,1
73521,4,3,5,1,2,5,4,4,4,4,2,3,3,1
104420,5,5,1,4,2,4,5,2,3,1,1,1,1,1
9767,3,1,3,3,3,5,1,5,3,3,1,1,1,5
2584,1,1,3,3,5,5,5,3,3,1,1,1,1,1
55968,3,5,5,4,1,3,2,1,1,3,2,4,4,1
105285,5,2,4,1,5,1,5,4,1,2,1,1,1,1
6582,1,3,5,1,1,5,3,3,3,5,1,2,3,1
103755,4,4,2,4,3,5,3,2,4,2,2,1,1,1
71988,2,2,1,5,5,2,3,3,3,4,1,1,1,1
605,1,1,1,3,1,3,5,3,1,5,1,1,1,1
62377,3,5,3,2,1,2,5,3,3,4,2,2,3,1
52366,4,2,4,1,3,3,3,4,1,1,1,1,2,1
17308,3,5,1,1,5,5,1,1,1,5,1,1,1,1
142025,1,4,5,4,3,1,2,1,2,5,1,3,4,1
109576,3,1,5,3,1,1,3,1,5,2,1,1,1,1
18169,3,5,1,5,3,3,5,5,1,5,2,1,1,1
57868,2,2,2,5,1,5,4,4,3,2,2,1,1,1
59489,3,2,4,2,1,2,5,2,3,4,1,2,2,1
56912,4,5,5,5,2,2,5,4,2,2,1,5,5,1
8829,3,1,1,5,5,1,5,5,3,3,1,1,1,5
50239,5,1,3,5,2,3,5,3,1,1,1,1,1,1
106354,4,4,1,1,5,1,1,5,5,5,1,1,1,1
143495,3,5,3,1,4,2,1,1,3,3,2,2,2,1
115561,4,1,4,3,2,4,5,5,4,5,1,1,1,2
21139,3,5,5,5,1,3,5,5,1,3,3,5,5,1
110243,1,1,5,1,4,5,4,1,4,2,1,1,1,1
120155,2,3,5,4,3,3,3,2,3,1,1,3,3,1
18882,3,5,3,1,5,5,3,1,3,5,2,2,3,1
88618,3,4,5,1,2,1,5,3,1,5,2,3,3,1
18632,3,5,3,1,3,3,1,1,3,1,1,2,3,1
98980,4,4,4,1,5,3,1,2,1,2,2,2,3,1
96881,2,5,4,5,2,2,1,4,4,5,4,3,4,1
86061,5,2,3,2,5,5,1,3,4,1,1,1,1,1
21747,5,1,1,1,3,1,3,3,5,1,1,1,1,3
17250,3,5,1,1,5,3,1,1,3,3,1,1,1,1
83857,3,4,5,5,1,4,2,2,5,3,1,3,4,1
12359,3,3,1,1,3,3,1,3,5,3,1,1,1,1
127580,1,2,3,3,5,5,1,5,1,1,1,1,1,1
40191,3,4,1,1,2,2,1,5,4,1,2,1,1,1
64681,5,4,3,4,1,4,4,1,2,5,2,2,2,1
72166,5,2,1,2,2,3,5,2,2,1,1,1,1,1
86066,1,4,5,3,2,2,1,1,4,2,2,3,3,1
10115,3,1,3,5,1,5,1,1,1,1,1,1,1,3
72263,2,2,3,2,5,4,2,1,1,2,1,1,1,1
55872,2,4,4,5,4,2,5,1,1,5,2,2,3,1
120339,3,4,4,1,4,1,5,5,5,3,2,3,3,1
29143,5,3,3,5,5,3,5,3,3,1,1,1,2,1
104247,2,4,3,2,3,1,5,3,3,2,2,2,3,1
41638,2,1,2,1,2,4,2,1,1,2,1,1,1,1
22322,5,1,1,3,3,3,5,1,5,5,1,1,1,3
107675,4,4,5,3,3,1,3,4,2,2,2,3,4,1
59364,4,2,3,3,1,2,2,4,3,1,1,1,1,1
47277,5,1,5,3,3,4,2,3,3,3,1,1,1,1
100247,4,1,2,5,4,3,1,3,5,1,1,1,1,1
16210,3,3,5,3,5,1,5,3,1,1,1,3,3,1
53800,2,3,1,4,4,2,4,2,1,2,2,1,1,1
38364,4,1,5,2,1,5,3,3,4,3,1,1,1,1
42483,3,1,3,3,5,4,2,1,2,5,1,1,1,1
76325,5,3,4,5,4,2,1,4,4,1,1,2,2,1
3708,1,1,5,3,1,3,5,1,1,3,1,1,1,1
105255,3,2,4,3,3,3,4,1,5,5,1,1,1,1
74787,1,2,5,2,1,5,4,2,1,5,1,1,2,1
122295,4,4,1,2,5,5,4,2,1,5,2,1,1,1
83892,3,3,2,5,4,2,3,3,4,3,2,1,1,1
126547,2,1,5,2,5,3,5,2,2,3,1,1,1,1
34598,5,5,5,3,1,5,5,3,5,5,2,4,5,1
18215,3,5,1,5,3,5,3,5,5,5,2,1,1,1
39033,2,1,5,2,4,2,2,1,5,3,1,1,1,1
39775,1,5,1,2,3,1,2,3,4,2,2,1,1,1
103911,3,4,3,5,3,2,2,3,2,2,2,2,2,1
43387,4,1,4,3,5,1,1,5,2,5,1,1,1,1
3676,1,1,5,3,1,3,1,1,5,3,1,1,1,1
30531,5,3,5,5,3,3,5,3,1,1,1,2,3,1
88631,5,3,4,4,1,1,4,4,5,3,1,2,3,1
134539,1,5,5,4,3,2,1,4,4,3,3,3,4,1
135658,4,5,2,2,1,2,3,5,2,5,3,2,2,1
95005,4,5,4,3,4,4,1,2,5,4,2,3,4,1
9809,3,1,3,3,3,5,5,5,1,1,1,1,1,3
119760,5,5,5,2,4,2,2,4,4,3,2,3,5,1
137798,1,1,2,1,1,3,2,5,3,2,1,1,1,1
41160,1,2,5,2,3,5,5,1,3,5,1,2,2,1
12281,3,3,1,1,1,5,5,3,1,5,1,1,1,1
51628,5,3,4,1,1,4,5,4,4,3,2,2,3,1
51005,5,3,4,3,2,3,3,3,5,5,1,2,2,1
73772,4,4,1,3,2,1,4,1,3,1,1,1,1,1
39798,2,5,1,1,5,3,5,5,5,4,2,1,1,1
108891,2,2,1,5,4,2,1,4,4,4,2,1,1,1
109029,4,1,3,4,3,3,3,5,3,3,1,1,1,1
121384,2,2,1,2,4,1,5,1,4,4,1,1,1,1
90628,3,1,3,2,2,1,2,4,1,2,1,1,1,2
41363,5,2,5,3,5,5,4,3,3,5,1,2,2,1
107829,3,4,1,4,1,5,4,1,2,4,2,1,1,1
7631,3,1,1,1,3,3,1,3,5,5,1,1,1,3
49561,4,4,3,4,2,1,3,2,5,3,1,2,2,1
63266,4,2,1,4,5,5,4,2,2,4,1,1,1,1
89371,5,1,4,2,5,4,1,5,5,3,1,1,1,1
131214,1,4,3,3,3,2,4,1,2,4,2,2,2,1
22333,5,1,1,3,3,3,5,5,3,3,1,1,1,5
51280,5,1,2,1,1,2,3,4,2,2,1,1,1,1
116803,4,5,4,5,1,3,1,5,4,2,3,2,3,1
69671,5,2,1,2,3,5,4,5,5,5,1,1,1,1
36074,3,2,2,5,3,3,3,3,5,2,1,1,1,1
26217,5,3,1,1,1,5,1,5,3,5,2,1,1,1
120409,3,5,5,3,5,4,5,3,5,3,2,5,5,1
48316,4,2,5,1,1,2,1,5,5,4,1,2,2,1
57106,4,5,1,2,4,5,5,1,3,3,1,1,1,1
137759,4,5,4,4,1,2,3,1,5,4,1,3,3,1
140853,2,5,4,5,4,3,3,2,1,4,2,3,4,1
93842,2,4,1,5,3,5,5,2,1,1,2,1,1,1
24525,5,1,3,5,5,3,5,5,5,5,1,1,1,3
95505,1,4,3,5,2,5,4,1,3,1,1,1,2,1
41412,4,5,1,5,4,3,4,3,3,4,3,1,1,1
61618,2,3,5,5,5,5,5,2,3,5,2,2,3,1
119034,1,5,2,2,1,4,3,4,1,1,3,1,2,1
133137,1,5,1,3,4,5,2,2,5,4,1,1,1,1
143160,2,4,5,5,2,4,4,2,3,5,2,3,4,1
12707,3,3,1,3,1,3,3,1,1,3,1,1,1,1
126580,3,5,2,1,2,2,3,3,2,2,2,2,2,1
59805,4,1,3,4,3,1,2,2,4,4,1,1,1,1
114736,1,4,3,4,5,3,5,3,1,5,1,2,3,1
74946,3,4,2,4,4,3,4,3,2,5,1,1,2,1
105126,4,2,1,1,5,1,3,4,4,2,1,1,1,1
48761,3,1,2,1,3,3,4,3,2,4,1,1,1,2
2137,1,1,3,3,1,3,3,3,5,3,1,1,1,1
60081,5,1,5,1,5,3,3,2,4,2,1,1,1,1
68290,3,5,2,4,2,2,4,3,2,1,2,2,2,1
141271,3,2,3,5,2,3,3,4,3,1,1,1,1,1
21463,3,5,5,5,5,3,5,1,1,5,2,5,5,1
136939,4,3,3,4,5,4,4,5,4,4,1,1,2,1
112082,5,2,4,2,5,4,4,1,3,1,1,1,1,1
92512,1,3,3,5,1,1,1,1,1,2,2,2,2,1
122633,3,2,5,2,4,3,1,3,3,1,1,1,2,1
11988,3,1,5,5,5,1,5,3,5,5,1,1,1,3
118404,4,3,2,4,2,2,1,1,4,5,2,1,1,1
17557,3,5,1,3,3,1,3,1,1,3,2,1,1,1
27309,5,3,1,5,1,5,5,5,1,5,1,1,1,1
82621,3,2,5,5,5,3,2,4,1,5,1,2,2,1
107612,3,2,5,5,1,5,1,3,2,4,2,2,2,1
18387,3,5,1,5,5,5,3,5,5,1,2,1,1,1
86047,4,3,2,5,1,2,4,3,4,1,2,1,1,1
12066,3,1,5,5,5,5,1,3,1,1,1,1,1,2
133174,5,2,4,1,3,3,4,3,2,5,1,1,1,1
119413,4,4,5,3,2,5,1,5,2,2,1,3,4,1
29325,5,3,5,1,1,5,1,1,5,5,2,2,3,1
76385,4,1,4,5,5,4,4,2,5,2,1,1,1,2
49614,1,5,5,1,3,2,3,2,4,5,2,3,5,1
40408,5,1,4,1,4,3,5,1,3,2,1,1,1,2
113794,3,2,5,2,4,3,3,2,3,1,1,2,2,1
125050,5,3,5,3,5,1,3,1,1,5,2,2,3,1
89360,4,3,5,2,3,3,1,1,1,2,2,2,3,1
79541,5,4,2,4,1,5,1,5,2,5,1,1,2,1
87265,2,1,4,5,5,2,2,2,2,1,1,1,1,1
81847,4,1,3,3,4,2,5,2,4,4,1,1,1,1
3346,1,1,5,1,3,3,1,5,3,1,1,1,1,1
111345,1,2,1,3,4,3,3,5,5,2,1,1,1,1
110491,5,4,3,2,4,4,5,2,3,3,2,2,2,1
20842,3,5,5,3,3,5,5,3,1,1,2,5,5,1
74899,4,2,5,3,5,1,5,2,2,1,1,2,2,1
123599,3,3,5,1,3,4,3,4,1,4,2,2,3,1
46468,2,2,5,1,3,5,3,4,4,4,2,2,2,1
3551,1,1,5,1,5,3,5,3,3,3,1,1,1,1
42433,2,4,2,3,4,5,3,5,2,5,2,1,2,1
40206,5,5,4,5,2,4,4,2,3,4,1,3,4,1
135550,1,1,4,2,3,2,5,5,4,1,1,1,1,1
83547,4,5,4,3,1,5,2,1,5,2,1,3,3,1
29839,5,3,5,3,1,3,5,3,3,3,1,2,3,1
110518,1,2,5,5,4,3,2,5,4,4,1,2,2,1
81446,4,5,4,2,2,2,3,1,1,5,2,3,4,1
4877,1,3,1,1,3,5,5,3,3,3,1,1,1,1
134674,1,1,1,3,5,4,4,1,5,2,1,1,1,1
35835,4,3,1,3,4,4,4,5,4,1,1,1,1,1
47999,5,1,4,5,5,3,2,2,3,2,1,1,1,1
139339,5,4,5,3,1,2,5,1,2,2,2,3,4,1
97772,5,4,3,5,3,1,4,4,5,3,1,2,2,1
122747,3,3,3,5,1,2,2,1,3,4,2,1,2,1
12266,3,3,1,1,1,5,3,3,5,5,1,1,1,1
103472,4,2,4,5,4,1,1,5,5,2,1,1,2,1
120783,3,4,1,5,5,3,2,1,2,2,1,1,1,1
87718,3,4,3,3,1,2,4,2,4,3,2,2,2,1
101456,3,2,4,3,2,1,5,3,2,1,1,2,2,1
82365,3,5,1,1,4,2,2,5,4,5,2,1,1,1
7061,1,3,5,3,3,5,5,5,3,5,1,2,3,1
21496,3,5,5,5,5,5,1,5,1,5,2,4,5,1
93233,4,4,2,5,4,2,1,1,3,3,2,1,2,1
28524,5,3,3,3,5,1,1,5,1,5,1,1,2,1
13851,3,3,3,1,1,5,5,1,5,3,1,1,2,1
15158,3,3,3,5,5,1,5,5,3,1,1,2,2,1
51236,5,4,5,4,3,3,3,4,5,3,1,3,4,1
130402,4,2,1,4,3,1,3,1,1,3,1,1,1,1
57768,2,3,2,3,2,5,1,1,2,4,2,1,1,1
118902,4,4,3,5,1,4,4,2,1,4,3,2,2,1
41663,2,1,1,3,3,2,4,3,5,4,1,1,1,1
26651,5,3,1,3,1,1,5,5,3,5,1,1,1,1
77230,2,1,4,1,4,2,5,3,3,5,1,1,1,1
43286,5,1,2,3,1,1,1,3,3,5,1,1,1,1
77672,5,1,5,5,3,4,2,4,4,5,1,1,1,1
74364,5,3,5,1,2,2,1,4,4,1,1,2,2,1
82028,4,4,1,5,3,4,4,1,2,1,2,1,1,1
142951,3,3,1,2,3,3,1,3,1,2,2,1,1,1
117663,5,5,5,1,3,5,2,3,4,3,2,3,4,1
28780,5,3,3,5,1,3,3,5,3,5,1,1,2,1
16161,3,3,5,3,5,1,1,1,1,1,1,2,3,1
101166,3,5,2,4,3,1,3,3,5,2,2,2,2,1
101220,1,2,2,5,4,1,2,4,1,5,1,1,1,1
8022,3,1,1,3,1,3,5,5,3,1,1,1,1,3
86271,3,1,5,4,1,5,2,5,3,1,1,1,1,1
30634,5,3,5,5,5,1,3,3,1,3,1,2,3,1
90415,2,5,4,4,4,1,4,5,1,2,3,3,4,1
116776,2,5,2,4,2,2,4,3,3,1,3,2,2,1
21090,3,5,5,5,1,3,1,1,3,5,3,4,5,1
65044,2,3,3,2,1,1,3,4,2,5,1,1,1,1
66605,4,5,2,2,5,4,1,4,5,5,1,1,2,1
131897,3,5,5,4,4,5,3,3,1,1,3,4,5,1
3244,1,1,5,1,1,5,3,5,1,1,1,1,1,1
79419,2,3,5,1,1,2,1,3,5,3,1,2,2,1
90062,2,4,5,2,4,2,4,4,4,3,3,3,4,1
95900,3,4,1,3,2,2,3,2,3,3,2,1,1,1
38531,4,1,5,1,3,4,3,2,2,2,1,1,1,1
75585,5,5,5,4,2,4,5,1,5,5,1,4,5,1
8160,3,1,1,3,3,3,1,5,1,5,1,1,1,3
26982,5,3,1,3,5,1,1,5,5,5,1,1,1,1
92354,3,5,1,1,4,3,2,2,1,1,2,1,1,1
123767,5,4,1,4,4,1,4,3,2,1,1,1,1,1
21998,5,1,1,1,5,3,5,1,3,5,1,1,1,3
7908,3,1,1,1,5,5,5,1,5,5,1,1,1,2
31329,5,5,1,3,1,1,3,5,1,1,2,1,1,1
106306,1,3,4,4,2,2,5,5,4,5,2,2,3,1
110568,3,4,4,4,3,3,3,3,4,1,2,2,3,1
32574,5,5,3,1,3,1,5,3,5,5,2,2,3,1
41071,5,3,2,4,5,5,5,5,5,2,1,1,1,1
6791,1,3,5,1,5,3,3,5,3,5,1,2,3,1
27222,5,3,1,5,1,3,3,3,5,5,1,1,1,1
17069,3,5,1,1,3,1,5,5,5,3,3,1,1,1
53159,4,3,1,3,5,5,2,3,5,3,1,1,1,1
12960,3,3,1,3,3,5,3,5,1,1,1,1,1,1
12641,3,3,1,1,5,5,5,5,5,3,1,1,1,1
31138,5,5,1,1,5,1,1,5,5,3,2,1,1,1
125029,3,4,3,4,5,5,5,5,3,5,2,2,3,1
99694,3,2,2,3,5,2,3,1,3,5,1,1,1,1
65234,3,2,1,5,3,2,3,5,5,2,1,1,1,1
106229,3,2,1,3,2,3,2,2,5,5,1,1,1,1
38958,5,1,2,4,3,2,4,5,2,3,1,1,1,1
28481,5,3,3,3,3,5,3,5,1,1,1,1,2,1
66821,3,5,5,5,2,4,3,1,2,4,3,4,5,1
40229,2,2,4,5,4,2,4,5,2,4,1,1,2,1
97889,3,2,5,3,1,1,2,4,3,5,1,2,2,1
9874,3,1,3,3,5,3,1,1,1,3,1,1,1,5
28203,5,3,3,3,1,1,5,3,1,3,2,1,2,1
63152,2,1,1,1,4,3,1,5,3,3,1,1,1,1
91875,5,3,2,2,4,1,1,1,4,3,1,1,1,1
220,1,1,1,1,3,3,1,5,3,3,1,1,1,1
119032,1,3,3,3,1,4,3,1,4,5,1,1,2,1
23571,5,1,3,1,5,5,3,5,1,5,1,1,1,3
55672,4,2,3,3,1,1,1,3,4,5,1,1,1,1
34042,5,5,5,1,1,5,1,5,3,1,3,4,5,1
18108,3,5,1,5,3,1,5,5,5,1,3,1,1,1
36769,4,4,3,1,5,1,2,2,2,1,2,2,2,1
106710,5,2,4,2,2,3,5,1,5,1,1,1,1,1
23947,5,1,3,3,5,1,3,1,3,1,1,1,1,3
6156,1,3,3,3,5,1,5,3,3,1,1,1,2,1
116620,3,2,2,5,5,1,4,5,1,5,1,1,1,1
70425,5,2,5,4,3,5,1,2,4,3,1,1,2,1
123830,3,2,3,5,3,5,5,3,4,4,2,1,1,1
91245,1,1,4,1,2,5,4,2,4,2,1,1,1,1
108265,4,2,5,2,2,4,3,5,4,3,1,2,2,1
54617,3,1,3,3,5,3,1,3,3,2,1,1,1,1
126888,2,3,5,4,4,3,1,3,1,3,2,2,3,1
33993,5,5,5,1,1,3,3,3,3,5,2,4,5,1
48428,3,4,1,4,3,3,5,3,3,3,3,1,1,1
36687,3,3,3,4,3,4,5,3,2,3,1,2,2,1
110805,2,1,2,4,3,5,4,4,4,3,1,1,1,1
22844,5,1,1,5,3,5,1,1,1,1,1,1,1,3
59151,5,2,1,2,1,2,1,3,5,3,1,1,1,1
112770,2,5,2,1,5,2,2,4,1,1,2,1,2,1
116617,5,1,3,3,4,1,3,5,4,1,1,1,1,1
46324,4,3,2,2,4,5,4,5,3,4,2,1,1,1
44846,3,1,2,2,4,3,1,2,5,1,1,1,1,2
26822,5,3,1,3,3,1,5,1,3,3,1,1,1,1
49746,5,1,1,3,4,5,4,1,4,2,1,1,1,1
100129,5,1,4,4,1,5,1,5,5,5,1,1,1,1
67096,2,5,3,1,1,2,3,2,5,2,1,2,3,1
69064,4,5,4,2,5,4,4,3,2,1,1,3,4,1
80695,2,5,3,4,3,4,2,1,2,1,2,3,3,1
53554,4,4,2,1,3,4,4,5,5,2,1,1,1,1
68215,3,3,1,5,4,4,4,2,2,3,1,1,1,1
69520,5,3,2,1,3,2,3,2,1,3,2,1,1,1
79504,1,2,4,5,2,5,1,5,5,1,1,1,2,1
12866,3,3,1,3,3,3,1,1,1,3,1,1,1,1
90695,3,5,1,4,3,5,5,5,3,3,2,1,1,1
61883,4,3,2,1,5,1,4,2,5,5,1,1,1,1
42193,3,1,3,3,1,2,2,3,3,5,1,1,1,1
81367,2,1,4,5,2,3,2,1,5,3,1,1,1,1
134928,2,1,2,4,3,5,5,3,2,4,1,1,1,1
109794,4,5,3,1,5,1,1,2,2,1,2,2,3,1
13029,3,3,1,3,5,1,5,3,3,1,1,1,1,1
70917,3,2,5,1,3,1,4,1,4,3,1,2,2,1
88188,2,1,2,1,2,3,3,3,4,5,1,1,1,1
115006,1,5,1,3,1,4,4,5,1,4,1,1,1,1
138480,5,1,1,4,4,4,2,3,2,1,1,1,1,1
25862,5,1,5,5,3,5,1,1,1,5,1,1,1,3
110649,1,4,4,2,4,1,1,4,4,5,2,2,3,1
107237,5,2,1,3,2,3,3,2,3,3,1,1,1,1
116880,1,5,1,5,4,4,1,2,5,5,1,1,1,1
138654,5,1,2,4,4,3,4,4,5,5,1,1,1,1
133635,5,4,4,3,4,1,5,4,4,3,2,2,3,1
66584,5,4,5,4,3,3,2,1,5,1,1,3,4,1
15859,3,3,5,3,1,1,5,3,1,1,1,2,3,1
7638,3,1,1,1,3,3,3,1,1,5,1,1,1,2
23139,5,1,3,1,1,3,1,5,1,5,1,1,1,4
86623,4,1,3,4,3,5,2,5,4,1,1,1,1,1
95058,4,1,1,4,2,1,5,4,3,5,1,1,1,2
26639,5,3,1,3,1,1,5,3,1,1,1,1,1,1
120926,3,4,1,3,2,3,3,3,3,1,2,1,1,1
92120,3,4,5,2,1,5,5,3,3,5,2,3,4,1
29449,5,3,5,1,3,3,3,1,1,1,1,2,3,1
136308,5,5,5,5,4,3,3,3,4,4,3,3,5,1
116772,2,1,1,5,5,2,3,3,3,5,1,1,1,2
25671,5,1,5,5,1,3,1,5,5,5,1,1,1,5
128052,3,5,2,1,5,3,4,1,1,4,2,2,2,1
48590,3,1,2,1,4,5,1,1,4,4,1,1,1,1
80075,4,5,3,3,3,2,3,2,5,5,1,2,3,1
29877,5,3,5,3,1,5,3,1,5,3,2,2,3,1
