,class
235433,QSO
453972,STAR
1206513,GALAXY
592123,STAR
343549,QSO
68850,QSO
1244054,GALAXY
570763,STAR
233778,QSO
273876,QSO
759092,STAR
427732,QSO
479678,STAR
698453,STAR
75276,QSO
954291,GALAXY
1309562,GALAXY
734288,STAR
906910,GALAXY
70782,QSO
524720,STAR
1079446,GALAXY
104581,QSO
426547,QSO
1215811,GALAXY
155960,QSO
206626,QSO
1028388,GALAXY
98890,QSO
541102,STAR
786043,STAR
1097288,GALAXY
305108,QSO
900338,GALAXY
267186,QSO
1040334,GALAXY
654133,STAR
611571,STAR
163630,QSO
100968,QSO
516998,STAR
1299438,GALAXY
927424,GALAXY
669071,STAR
494995,STAR
59810,QSO
239449,QSO
392327,QSO
434968,QSO
675689,STAR
162026,QSO
1238607,GALAXY
1174692,GALAXY
861477,STAR
1184420,GALAXY
550850,STAR
600387,STAR
650962,STAR
867733,STAR
488081,STAR
1173436,GALAXY
803325,STAR
312032,QSO
604415,STAR
996835,GALAXY
899972,GALAXY
361884,QSO
1203736,GALAXY
318530,QSO
939476,GALAXY
356983,QSO
203268,QSO
302595,QSO
622690,STAR
730877,STAR
657428,STAR
475224,STAR
355211,QSO
709878,STAR
1042935,GALAXY
155319,QSO
904142,GALAXY
284376,QSO
259603,QSO
708356,STAR
1098416,GALAXY
518203,STAR
886781,GALAXY
1065792,GALAXY
24302,QSO
1179082,GALAXY
1173136,GALAXY
1285139,GALAXY
202861,QSO
881061,GALAXY
297778,QSO
942043,GALAXY
101652,QSO
816300,STAR
47680,QSO
946128,GALAXY
1149022,GALAXY
323106,QSO
250296,QSO
230879,QSO
879517,GALAXY
3,QSO
835706,STAR
1232075,GALAXY
1119547,GALAXY
166497,QSO
363955,QSO
852641,STAR
679395,STAR
530502,STAR
1246182,GALAXY
1128851,GALAXY
298813,QSO
746625,STAR
575101,STAR
507232,STAR
713401,STAR
1000156,GALAXY
1217056,GALAXY
854372,STAR
1282820,GALAXY
1228382,GALAXY
1213424,GALAXY
1253113,GALAXY
693176,STAR
1171083,GALAXY
836397,STAR
616639,STAR
696350,STAR
122218,QSO
791087,STAR
1168832,GALAXY
193780,QSO
1259034,GALAXY
981270,GALAXY
691033,STAR
1264788,GALAXY
20752,QSO
239459,QSO
631038,STAR
603038,STAR
1309817,GALAXY
1079549,GALAXY
1047890,GALAXY
704506,STAR
591899,STAR
389283,QSO
985560,GALAXY
620138,STAR
584846,STAR
1128609,GALAXY
546333,STAR
597023,STAR
162713,QSO
1045774,GALAXY
463069,STAR
1053940,GALAXY
925592,GALAXY
861522,STAR
424685,QSO
799834,STAR
871303,STAR
735344,STAR
1224785,GALAXY
1289059,GALAXY
256032,QSO
1192423,GALAXY
968370,GALAXY
442067,STAR
583635,STAR
1268264,GALAXY
1031198,GALAXY
283755,QSO
327669,QSO
444712,STAR
675676,STAR
401562,QSO
60634,QSO
577999,STAR
76692,QSO
40185,QSO
187435,QSO
619413,STAR
618496,STAR
1047535,GALAXY
440751,STAR
647061,STAR
783652,STAR
514858,STAR
83934,QSO
970679,GALAXY
110440,QSO
1170454,GALAXY
858939,STAR
444361,STAR
350089,QSO
1189208,GALAXY
968276,GALAXY
911391,GALAXY
528517,STAR
1054878,GALAXY
325421,QSO
783465,STAR
1167014,GALAXY
691148,STAR
217208,QSO
732616,STAR
632790,STAR
928192,GALAXY
93240,QSO
1297040,GALAXY
11373,QSO
218351,QSO
771378,STAR
1092023,GALAXY
67661,QSO
577229,STAR
436321,QSO
183478,QSO
1151998,GALAXY
726467,STAR
662521,STAR
1185159,GALAXY
62169,QSO
1132989,GALAXY
626656,STAR
640762,STAR
1203586,GALAXY
306895,QSO
412721,QSO
1266854,GALAXY
268448,QSO
227470,QSO
1249083,GALAXY
1276186,GALAXY
28142,QSO
1105154,GALAXY
334649,QSO
1169959,GALAXY
756364,STAR
688215,STAR
723273,STAR
1180780,GALAXY
902857,GALAXY
208236,QSO
1090107,GALAXY
1026528,GALAXY
1277636,GALAXY
362611,QSO
564848,STAR
928868,GALAXY
1235072,GALAXY
87749,QSO
171189,QSO
712130,STAR
373829,QSO
673792,STAR
665425,STAR
966160,GALAXY
258822,QSO
446986,STAR
61372,QSO
608971,STAR
1116072,GALAXY
1275011,GALAXY
887513,GALAXY
1264741,GALAXY
474687,STAR
1274690,GALAXY
1243013,GALAXY
1264123,GALAXY
808616,STAR
650813,STAR
822307,STAR
547518,STAR
405608,QSO
68333,QSO
902861,GALAXY
1251163,GALAXY
1218493,GALAXY
432446,QSO
238633,QSO
1257240,GALAXY
1151347,GALAXY
478679,STAR
1267786,GALAXY
561796,STAR
81963,QSO
997058,GALAXY
1099388,GALAXY
1180715,GALAXY
1067097,GALAXY
51775,QSO
1068790,GALAXY
836965,STAR
501751,STAR
1146249,GALAXY
996627,GALAXY
922201,GALAXY
1061541,GALAXY
645587,STAR
1168085,GALAXY
266501,QSO
505664,STAR
1195132,GALAXY
1291429,GALAXY
1111974,GALAXY
61015,QSO
733523,STAR
316556,QSO
965525,GALAXY
648995,STAR
1259116,GALAXY
823975,STAR
1031351,GALAXY
1088841,GALAXY
896415,GALAXY
1204275,GALAXY
688426,STAR
659295,STAR
1305299,GALAXY
1114212,GALAXY
227688,QSO
324559,QSO
461433,STAR
1131885,GALAXY
288181,QSO
517685,STAR
643018,STAR
513922,STAR
81440,QSO
617322,STAR
923021,GALAXY
338486,QSO
263931,QSO
88255,QSO
902791,GALAXY
791581,STAR
15563,QSO
84130,QSO
509601,STAR
1058879,GALAXY
95268,QSO
954366,GALAXY
455940,STAR
427441,QSO
820156,STAR
699132,STAR
473348,STAR
1241487,GALAXY
520845,STAR
167115,QSO
568828,STAR
1024544,GALAXY
67573,QSO
165075,QSO
998438,GALAXY
1304033,GALAXY
537554,STAR
229509,QSO
128696,QSO
1056161,GALAXY
282757,QSO
629967,STAR
1011453,GALAXY
40818,QSO
1120870,GALAXY
477041,STAR
295826,QSO
761662,STAR
82613,QSO
800579,STAR
1290184,GALAXY
281599,QSO
437148,QSO
535029,STAR
1302526,GALAXY
1102336,GALAXY
518655,STAR
568077,STAR
986883,GALAXY
594786,STAR
41915,QSO
187686,QSO
28063,QSO
331123,QSO
861951,STAR
613231,STAR
281095,QSO
1003125,GALAXY
838439,STAR
293200,QSO
353806,QSO
309918,QSO
1077641,GALAXY
942070,GALAXY
1316726,GALAXY
1268878,GALAXY
977114,GALAXY
1237070,GALAXY
772692,STAR
73321,QSO
599340,STAR
774390,STAR
464317,STAR
977222,GALAXY
1153034,GALAXY
451193,STAR
239827,QSO
1077721,GALAXY
1095097,GALAXY
1099536,GALAXY
405060,QSO
813463,STAR
1184570,GALAXY
1292120,GALAXY
311014,QSO
1280085,GALAXY
584712,STAR
960371,GALAXY
1265532,GALAXY
1110957,GALAXY
828142,STAR
873135,STAR
1134428,GALAXY
698481,STAR
901015,GALAXY
75876,QSO
1308651,GALAXY
407417,QSO
126766,QSO
1199339,GALAXY
518248,STAR
209165,QSO
971310,GALAXY
73046,QSO
17818,QSO
1131588,GALAXY
753018,STAR
447093,STAR
439831,STAR
862485,STAR
957711,GALAXY
1067357,GALAXY
281518,QSO
970377,GALAXY
805750,STAR
609524,STAR
388334,QSO
1021891,GALAXY
816175,STAR
157128,QSO
883241,GALAXY
1003788,GALAXY
1034351,GALAXY
1046175,GALAXY
287440,QSO
538729,STAR
790172,STAR
1221191,GALAXY
704934,STAR
665114,STAR
1159165,GALAXY
1050824,GALAXY
729012,STAR
82523,QSO
393550,QSO
384435,QSO
305029,QSO
33053,QSO
1214360,GALAXY
736237,STAR
934072,GALAXY
1291162,GALAXY
451096,STAR
448179,STAR
212839,QSO
876323,STAR
295424,QSO
1107534,GALAXY
102902,QSO
1142555,GALAXY
1021065,GALAXY
589300,STAR
502483,STAR
706798,STAR
524229,STAR
417455,QSO
671921,STAR
1253402,GALAXY
642592,STAR
119513,QSO
979456,GALAXY
567561,STAR
448088,STAR
739746,STAR
827799,STAR
107290,QSO
342011,QSO
1045893,GALAXY
279208,QSO
308873,QSO
173413,QSO
898281,GALAXY
341803,QSO
221277,QSO
846561,STAR
906868,GALAXY
549260,STAR
365730,QSO
926673,GALAXY
956978,GALAXY
466125,STAR
389737,QSO
646708,STAR
224033,QSO
518877,STAR
354618,QSO
262626,QSO
398853,QSO
39696,QSO
305753,QSO
1023998,GALAXY
728008,STAR
1081024,GALAXY
1044589,GALAXY
328118,QSO
402469,QSO
1127415,GALAXY
591149,STAR
231499,QSO
176346,QSO
610316,STAR
867939,STAR
1090550,GALAXY
1149103,GALAXY
354221,QSO
933309,GALAXY
705897,STAR
632349,STAR
531663,STAR
342173,QSO
655296,STAR
810875,STAR
512576,STAR
1094429,GALAXY
547058,STAR
1261706,GALAXY
676321,STAR
1221483,GALAXY
192476,QSO
362163,QSO
1227202,GALAXY
1138242,GALAXY
260803,QSO
956250,GALAXY
832066,STAR
850205,STAR
34472,QSO
1141046,GALAXY
610689,STAR
629444,STAR
1243686,GALAXY
630375,STAR
1024079,GALAXY
1313012,GALAXY
611656,STAR
890303,GALAXY
1287817,GALAXY
193713,QSO
66818,QSO
826588,STAR
62684,QSO
296147,QSO
519649,STAR
170003,QSO
1235738,GALAXY
590545,STAR
1282074,GALAXY
185396,QSO
1232192,GALAXY
798275,STAR
1130789,GALAXY
31262,QSO
406127,QSO
888431,GALAXY
288066,QSO
1190979,GALAXY
1211802,GALAXY
585582,STAR
521702,STAR
404434,QSO
1217906,GALAXY
1100815,GALAXY
59830,QSO
135896,QSO
1199790,GALAXY
484462,STAR
1208140,GALAXY
115279,QSO
124500,QSO
1221517,GALAXY
892825,GALAXY
625208,STAR
493647,STAR
1273149,GALAXY
968247,GALAXY
1307852,GALAXY
784480,STAR
97316,QSO
850597,STAR
1007053,GALAXY
57281,QSO
1035164,GALAXY
627753,STAR
597175,STAR
712549,STAR
550451,STAR
988204,GALAXY
199523,QSO
421545,QSO
617143,STAR
1211563,GALAXY
33360,QSO
146312,QSO
701198,STAR
788127,STAR
940294,GALAXY
464982,STAR
1059021,GALAXY
582329,STAR
780916,STAR
1078460,GALAXY
223306,QSO
171954,QSO
119527,QSO
454507,STAR
596301,STAR
209024,QSO
390545,QSO
161505,QSO
910791,GALAXY
370805,QSO
891346,GALAXY
927213,GALAXY
335085,QSO
183983,QSO
1217064,GALAXY
1120136,GALAXY
829214,STAR
931939,GALAXY
777311,STAR
456673,STAR
766579,STAR
1108835,GALAXY
115068,QSO
1086458,GALAXY
328794,QSO
123098,QSO
671422,STAR
674776,STAR
1198294,GALAXY
1110842,GALAXY
986655,GALAXY
816819,STAR
934758,GALAXY
833085,STAR
542285,STAR
238387,QSO
1284800,GALAXY
583073,STAR
1114454,GALAXY
1002938,GALAXY
644065,STAR
164380,QSO
1179264,GALAXY
376668,QSO
357593,QSO
895160,GALAXY
575486,STAR
1020704,GALAXY
475832,STAR
794096,STAR
768269,STAR
799947,STAR
1207148,GALAXY
416720,QSO
954875,GALAXY
765344,STAR
1311185,GALAXY
994861,GALAXY
896400,GALAXY
596035,STAR
21265,QSO
330073,QSO
759781,STAR
670623,STAR
595560,STAR
363473,QSO
285262,QSO
406473,QSO
441879,STAR
164123,QSO
123304,QSO
757874,STAR
198969,QSO
1019134,GALAXY
218586,QSO
1106403,GALAXY
8501,QSO
470397,STAR
1249578,GALAXY
939053,GALAXY
891649,GALAXY
319858,QSO
668259,STAR
657778,STAR
1022933,GALAXY
890516,GALAXY
672885,STAR
79913,QSO
294227,QSO
418742,QSO
884523,GALAXY
521369,STAR
1242239,GALAXY
1116124,GALAXY
61969,QSO
418542,QSO
1251676,GALAXY
397136,QSO
279233,QSO
657742,STAR
803529,STAR
709410,STAR
859744,STAR
282208,QSO
589109,STAR
888439,GALAXY
468135,STAR
753916,STAR
142077,QSO
186798,QSO
1211763,GALAXY
535431,STAR
595198,STAR
220076,QSO
1104209,GALAXY
138294,QSO
456609,STAR
792358,STAR
327703,QSO
1271079,GALAXY
1059204,GALAXY
1098200,GALAXY
1019988,GALAXY
776400,STAR
1302517,GALAXY
1133986,GALAXY
122229,QSO
101341,QSO
1222130,GALAXY
827291,STAR
609377,STAR
629770,STAR
1141829,GALAXY
240520,QSO
455656,STAR
705649,STAR
504549,STAR
1194783,GALAXY
852785,STAR
109774,QSO
1165316,GALAXY
51501,QSO
1176416,GALAXY
397987,QSO
730879,STAR
18175,QSO
110066,QSO
1118055,GALAXY
226719,QSO
750321,STAR
1104481,GALAXY
46193,QSO
144724,QSO
106053,QSO
364706,QSO
211789,QSO
1188888,GALAXY
89422,QSO
355577,QSO
365816,QSO
408761,QSO
1250699,GALAXY
258927,QSO
54187,QSO
1093358,GALAXY
708730,STAR
313743,QSO
250581,QSO
1031512,GALAXY
295354,QSO
894321,GALAXY
1250621,GALAXY
1156387,GALAXY
368545,QSO
289395,QSO
368011,QSO
1218113,GALAXY
281192,QSO
1283866,GALAXY
579036,STAR
1187936,GALAXY
765363,STAR
1243874,GALAXY
382115,QSO
574029,STAR
904905,GALAXY
947234,GALAXY
993224,GALAXY
689040,STAR
525314,STAR
505665,STAR
1122078,GALAXY
674079,STAR
255803,QSO
774217,STAR
1098707,GALAXY
672702,STAR
449336,STAR
330712,QSO
484851,STAR
883162,GALAXY
1272980,GALAXY
1112232,GALAXY
1261839,GALAXY
1136681,GALAXY
270607,QSO
1085492,GALAXY
1127648,GALAXY
807309,STAR
387492,QSO
926984,GALAXY
312866,QSO
404751,QSO
1080538,GALAXY
52200,QSO
46250,QSO
880995,GALAXY
1106802,GALAXY
276805,QSO
1229513,GALAXY
1102636,GALAXY
1024981,GALAXY
582777,STAR
596291,STAR
210593,QSO
784619,STAR
1134515,GALAXY
660608,STAR
873787,STAR
346115,QSO
387917,QSO
322560,QSO
607815,STAR
42569,QSO
601050,STAR
411866,QSO
204492,QSO
568398,STAR
568121,STAR
1054078,GALAXY
130832,QSO
694686,STAR
432875,QSO
1313053,GALAXY
457582,STAR
377965,QSO
510245,STAR
730451,STAR
358379,QSO
87806,QSO
802576,STAR
455097,STAR
590016,STAR
98567,QSO
437413,QSO
1218873,GALAXY
814490,STAR
640070,STAR
677658,STAR
1292081,GALAXY
888199,GALAXY
172443,QSO
363898,QSO
198723,QSO
425252,QSO
225330,QSO
575092,STAR
411704,QSO
977287,GALAXY
366114,QSO
985951,GALAXY
1087212,GALAXY
637182,STAR
1292096,GALAXY
1084468,GALAXY
348046,QSO
1291499,GALAXY
666174,STAR
243085,QSO
1093597,GALAXY
988957,GALAXY
890156,GALAXY
297916,QSO
1067309,GALAXY
525215,STAR
831300,STAR
327085,QSO
490971,STAR
8768,QSO
178774,QSO
1116723,GALAXY
243178,QSO
161525,QSO
80399,QSO
663314,STAR
274401,QSO
644520,STAR
134681,QSO
729601,STAR
728396,STAR
125769,QSO
565286,STAR
660469,STAR
126125,QSO
1147441,GALAXY
1175241,GALAXY
53746,QSO
1249306,GALAXY
306800,QSO
861048,STAR
842699,STAR
954610,GALAXY
463169,STAR
1234723,GALAXY
1130579,GALAXY
847049,STAR
139009,QSO
1293152,GALAXY
1082637,GALAXY
33305,QSO
928228,GALAXY
478791,STAR
841210,STAR
480487,STAR
160,QSO
1085240,GALAXY
409346,QSO
529744,STAR
842472,STAR
1047187,GALAXY
711930,STAR
1162096,GALAXY
346933,QSO
796369,STAR
493444,STAR
65922,QSO
602000,STAR
201521,QSO
182644,QSO
1071121,GALAXY
966476,GALAXY
1043511,GALAXY
842775,STAR
365467,QSO
98065,QSO
556535,STAR
234926,QSO
784679,STAR
961436,GALAXY
480369,STAR
841327,STAR
1318538,GALAXY
108117,QSO
969769,GALAXY
74721,QSO
377357,QSO
1174625,GALAXY
768176,STAR
1242475,GALAXY
63240,QSO
698777,STAR
410880,QSO
81004,QSO
804056,STAR
303600,QSO
19516,QSO
510259,STAR
173005,QSO
509064,STAR
34228,QSO
770145,STAR
1163685,GALAXY
562492,STAR
652083,STAR
584052,STAR
104386,QSO
636812,STAR
198905,QSO
25127,QSO
707271,STAR
517192,STAR
1100546,GALAXY
635012,STAR
1012664,GALAXY
1256091,GALAXY
914181,GALAXY
131622,QSO
1212969,GALAXY
304723,QSO
1184229,GALAXY
326468,QSO
309481,QSO
666637,STAR
716126,STAR
963649,GALAXY
948219,GALAXY
1250027,GALAXY
436141,QSO
1116354,GALAXY
834067,STAR
866605,STAR
928607,GALAXY
834906,STAR
406050,QSO
738135,STAR
822885,STAR
1105406,GALAXY
1091936,GALAXY
927834,GALAXY
204626,QSO
17011,QSO
448144,STAR
896180,GALAXY
299233,QSO
52483,QSO
267509,QSO
422814,QSO
101013,QSO
1273217,GALAXY
84056,QSO
480921,STAR
5370,QSO
531694,STAR
824102,STAR
338651,QSO
849390,STAR
427766,QSO
733225,STAR
351229,QSO
665542,STAR
680053,STAR
939828,GALAXY
274371,QSO
701546,STAR
92967,QSO
622048,STAR
751058,STAR
942403,GALAXY
607783,STAR
111862,QSO
1123126,GALAXY
69274,QSO
1284810,GALAXY
25162,QSO
1016795,GALAXY
160654,QSO
379145,QSO
453690,STAR
978200,GALAXY
564484,STAR
5391,QSO
247052,QSO
218432,QSO
51865,QSO
589465,STAR
762977,STAR
527664,STAR
288620,QSO
792786,STAR
1210797,GALAXY
160161,QSO
221217,QSO
1244141,GALAXY
1216499,GALAXY
39399,QSO
405388,QSO
721576,STAR
468341,STAR
1187506,GALAXY
939438,GALAXY
2418,QSO
728093,STAR
114152,QSO
1118013,GALAXY
831473,STAR
1001774,GALAXY
295369,QSO
391899,QSO
288218,QSO
796615,STAR
1216855,GALAXY
886657,GALAXY
353229,QSO
645098,STAR
648948,STAR
210312,QSO
712853,STAR
125356,QSO
915953,GALAXY
1258082,GALAXY
923365,GALAXY
323119,QSO
499882,STAR
775196,STAR
563074,STAR
159645,QSO
984499,GALAXY
8980,QSO
144993,QSO
187341,QSO
407554,QSO
393362,QSO
780939,STAR
30995,QSO
260571,QSO
278678,QSO
320106,QSO
532741,STAR
438371,STAR
330988,QSO
482288,STAR
587620,STAR
316936,QSO
1069320,GALAXY
1045322,GALAXY
733326,STAR
735657,STAR
732895,STAR
524741,STAR
536714,STAR
1190598,GALAXY
352703,QSO
935642,GALAXY
1099089,GALAXY
499728,STAR
54054,QSO
351187,QSO
827348,STAR
1083165,GALAXY
963038,GALAXY
414096,QSO
465508,STAR
113701,QSO
27673,QSO
467005,STAR
433613,QSO
1214097,GALAXY
593294,STAR
596776,STAR
380160,QSO
830496,STAR
880148,GALAXY
119964,QSO
1084903,GALAXY
1254799,GALAXY
890717,GALAXY
1237503,GALAXY
993511,GALAXY
1003297,GALAXY
282945,QSO
712168,STAR
928274,GALAXY
686693,STAR
67976,QSO
360186,QSO
543375,STAR
702143,STAR
465393,STAR
1220167,GALAXY
899057,GALAXY
264177,QSO
27948,QSO
1111877,GALAXY
327708,QSO
1283395,GALAXY
1063198,GALAXY
167920,QSO
47063,QSO
1016607,GALAXY
88266,QSO
1266955,GALAXY
1009780,GALAXY
88579,QSO
735488,STAR
414438,QSO
1130028,GALAXY
648572,STAR
868783,STAR
848927,STAR
574816,STAR
237906,QSO
954255,GALAXY
748346,STAR
1103611,GALAXY
600828,STAR
1204523,GALAXY
403038,QSO
1135555,GALAXY
832638,STAR
592974,STAR
1299366,GALAXY
587300,STAR
575623,STAR
942189,GALAXY
1303056,GALAXY
1046831,GALAXY
1000253,GALAXY
1110676,GALAXY
777078,STAR
623817,STAR
931016,GALAXY
338240,QSO
801546,STAR
442317,STAR
1173973,GALAXY
1276628,GALAXY
1113336,GALAXY
856481,STAR
449581,STAR
302804,QSO
992177,GALAXY
733072,STAR
1215412,GALAXY
1185713,GALAXY
930376,GALAXY
36172,QSO
589207,STAR
362464,QSO
708463,STAR
4773,QSO
706189,STAR
554879,STAR
1082217,GALAXY
404458,QSO
779101,STAR
1134796,GALAXY
709447,STAR
850014,STAR
210915,QSO
93148,QSO
370017,QSO
460309,STAR
312330,QSO
1063453,GALAXY
1248624,GALAXY
683692,STAR
737928,STAR
432588,QSO
636724,STAR
1273091,GALAXY
964749,GALAXY
710012,STAR
1204861,GALAXY
764124,STAR
903085,GALAXY
72900,QSO
723945,STAR
434673,QSO
707978,STAR
448902,STAR
245033,QSO
491630,STAR
436308,QSO
884012,GALAXY
774405,STAR
272584,QSO
753378,STAR
1176300,GALAXY
1113593,GALAXY
1296281,GALAXY
770737,STAR
1290738,GALAXY
52737,QSO
189837,QSO
272170,QSO
1246678,GALAXY
733558,STAR
479698,STAR
982911,GALAXY
661588,STAR
584444,STAR
481935,STAR
1081287,GALAXY
1001272,GALAXY
145408,QSO
284090,QSO
288382,QSO
655828,STAR
1247538,GALAXY
721024,STAR
574750,STAR
804942,STAR
992035,GALAXY
889405,GALAXY
913458,GALAXY
1125182,GALAXY
1040175,GALAXY
251221,QSO
