,label
41092,singlePeak
21355,singlePeak
20090,singlePeak
10631,doublePeak
74493,doublePeak
120813,singlePeak
112736,singlePeak
77627,doublePeak
73276,singlePeak
113428,singlePeak
48122,singlePeak
99894,singlePeak
86668,singlePeak
99049,singlePeak
84165,singlePeak
73273,singlePeak
33616,singlePeak
97811,singlePeak
135408,singlePeak
73954,doublePeak
19987,singlePeak
109095,doublePeak
12456,singlePeak
98049,singlePeak
56591,singlePeak
21746,doublePeak
66573,singlePeak
27912,singlePeak
110682,singlePeak
130635,singlePeak
36780,singlePeak
7993,doublePeak
115832,singlePeak
16319,singlePeak
45422,singlePeak
82584,singlePeak
120283,doublePeak
126946,singlePeak
128728,singlePeak
67432,singlePeak
74939,doublePeak
43431,singlePeak
121995,doublePeak
10335,singlePeak
122414,singlePeak
74562,singlePeak
66284,singlePeak
29719,singlePeak
56892,singlePeak
62875,singlePeak
141524,singlePeak
38077,singlePeak
65734,singlePeak
112482,singlePeak
68925,singlePeak
67187,singlePeak
18745,singlePeak
114596,singlePeak
107446,doublePeak
94932,doublePeak
82896,singlePeak
48883,singlePeak
21043,doublePeak
21753,doublePeak
122153,singlePeak
140143,singlePeak
107338,doublePeak
77119,singlePeak
2684,singlePeak
123834,doublePeak
73071,doublePeak
6274,singlePeak
76080,singlePeak
32458,singlePeak
114678,doublePeak
122916,singlePeak
77631,singlePeak
53284,singlePeak
88334,singlePeak
44442,doublePeak
128501,doublePeak
120200,singlePeak
84396,singlePeak
38904,singlePeak
10729,doublePeak
37658,singlePeak
72306,singlePeak
25867,doublePeak
92702,singlePeak
139300,singlePeak
36211,singlePeak
90932,singlePeak
114948,singlePeak
116028,singlePeak
128609,singlePeak
137298,singlePeak
92827,singlePeak
19139,singlePeak
89376,doublePeak
138158,singlePeak
65826,singlePeak
25745,doublePeak
58359,singlePeak
82459,doublePeak
80897,doublePeak
137416,singlePeak
77049,doublePeak
276,singlePeak
113470,singlePeak
116748,singlePeak
7957,singlePeak
9793,doublePeak
24266,doublePeak
103183,singlePeak
108075,doublePeak
48174,doublePeak
83408,singlePeak
31784,singlePeak
135614,singlePeak
84177,singlePeak
25354,doublePeak
129870,singlePeak
106441,singlePeak
133015,singlePeak
124310,singlePeak
19406,singlePeak
75428,singlePeak
84179,doublePeak
65462,doublePeak
118743,singlePeak
79132,singlePeak
139438,doublePeak
1728,doublePeak
54036,singlePeak
31722,singlePeak
123486,doublePeak
119816,singlePeak
101644,singlePeak
138420,singlePeak
17309,singlePeak
2480,singlePeak
123052,singlePeak
36573,singlePeak
99042,singlePeak
25390,doublePeak
72765,singlePeak
66349,singlePeak
75152,singlePeak
123673,singlePeak
10623,singlePeak
121751,doublePeak
16873,singlePeak
97080,singlePeak
114582,doublePeak
30857,singlePeak
99997,doublePeak
126385,doublePeak
37826,doublePeak
28118,singlePeak
7646,doublePeak
24420,doublePeak
63538,singlePeak
18505,singlePeak
101767,doublePeak
11837,singlePeak
387,singlePeak
103612,singlePeak
111603,singlePeak
5512,singlePeak
137253,singlePeak
32403,singlePeak
69723,singlePeak
122380,singlePeak
95361,singlePeak
84673,doublePeak
46248,singlePeak
114844,singlePeak
81121,singlePeak
20719,doublePeak
53649,doublePeak
42653,singlePeak
59336,singlePeak
77749,doublePeak
47870,doublePeak
62930,singlePeak
72077,singlePeak
23644,doublePeak
112011,doublePeak
46780,singlePeak
53744,singlePeak
67709,singlePeak
33657,singlePeak
62142,singlePeak
28679,singlePeak
15510,singlePeak
61334,singlePeak
9221,singlePeak
21014,singlePeak
56055,doublePeak
38312,singlePeak
27194,singlePeak
131765,doublePeak
118142,singlePeak
43581,singlePeak
8516,doublePeak
89778,singlePeak
27848,singlePeak
65808,doublePeak
110462,singlePeak
12147,singlePeak
9911,doublePeak
123346,singlePeak
11129,doublePeak
46314,singlePeak
124432,doublePeak
54694,singlePeak
90725,doublePeak
25618,doublePeak
11866,singlePeak
76481,singlePeak
103853,singlePeak
87470,singlePeak
115144,singlePeak
124447,singlePeak
32356,singlePeak
108656,singlePeak
130749,singlePeak
2929,doublePeak
48217,doublePeak
18677,singlePeak
80007,doublePeak
35547,doublePeak
56652,singlePeak
63760,singlePeak
18714,singlePeak
124118,doublePeak
41289,singlePeak
47622,singlePeak
50380,singlePeak
47080,doublePeak
129170,singlePeak
67638,doublePeak
132113,singlePeak
97996,doublePeak
82334,singlePeak
84582,singlePeak
65973,singlePeak
103982,singlePeak
29310,singlePeak
37381,doublePeak
72757,doublePeak
119550,singlePeak
51547,singlePeak
73475,singlePeak
141050,singlePeak
66233,singlePeak
79927,singlePeak
142381,singlePeak
68008,singlePeak
129156,singlePeak
97251,doublePeak
65600,singlePeak
109836,doublePeak
23167,doublePeak
131828,singlePeak
105473,singlePeak
82213,doublePeak
26931,singlePeak
138057,singlePeak
44409,singlePeak
26500,singlePeak
78856,singlePeak
58110,doublePeak
16279,singlePeak
68673,doublePeak
89815,singlePeak
142947,singlePeak
118255,singlePeak
14475,singlePeak
141952,singlePeak
56305,singlePeak
54081,singlePeak
77496,singlePeak
129080,doublePeak
44930,singlePeak
50205,singlePeak
47744,doublePeak
85309,singlePeak
82466,singlePeak
58619,doublePeak
96951,singlePeak
14042,singlePeak
108453,singlePeak
122953,singlePeak
25199,singlePeak
127820,singlePeak
19174,doublePeak
91654,singlePeak
80494,singlePeak
130132,singlePeak
63406,singlePeak
743,singlePeak
126991,singlePeak
112279,singlePeak
67654,singlePeak
139683,singlePeak
99873,singlePeak
89973,singlePeak
18127,singlePeak
136098,doublePeak
88522,doublePeak
67281,doublePeak
134362,singlePeak
46328,singlePeak
14722,singlePeak
39849,singlePeak
47160,doublePeak
59440,singlePeak
113275,doublePeak
41712,singlePeak
43993,singlePeak
94508,doublePeak
116910,doublePeak
132817,doublePeak
98112,singlePeak
40280,singlePeak
106912,singlePeak
64189,singlePeak
60432,doublePeak
73261,singlePeak
142028,singlePeak
99889,singlePeak
137187,singlePeak
939,doublePeak
53172,singlePeak
32448,singlePeak
136580,singlePeak
28080,singlePeak
103850,doublePeak
31136,singlePeak
5996,singlePeak
38569,singlePeak
83874,singlePeak
2754,doublePeak
60032,singlePeak
140337,singlePeak
4662,singlePeak
18165,singlePeak
58482,singlePeak
34278,singlePeak
28463,singlePeak
13049,singlePeak
53489,doublePeak
120794,singlePeak
126478,singlePeak
45792,singlePeak
9905,doublePeak
10413,singlePeak
31840,doublePeak
48599,singlePeak
50946,singlePeak
29294,singlePeak
65593,singlePeak
90180,singlePeak
89312,singlePeak
112034,doublePeak
38872,singlePeak
60209,singlePeak
115666,singlePeak
56023,singlePeak
123933,singlePeak
6148,singlePeak
3527,singlePeak
23392,doublePeak
140277,singlePeak
77844,singlePeak
8356,doublePeak
34099,singlePeak
54689,doublePeak
66935,doublePeak
32192,singlePeak
98395,doublePeak
41921,singlePeak
10763,singlePeak
65969,singlePeak
56241,singlePeak
64087,doublePeak
37672,singlePeak
143352,singlePeak
6782,singlePeak
41597,singlePeak
130049,singlePeak
96568,singlePeak
102768,singlePeak
8803,doublePeak
8377,doublePeak
1129,singlePeak
137739,doublePeak
77294,doublePeak
63859,singlePeak
36485,singlePeak
48950,doublePeak
39304,singlePeak
14568,singlePeak
14318,doublePeak
15482,doublePeak
79057,singlePeak
117764,singlePeak
26555,singlePeak
126021,singlePeak
84638,singlePeak
105395,singlePeak
134504,singlePeak
88222,doublePeak
74826,doublePeak
45011,doublePeak
39150,singlePeak
25023,doublePeak
6476,singlePeak
2942,doublePeak
52861,doublePeak
114587,singlePeak
24447,doublePeak
57283,singlePeak
15331,doublePeak
28054,singlePeak
56945,singlePeak
114144,singlePeak
99632,singlePeak
140188,singlePeak
59667,singlePeak
84094,singlePeak
2396,singlePeak
4808,singlePeak
26487,singlePeak
71096,singlePeak
128733,singlePeak
106888,doublePeak
58546,singlePeak
10574,doublePeak
10161,singlePeak
126212,doublePeak
110315,singlePeak
74209,singlePeak
138433,singlePeak
43250,doublePeak
14087,singlePeak
123163,singlePeak
101886,singlePeak
120007,doublePeak
46795,doublePeak
32426,singlePeak
142452,singlePeak
16575,singlePeak
30758,singlePeak
50834,singlePeak
18928,doublePeak
83791,singlePeak
25090,doublePeak
101539,doublePeak
125188,singlePeak
19213,doublePeak
127863,doublePeak
63392,singlePeak
53527,singlePeak
38395,singlePeak
31205,singlePeak
53990,singlePeak
28891,singlePeak
17553,singlePeak
67636,singlePeak
34333,singlePeak
9858,doublePeak
53104,singlePeak
33144,singlePeak
97120,singlePeak
42292,singlePeak
58629,doublePeak
56826,singlePeak
49964,doublePeak
57547,singlePeak
87925,singlePeak
124496,singlePeak
17311,singlePeak
79120,singlePeak
60462,singlePeak
124526,doublePeak
4575,singlePeak
118327,singlePeak
24453,doublePeak
22822,singlePeak
104847,singlePeak
123293,singlePeak
61585,singlePeak
20411,singlePeak
39769,singlePeak
83267,singlePeak
58197,singlePeak
747,singlePeak
71211,singlePeak
116297,singlePeak
141559,singlePeak
16753,singlePeak
102942,doublePeak
20059,singlePeak
69255,singlePeak
56066,singlePeak
118646,singlePeak
86974,singlePeak
55302,singlePeak
27350,singlePeak
106100,singlePeak
95766,singlePeak
84213,singlePeak
72591,singlePeak
1611,singlePeak
76704,singlePeak
606,doublePeak
48345,singlePeak
104039,singlePeak
37727,singlePeak
75282,doublePeak
50818,singlePeak
81699,singlePeak
57582,singlePeak
23109,doublePeak
32731,singlePeak
66788,singlePeak
92691,doublePeak
48528,singlePeak
80187,singlePeak
45819,singlePeak
137336,doublePeak
104087,singlePeak
8663,doublePeak
52125,singlePeak
59281,singlePeak
110498,singlePeak
20958,singlePeak
137017,singlePeak
139705,singlePeak
5611,singlePeak
7120,singlePeak
22171,doublePeak
7718,singlePeak
75802,singlePeak
78938,singlePeak
80853,singlePeak
57676,singlePeak
24914,doublePeak
110271,doublePeak
16624,singlePeak
126593,singlePeak
136576,doublePeak
132819,singlePeak
15333,doublePeak
142433,singlePeak
121815,singlePeak
88978,singlePeak
96484,doublePeak
48041,doublePeak
36944,singlePeak
3235,singlePeak
83532,doublePeak
28885,singlePeak
21560,doublePeak
85838,doublePeak
25464,singlePeak
96323,doublePeak
42876,singlePeak
36835,doublePeak
28400,singlePeak
62590,singlePeak
26604,singlePeak
43483,singlePeak
27626,singlePeak
18000,doublePeak
5165,singlePeak
37880,singlePeak
95359,doublePeak
38502,doublePeak
82534,singlePeak
50278,singlePeak
124412,singlePeak
23438,doublePeak
56962,singlePeak
40146,singlePeak
4429,singlePeak
57602,singlePeak
47490,singlePeak
12446,singlePeak
94503,doublePeak
138242,singlePeak
48307,singlePeak
125827,singlePeak
112965,singlePeak
115949,singlePeak
3436,singlePeak
90350,singlePeak
137273,singlePeak
72952,singlePeak
101158,singlePeak
76628,singlePeak
102976,doublePeak
1280,doublePeak
89512,doublePeak
12636,singlePeak
116861,singlePeak
74283,singlePeak
25919,doublePeak
112753,singlePeak
109961,singlePeak
27776,singlePeak
134439,singlePeak
134271,singlePeak
25843,doublePeak
113461,doublePeak
94126,doublePeak
13442,singlePeak
57112,singlePeak
142963,singlePeak
22063,doublePeak
21941,doublePeak
128231,doublePeak
63423,singlePeak
89911,singlePeak
74250,singlePeak
101982,singlePeak
24501,singlePeak
27146,doublePeak
23869,doublePeak
57349,doublePeak
52409,doublePeak
54500,singlePeak
79032,singlePeak
5585,singlePeak
101005,doublePeak
38484,doublePeak
25048,doublePeak
49561,singlePeak
12280,singlePeak
6830,singlePeak
28022,singlePeak
125787,singlePeak
111821,singlePeak
33857,singlePeak
81955,singlePeak
11313,doublePeak
92939,singlePeak
43856,doublePeak
133266,singlePeak
80521,doublePeak
122627,singlePeak
77054,singlePeak
91498,singlePeak
86634,singlePeak
17546,singlePeak
82588,singlePeak
6485,singlePeak
17466,singlePeak
52848,singlePeak
65541,doublePeak
70493,singlePeak
83668,doublePeak
87353,singlePeak
127092,doublePeak
48250,singlePeak
72415,singlePeak
55119,singlePeak
106392,doublePeak
66992,singlePeak
583,singlePeak
70398,singlePeak
53464,singlePeak
28086,singlePeak
20379,singlePeak
93574,singlePeak
41911,doublePeak
74923,singlePeak
98497,singlePeak
119611,singlePeak
99348,singlePeak
125820,singlePeak
89143,singlePeak
137697,singlePeak
121478,doublePeak
28726,doublePeak
5368,singlePeak
65572,singlePeak
84821,singlePeak
43274,singlePeak
39057,singlePeak
66370,singlePeak
2012,singlePeak
65625,doublePeak
45382,singlePeak
21919,doublePeak
33269,singlePeak
72769,singlePeak
24107,singlePeak
22802,doublePeak
79432,doublePeak
112287,doublePeak
96432,doublePeak
86983,singlePeak
37738,singlePeak
80506,singlePeak
55087,doublePeak
43953,singlePeak
89793,doublePeak
73802,singlePeak
38599,singlePeak
82073,singlePeak
68246,singlePeak
64973,singlePeak
44390,singlePeak
68949,singlePeak
96014,singlePeak
60228,singlePeak
34973,singlePeak
87329,singlePeak
70662,singlePeak
34536,singlePeak
71456,singlePeak
26739,doublePeak
34524,singlePeak
7064,singlePeak
104710,singlePeak
88307,singlePeak
118888,singlePeak
138033,singlePeak
90490,singlePeak
27738,singlePeak
44882,singlePeak
88720,doublePeak
65254,singlePeak
25047,doublePeak
121027,singlePeak
22192,doublePeak
108501,singlePeak
93961,singlePeak
12987,singlePeak
9645,doublePeak
89931,doublePeak
93867,singlePeak
15474,singlePeak
132136,doublePeak
6700,singlePeak
136813,doublePeak
28642,singlePeak
12160,doublePeak
68607,singlePeak
17654,singlePeak
4434,singlePeak
67804,singlePeak
119230,singlePeak
2791,doublePeak
6963,singlePeak
26139,doublePeak
69493,singlePeak
78517,doublePeak
117421,doublePeak
133976,singlePeak
97592,singlePeak
8136,doublePeak
48969,singlePeak
48557,singlePeak
78364,singlePeak
7615,singlePeak
88948,singlePeak
42879,doublePeak
34227,singlePeak
133168,singlePeak
79916,singlePeak
113087,singlePeak
126199,singlePeak
118088,singlePeak
68575,singlePeak
137065,singlePeak
78128,singlePeak
99184,singlePeak
19411,singlePeak
130410,singlePeak
142646,doublePeak
12635,singlePeak
16390,doublePeak
101921,doublePeak
16148,singlePeak
121186,singlePeak
55675,singlePeak
99940,singlePeak
87040,singlePeak
98295,singlePeak
74699,singlePeak
106547,singlePeak
25280,singlePeak
92314,doublePeak
77754,singlePeak
78528,singlePeak
79479,singlePeak
121338,singlePeak
33872,singlePeak
61857,singlePeak
169,singlePeak
72259,doublePeak
121257,singlePeak
7420,doublePeak
15736,singlePeak
139238,singlePeak
68397,singlePeak
84039,doublePeak
135231,doublePeak
27852,singlePeak
63111,doublePeak
134809,singlePeak
110390,singlePeak
78861,singlePeak
48745,doublePeak
82301,singlePeak
91763,doublePeak
77190,singlePeak
92472,singlePeak
131248,singlePeak
143153,singlePeak
47240,singlePeak
137530,singlePeak
95392,singlePeak
118411,singlePeak
134265,doublePeak
85914,singlePeak
82316,singlePeak
20982,singlePeak
83198,singlePeak
45189,singlePeak
117273,singlePeak
49877,singlePeak
68960,singlePeak
62920,doublePeak
92841,singlePeak
54783,singlePeak
59117,singlePeak
117975,singlePeak
40344,singlePeak
50183,singlePeak
82935,singlePeak
13413,singlePeak
140588,doublePeak
52492,singlePeak
16717,singlePeak
138148,singlePeak
125683,singlePeak
32451,singlePeak
85501,singlePeak
93634,doublePeak
57464,singlePeak
40119,singlePeak
22449,singlePeak
65950,singlePeak
68974,doublePeak
90808,singlePeak
34310,singlePeak
131224,singlePeak
54685,singlePeak
120820,singlePeak
62507,doublePeak
134838,singlePeak
124168,doublePeak
3880,singlePeak
80281,singlePeak
35427,singlePeak
133010,singlePeak
27646,singlePeak
127476,singlePeak
40679,singlePeak
8857,doublePeak
97679,singlePeak
71148,singlePeak
74530,singlePeak
133050,singlePeak
91139,singlePeak
114531,doublePeak
111544,singlePeak
18804,singlePeak
34874,singlePeak
637,singlePeak
88862,singlePeak
14097,singlePeak
93163,singlePeak
16736,singlePeak
22055,doublePeak
6416,singlePeak
71176,singlePeak
64209,singlePeak
92336,singlePeak
115215,singlePeak
87037,singlePeak
567,singlePeak
134806,singlePeak
16307,singlePeak
65433,doublePeak
29675,singlePeak
6255,singlePeak
29409,singlePeak
61396,singlePeak
142113,doublePeak
142538,singlePeak
117047,singlePeak
134376,singlePeak
38991,doublePeak
44905,doublePeak
87286,singlePeak
133885,doublePeak
16432,singlePeak
73927,singlePeak
29973,singlePeak
13519,doublePeak
97797,singlePeak
99169,doublePeak
55845,singlePeak
86284,singlePeak
72687,doublePeak
102859,singlePeak
112840,singlePeak
138311,doublePeak
56711,singlePeak
134019,singlePeak
117895,singlePeak
18466,singlePeak
22904,doublePeak
98104,singlePeak
71584,singlePeak
24703,singlePeak
36491,singlePeak
60923,doublePeak
13088,singlePeak
89786,singlePeak
122722,doublePeak
131677,singlePeak
23941,doublePeak
19301,singlePeak
45068,doublePeak
45784,doublePeak
96940,singlePeak
41246,singlePeak
110065,singlePeak
117219,singlePeak
142626,doublePeak
5426,singlePeak
32250,singlePeak
21990,doublePeak
89317,doublePeak
132070,doublePeak
79867,doublePeak
77315,doublePeak
3239,singlePeak
137243,doublePeak
26941,singlePeak
96485,singlePeak
57116,singlePeak
91599,singlePeak
64280,singlePeak
87137,singlePeak
9360,doublePeak
28770,singlePeak
116011,singlePeak
142229,doublePeak
52949,singlePeak
37611,singlePeak
84295,singlePeak
81724,singlePeak
31795,singlePeak
100956,doublePeak
76736,singlePeak
70201,doublePeak
36198,singlePeak
32721,singlePeak
15155,singlePeak
108317,singlePeak
24908,doublePeak
115630,singlePeak
96539,singlePeak
95826,singlePeak
126181,singlePeak
4194,singlePeak
8875,singlePeak
47866,singlePeak
10132,doublePeak
88120,doublePeak
42637,doublePeak
111379,doublePeak
9708,singlePeak
127753,singlePeak
116528,singlePeak
127608,singlePeak
38608,doublePeak
133958,singlePeak
106799,singlePeak
121268,doublePeak
81346,doublePeak
11712,doublePeak
44066,singlePeak
88928,singlePeak
37910,singlePeak
109225,doublePeak
45520,singlePeak
51080,singlePeak
140615,singlePeak
22134,doublePeak
27625,singlePeak
15149,singlePeak
82503,doublePeak
107359,singlePeak
11850,singlePeak
104086,singlePeak
101848,singlePeak
19949,singlePeak
90307,singlePeak
118282,singlePeak
85623,doublePeak
95844,doublePeak
32716,singlePeak
62891,singlePeak
32586,singlePeak
4860,singlePeak
26287,singlePeak
108473,singlePeak
56996,singlePeak
41391,singlePeak
112800,doublePeak
31496,singlePeak
107260,singlePeak
71067,doublePeak
63771,doublePeak
11364,doublePeak
31277,singlePeak
16840,singlePeak
375,singlePeak
55911,singlePeak
13704,singlePeak
4697,singlePeak
6071,singlePeak
4192,singlePeak
76909,singlePeak
78287,singlePeak
79275,doublePeak
82536,doublePeak
65692,singlePeak
27495,singlePeak
102495,doublePeak
120835,singlePeak
128168,singlePeak
77686,singlePeak
15215,singlePeak
89111,doublePeak
91619,doublePeak
85161,singlePeak
75765,doublePeak
69084,singlePeak
2565,singlePeak
80480,doublePeak
73143,doublePeak
132372,singlePeak
5436,singlePeak
17088,singlePeak
24348,doublePeak
24284,doublePeak
10414,doublePeak
57165,singlePeak
45649,singlePeak
99684,singlePeak
47586,singlePeak
13805,singlePeak
46859,singlePeak
139977,singlePeak
19583,singlePeak
123586,doublePeak
8448,doublePeak
19770,singlePeak
137465,singlePeak
124845,singlePeak
124809,singlePeak
47033,singlePeak
23036,doublePeak
107924,singlePeak
14750,singlePeak
67367,singlePeak
66500,singlePeak
37303,singlePeak
34555,singlePeak
90063,singlePeak
85109,singlePeak
41138,singlePeak
111726,doublePeak
86380,singlePeak
45430,singlePeak
63162,singlePeak
138186,singlePeak
57485,singlePeak
64780,doublePeak
82455,doublePeak
134657,singlePeak
139799,singlePeak
34117,singlePeak
18431,singlePeak
82574,singlePeak
100782,singlePeak
125927,singlePeak
126482,singlePeak
118001,singlePeak
143511,singlePeak
7048,singlePeak
5950,singlePeak
15745,singlePeak
29421,singlePeak
60085,singlePeak
131809,singlePeak
84774,doublePeak
127771,singlePeak
12811,singlePeak
97485,singlePeak
11033,doublePeak
85591,singlePeak
139601,singlePeak
132275,singlePeak
97967,doublePeak
50680,doublePeak
41444,singlePeak
14271,doublePeak
122508,singlePeak
46935,doublePeak
43216,doublePeak
55281,singlePeak
12837,doublePeak
108019,singlePeak
130336,singlePeak
49443,singlePeak
131818,singlePeak
125276,singlePeak
70639,singlePeak
76544,singlePeak
106630,singlePeak
59439,doublePeak
128573,singlePeak
131474,singlePeak
4857,singlePeak
94157,singlePeak
23435,doublePeak
8961,singlePeak
61298,singlePeak
7483,singlePeak
27016,singlePeak
65185,singlePeak
99095,singlePeak
56390,doublePeak
129985,singlePeak
137429,singlePeak
138166,singlePeak
56276,singlePeak
129397,doublePeak
59655,singlePeak
63302,singlePeak
91637,singlePeak
108261,singlePeak
136855,doublePeak
16464,doublePeak
44582,singlePeak
129204,doublePeak
79130,singlePeak
19019,singlePeak
10006,singlePeak
103425,doublePeak
104392,singlePeak
36881,singlePeak
68123,singlePeak
50586,doublePeak
60979,singlePeak
101456,singlePeak
52519,singlePeak
112418,singlePeak
11662,doublePeak
70300,singlePeak
59716,singlePeak
56722,singlePeak
108617,singlePeak
142043,doublePeak
44274,singlePeak
22587,doublePeak
37562,singlePeak
58463,singlePeak
9000,doublePeak
83135,doublePeak
129346,singlePeak
55058,doublePeak
31526,singlePeak
84131,singlePeak
91062,singlePeak
27284,singlePeak
122684,singlePeak
47337,singlePeak
99052,singlePeak
136451,singlePeak
8208,singlePeak
125411,singlePeak
107310,doublePeak
13761,singlePeak
108201,doublePeak
141106,doublePeak
184,singlePeak
60676,doublePeak
110948,singlePeak
5846,singlePeak
71838,singlePeak
112037,singlePeak
16958,singlePeak
132273,doublePeak
3644,doublePeak
8423,doublePeak
121362,singlePeak
91221,singlePeak
13884,doublePeak
79044,doublePeak
36982,singlePeak
51291,singlePeak
67232,singlePeak
36325,doublePeak
102972,singlePeak
2970,doublePeak
135384,singlePeak
57957,doublePeak
139530,singlePeak
84496,doublePeak
35562,singlePeak
66787,singlePeak
22949,doublePeak
41837,doublePeak
48092,doublePeak
123165,doublePeak
78043,singlePeak
92001,singlePeak
16399,singlePeak
27933,singlePeak
66535,singlePeak
4182,doublePeak
12952,doublePeak
36445,singlePeak
134787,singlePeak
91106,doublePeak
115991,singlePeak
11305,doublePeak
72659,singlePeak
128121,singlePeak
91266,singlePeak
135181,singlePeak
32176,singlePeak
11201,doublePeak
35961,singlePeak
73556,doublePeak
78387,singlePeak
16986,singlePeak
73400,singlePeak
26883,singlePeak
116958,doublePeak
84109,singlePeak
136305,singlePeak
24732,doublePeak
77839,singlePeak
11104,doublePeak
74192,doublePeak
22721,doublePeak
82472,singlePeak
107221,singlePeak
27544,singlePeak
82908,singlePeak
20603,singlePeak
106295,singlePeak
54891,singlePeak
45118,singlePeak
80410,doublePeak
84956,singlePeak
1947,singlePeak
54863,singlePeak
77741,singlePeak
136255,doublePeak
71455,singlePeak
27107,singlePeak
115141,doublePeak
88930,singlePeak
21309,singlePeak
140223,singlePeak
100757,singlePeak
13843,singlePeak
63099,singlePeak
10456,singlePeak
137415,doublePeak
4203,singlePeak
8836,doublePeak
32554,singlePeak
26603,doublePeak
10439,doublePeak
65018,doublePeak
85019,doublePeak
10856,doublePeak
17582,singlePeak
105578,singlePeak
92341,singlePeak
130266,singlePeak
72254,singlePeak
58440,singlePeak
98986,singlePeak
44995,doublePeak
111072,singlePeak
12605,singlePeak
73656,singlePeak
9815,doublePeak
22331,doublePeak
97656,singlePeak
142613,singlePeak
138247,singlePeak
34568,doublePeak
132710,singlePeak
65053,doublePeak
121512,singlePeak
110884,singlePeak
20577,singlePeak
114602,singlePeak
4920,singlePeak
71065,doublePeak
59446,doublePeak
29740,singlePeak
25836,singlePeak
10104,doublePeak
48790,singlePeak
115853,singlePeak
92806,singlePeak
37520,singlePeak
124672,singlePeak
107244,doublePeak
126168,singlePeak
87844,doublePeak
113376,singlePeak
112455,singlePeak
53252,singlePeak
58489,doublePeak
127109,singlePeak
56218,singlePeak
86249,singlePeak
39688,singlePeak
71912,singlePeak
122803,singlePeak
87190,doublePeak
39415,doublePeak
86461,doublePeak
66700,singlePeak
9520,doublePeak
28866,doublePeak
37217,singlePeak
133988,doublePeak
14616,singlePeak
90264,singlePeak
89050,singlePeak
126209,singlePeak
60333,singlePeak
112863,doublePeak
119547,singlePeak
132809,doublePeak
94318,singlePeak
49354,singlePeak
108196,singlePeak
4412,singlePeak
46078,singlePeak
78637,singlePeak
81093,singlePeak
36462,singlePeak
114753,singlePeak
120152,doublePeak
99974,doublePeak
133540,singlePeak
26305,singlePeak
32196,singlePeak
36512,doublePeak
19340,singlePeak
2892,doublePeak
8909,singlePeak
132167,doublePeak
92785,singlePeak
123002,singlePeak
131440,singlePeak
65019,doublePeak
88516,singlePeak
37382,doublePeak
18661,singlePeak
52284,doublePeak
34429,singlePeak
132844,singlePeak
17230,singlePeak
83224,doublePeak
67829,singlePeak
35301,singlePeak
27935,singlePeak
