,class
758983,STAR
341365,QSO
245554,QSO
248783,QSO
222529,QSO
36768,QSO
699139,STAR
81029,QSO
422032,QSO
386442,QSO
156290,QSO
1199813,GALAXY
1176812,GALAXY
947304,GALAXY
377882,QSO
1283572,GALAXY
1002400,GALAXY
433756,QSO
1304583,GALAXY
443690,STAR
990784,GALAXY
1244467,GALAXY
678818,STAR
938271,GALAXY
785204,STAR
1053820,GALAXY
1066606,GALAXY
266679,QSO
508937,STAR
750327,STAR
290169,QSO
498017,STAR
623840,STAR
1128086,GALAXY
163432,QSO
518435,STAR
794927,STAR
1118332,GALAXY
926756,GALAXY
692603,STAR
102201,QSO
1222538,GALAXY
298039,QSO
1226575,GALAXY
1085498,GALAXY
1058540,GALAXY
254008,QSO
988172,GALAXY
1216940,GALAXY
1168177,GALAXY
1018463,GALAXY
1307630,GALAXY
307827,QSO
1313996,GALAXY
710988,STAR
353384,QSO
356049,QSO
1052425,GALAXY
875566,STAR
916569,GALAXY
769871,STAR
1013224,GALAXY
1062720,GALAXY
1182337,GALAXY
600420,STAR
916186,GALAXY
85167,QSO
549276,STAR
997276,GALAXY
572909,STAR
473400,STAR
1299877,GALAXY
221258,QSO
1187684,GALAXY
307906,QSO
1020610,GALAXY
661273,STAR
1276939,GALAXY
526199,STAR
624706,STAR
380370,QSO
911,QSO
292788,QSO
343937,QSO
1182886,GALAXY
933588,GALAXY
1047661,GALAXY
384823,QSO
230496,QSO
1274739,GALAXY
1035993,GALAXY
1126140,GALAXY
1207647,GALAXY
335041,QSO
630899,STAR
250454,QSO
463494,STAR
684463,STAR
844052,STAR
1282996,GALAXY
691794,STAR
464838,STAR
321585,QSO
872686,STAR
357327,QSO
653921,STAR
1193775,GALAXY
92839,QSO
1117650,GALAXY
1189639,GALAXY
1139101,GALAXY
127041,QSO
454209,STAR
427252,QSO
123696,QSO
626681,STAR
580304,STAR
786507,STAR
1295504,GALAXY
604589,STAR
1288006,GALAXY
1180729,GALAXY
569835,STAR
84982,QSO
603188,STAR
842150,STAR
130584,QSO
476378,STAR
1026099,GALAXY
110685,QSO
1026279,GALAXY
1054355,GALAXY
1108684,GALAXY
452622,STAR
926323,GALAXY
1204696,GALAXY
512442,STAR
863781,STAR
1212853,GALAXY
1137278,GALAXY
96673,QSO
454613,STAR
980504,GALAXY
1262760,GALAXY
827537,STAR
980461,GALAXY
996281,GALAXY
26976,QSO
219452,QSO
80729,QSO
242248,QSO
671056,STAR
1144720,GALAXY
960164,GALAXY
478507,STAR
1056192,GALAXY
87578,QSO
509948,STAR
247645,QSO
592800,STAR
967435,GALAXY
445558,STAR
852051,STAR
298290,QSO
1104433,GALAXY
999962,GALAXY
672413,STAR
894908,GALAXY
958661,GALAXY
483612,STAR
862504,STAR
8031,QSO
727927,STAR
1025141,GALAXY
1115272,GALAXY
642651,STAR
410028,QSO
347208,QSO
1152884,GALAXY
858104,STAR
1009026,GALAXY
932326,GALAXY
1290627,GALAXY
326858,QSO
824762,STAR
711722,STAR
879282,GALAXY
1254626,GALAXY
115359,QSO
1163939,GALAXY
1102020,GALAXY
545913,STAR
790055,STAR
744265,STAR
1219400,GALAXY
1212066,GALAXY
1245445,GALAXY
814393,STAR
601467,STAR
640502,STAR
509711,STAR
680403,STAR
389995,QSO
1030200,GALAXY
562979,STAR
1249823,GALAXY
49235,QSO
1145355,GALAXY
1200397,GALAXY
1146620,GALAXY
1069069,GALAXY
1047298,GALAXY
350112,QSO
597858,STAR
253397,QSO
27150,QSO
23554,QSO
1213911,GALAXY
855313,STAR
57517,QSO
1198984,GALAXY
280594,QSO
5775,QSO
327252,QSO
179689,QSO
489778,STAR
720063,STAR
677803,STAR
939359,GALAXY
582068,STAR
797755,STAR
533024,STAR
443186,STAR
860869,STAR
878788,GALAXY
49557,QSO
299305,QSO
20136,QSO
677845,STAR
1086344,GALAXY
812499,STAR
927810,GALAXY
1155515,GALAXY
642201,STAR
1306845,GALAXY
354952,QSO
486450,STAR
176437,QSO
427586,QSO
34003,QSO
366028,QSO
547403,STAR
798240,STAR
268296,QSO
291340,QSO
24809,QSO
856679,STAR
683866,STAR
538090,STAR
318577,QSO
118208,QSO
872487,STAR
935508,GALAXY
293897,QSO
626323,STAR
598933,STAR
219348,QSO
870900,STAR
910125,GALAXY
63796,QSO
588963,STAR
171795,QSO
147473,QSO
619938,STAR
527983,STAR
124016,QSO
402577,QSO
29491,QSO
134079,QSO
132779,QSO
463935,STAR
280772,QSO
1262818,GALAXY
425769,QSO
371941,QSO
620479,STAR
183717,QSO
132320,QSO
387963,QSO
726904,STAR
1290427,GALAXY
366785,QSO
789771,STAR
638041,STAR
1219523,GALAXY
265402,QSO
415359,QSO
897344,GALAXY
182401,QSO
721881,STAR
86233,QSO
339209,QSO
63571,QSO
331988,QSO
914485,GALAXY
399597,QSO
63071,QSO
865262,STAR
23296,QSO
326946,QSO
281282,QSO
628282,STAR
1031235,GALAXY
516294,STAR
302050,QSO
586221,STAR
103154,QSO
1178603,GALAXY
464281,STAR
653682,STAR
1256368,GALAXY
948489,GALAXY
826638,STAR
1114922,GALAXY
889960,GALAXY
1279756,GALAXY
937563,GALAXY
1181135,GALAXY
803381,STAR
1129682,GALAXY
84908,QSO
60025,QSO
1235628,GALAXY
413365,QSO
1310026,GALAXY
283180,QSO
446655,STAR
1076020,GALAXY
640534,STAR
191717,QSO
823984,STAR
281940,QSO
927324,GALAXY
425068,QSO
453686,STAR
1059306,GALAXY
76758,QSO
320323,QSO
4412,QSO
253822,QSO
349675,QSO
209830,QSO
1117165,GALAXY
1197160,GALAXY
1099016,GALAXY
533534,STAR
312908,QSO
927522,GALAXY
646309,STAR
28783,QSO
578733,STAR
884386,GALAXY
170283,QSO
203199,QSO
532027,STAR
1251518,GALAXY
326245,QSO
377167,QSO
624967,STAR
604061,STAR
778378,STAR
530781,STAR
231490,QSO
818689,STAR
902480,GALAXY
1020458,GALAXY
129149,QSO
909384,GALAXY
1222401,GALAXY
1203885,GALAXY
498757,STAR
488278,STAR
899319,GALAXY
1106850,GALAXY
1038912,GALAXY
114903,QSO
1004943,GALAXY
1268534,GALAXY
704562,STAR
1284913,GALAXY
319683,QSO
905863,GALAXY
223843,QSO
343569,QSO
911125,GALAXY
1295347,GALAXY
446800,STAR
1312059,GALAXY
984927,GALAXY
769098,STAR
157047,QSO
797430,STAR
763266,STAR
200007,QSO
953976,GALAXY
570320,STAR
1033815,GALAXY
1211037,GALAXY
929141,GALAXY
500619,STAR
53670,QSO
524099,STAR
147975,QSO
1120086,GALAXY
339101,QSO
37022,QSO
254205,QSO
1241815,GALAXY
399270,QSO
830600,STAR
1029331,GALAXY
263057,QSO
567061,STAR
430369,QSO
483518,STAR
655463,STAR
380326,QSO
1219365,GALAXY
1298115,GALAXY
41111,QSO
162689,QSO
457850,STAR
1147502,GALAXY
402767,QSO
706499,STAR
439032,STAR
913844,GALAXY
1037370,GALAXY
1196104,GALAXY
16102,QSO
1045746,GALAXY
392665,QSO
1270052,GALAXY
195418,QSO
146201,QSO
104633,QSO
175709,QSO
803232,STAR
1226596,GALAXY
531798,STAR
1161762,GALAXY
1053526,GALAXY
510426,STAR
656076,STAR
285270,QSO
1210326,GALAXY
275980,QSO
1141685,GALAXY
462076,STAR
1293647,GALAXY
1048426,GALAXY
469574,STAR
435792,QSO
1282608,GALAXY
2146,QSO
761398,STAR
642512,STAR
494736,STAR
1061099,GALAXY
364685,QSO
999896,GALAXY
750821,STAR
905002,GALAXY
1186020,GALAXY
694582,STAR
902053,GALAXY
185834,QSO
884126,GALAXY
921088,GALAXY
1117481,GALAXY
521037,STAR
1096900,GALAXY
562954,STAR
693933,STAR
753443,STAR
769282,STAR
58397,QSO
479597,STAR
128570,QSO
1048771,GALAXY
855913,STAR
555864,STAR
1066954,GALAXY
703550,STAR
21435,QSO
650745,STAR
190827,QSO
1009969,GALAXY
1034182,GALAXY
484569,STAR
36865,QSO
658757,STAR
1032201,GALAXY
204109,QSO
476309,STAR
911443,GALAXY
705268,STAR
853938,STAR
664783,STAR
5144,QSO
802537,STAR
1012791,GALAXY
3775,QSO
338453,QSO
998778,GALAXY
681268,STAR
735073,STAR
1221476,GALAXY
1207196,GALAXY
870257,STAR
888047,GALAXY
400505,QSO
698337,STAR
785515,STAR
506081,STAR
433374,QSO
932511,GALAXY
881266,GALAXY
1049971,GALAXY
1196683,GALAXY
86866,QSO
1063672,GALAXY
566072,STAR
103541,QSO
969051,GALAXY
79888,QSO
120270,QSO
901201,GALAXY
66917,QSO
313549,QSO
596977,STAR
194702,QSO
1300312,GALAXY
136852,QSO
609171,STAR
323340,QSO
800653,STAR
789881,STAR
633676,STAR
126890,QSO
451798,STAR
445441,STAR
82010,QSO
835314,STAR
563903,STAR
1295041,GALAXY
99323,QSO
118655,QSO
384053,QSO
1096848,GALAXY
298120,QSO
1026328,GALAXY
1287106,GALAXY
799989,STAR
1116560,GALAXY
1068162,GALAXY
333138,QSO
138539,QSO
934847,GALAXY
3724,QSO
223721,QSO
189477,QSO
877375,STAR
1088495,GALAXY
1038945,GALAXY
768713,STAR
1228280,GALAXY
289196,QSO
1087382,GALAXY
306018,QSO
867473,STAR
595865,STAR
720062,STAR
1259393,GALAXY
653860,STAR
143662,QSO
501686,STAR
92697,QSO
533483,STAR
671774,STAR
34970,QSO
229251,QSO
976927,GALAXY
1115764,GALAXY
637398,STAR
886921,GALAXY
36590,QSO
901723,GALAXY
89813,QSO
1242464,GALAXY
324371,QSO
898162,GALAXY
751498,STAR
782043,STAR
477526,STAR
752941,STAR
400081,QSO
381682,QSO
459057,STAR
705635,STAR
524156,STAR
93182,QSO
1021036,GALAXY
413762,QSO
726721,STAR
527904,STAR
1219634,GALAXY
1101992,GALAXY
58622,QSO
757642,STAR
123468,QSO
1235373,GALAXY
501885,STAR
1084388,GALAXY
804401,STAR
49409,QSO
453448,STAR
694166,STAR
121400,QSO
610183,STAR
1246460,GALAXY
724037,STAR
350069,QSO
583086,STAR
618701,STAR
527787,STAR
826091,STAR
1231892,GALAXY
1192386,GALAXY
544155,STAR
144280,QSO
478589,STAR
840986,STAR
326803,QSO
1145051,GALAXY
1200093,GALAXY
77130,QSO
112046,QSO
1047360,GALAXY
583397,STAR
1184037,GALAXY
352872,QSO
939530,GALAXY
412005,QSO
166759,QSO
775532,STAR
546663,STAR
1062228,GALAXY
861592,STAR
789865,STAR
419323,QSO
818840,STAR
588731,STAR
1021253,GALAXY
812032,STAR
598260,STAR
324041,QSO
384959,QSO
525120,STAR
332699,QSO
378422,QSO
639121,STAR
307555,QSO
293339,QSO
1201578,GALAXY
407259,QSO
169089,QSO
775477,STAR
90066,QSO
944900,GALAXY
573787,STAR
554750,STAR
1108302,GALAXY
1096711,GALAXY
1265936,GALAXY
1062275,GALAXY
1275595,GALAXY
394395,QSO
119819,QSO
219580,QSO
1290106,GALAXY
653366,STAR
782069,STAR
847616,STAR
1212318,GALAXY
578166,STAR
1063000,GALAXY
921349,GALAXY
156466,QSO
808467,STAR
531688,STAR
985131,GALAXY
138971,QSO
1085942,GALAXY
1163789,GALAXY
791604,STAR
1001898,GALAXY
1172877,GALAXY
444288,STAR
417166,QSO
689000,STAR
1061291,GALAXY
83159,QSO
850877,STAR
665257,STAR
118200,QSO
612919,STAR
870556,STAR
810155,STAR
538229,STAR
1264730,GALAXY
1246646,GALAXY
1191070,GALAXY
680831,STAR
1251988,GALAXY
37593,QSO
757196,STAR
1056792,GALAXY
960314,GALAXY
741516,STAR
275157,QSO
47592,QSO
234109,QSO
1094710,GALAXY
1041806,GALAXY
696947,STAR
1298076,GALAXY
100363,QSO
549422,STAR
572886,STAR
143765,QSO
1209357,GALAXY
1129658,GALAXY
934488,GALAXY
584466,STAR
771955,STAR
665412,STAR
