,class
1348528,GALAXY
315196,QSO
1274917,GALAXY
104258,QSO
1247569,GALAXY
1451486,GALAXY
1402868,GALAXY
1057088,GALAXY
1233754,GALAXY
1046438,GALAXY
845124,STAR
1013374,GALAXY
1394126,GALAXY
518407,STAR
1214796,GALAXY
306764,QSO
804452,STAR
303023,QSO
401424,QSO
370743,QSO
95721,QSO
759016,STAR
443196,QSO
239294,QSO
1230720,GALAXY
718003,STAR
555880,STAR
648450,STAR
1435152,GALAXY
60321,QSO
412482,QSO
794688,STAR
1343497,GALAXY
829557,STAR
198083,QSO
286658,QSO
324721,QSO
1274505,GALAXY
739857,STAR
911382,STAR
1270370,GALAXY
960376,STAR
382856,QSO
131232,QSO
153850,QSO
805031,STAR
1062566,GALAXY
95639,QSO
180437,QSO
731317,STAR
1488170,GALAXY
643757,STAR
1128786,GALAXY
1333552,GALAXY
167920,QSO
795676,STAR
1321942,GALAXY
627770,STAR
743262,STAR
928230,STAR
541197,STAR
1401299,GALAXY
479181,QSO
832843,STAR
306446,QSO
113245,QSO
686322,STAR
157864,QSO
569912,STAR
870500,STAR
1328263,GALAXY
341010,QSO
857599,STAR
793934,STAR
364022,QSO
1192747,GALAXY
1451772,GALAXY
973148,STAR
901651,STAR
1409090,GALAXY
1482650,GALAXY
1272691,GALAXY
467531,QSO
1105225,GALAXY
241070,QSO
1100556,GALAXY
722291,STAR
1165809,GALAXY
1279675,GALAXY
531577,STAR
1089073,GALAXY
1316073,GALAXY
1450418,GALAXY
1268775,GALAXY
76377,QSO
1091024,GALAXY
102871,QSO
338927,QSO
1184069,GALAXY
1301345,GALAXY
336449,QSO
145664,QSO
65786,QSO
1103788,GALAXY
1261194,GALAXY
404538,QSO
257329,QSO
639519,STAR
1102518,GALAXY
648756,STAR
1233777,GALAXY
1494652,GALAXY
1069695,GALAXY
1420363,GALAXY
183983,QSO
1312450,GALAXY
659346,STAR
277011,QSO
1335721,GALAXY
33344,QSO
216384,QSO
453310,QSO
443681,QSO
1244415,GALAXY
853682,STAR
1392550,GALAXY
354196,QSO
558002,STAR
765751,STAR
1181801,GALAXY
711620,STAR
1196383,GALAXY
718369,STAR
1263541,GALAXY
475246,QSO
201008,QSO
347454,QSO
930815,STAR
262635,QSO
12275,QSO
1349898,GALAXY
1340776,GALAXY
676354,STAR
113777,QSO
980006,STAR
1108698,GALAXY
1113932,GALAXY
1336275,GALAXY
597303,STAR
1068350,GALAXY
1068806,GALAXY
1116795,GALAXY
56257,QSO
1247319,GALAXY
293730,QSO
419098,QSO
1056416,GALAXY
830868,STAR
622758,STAR
1052225,GALAXY
1049490,GALAXY
380639,QSO
1328795,GALAXY
414243,QSO
1468885,GALAXY
514056,STAR
731330,STAR
204847,QSO
1452968,GALAXY
228922,QSO
1104344,GALAXY
731434,STAR
32942,QSO
942906,STAR
483902,QSO
802781,STAR
862436,STAR
644845,STAR
486627,QSO
244491,QSO
725920,STAR
1026548,GALAXY
436807,QSO
151544,QSO
310759,QSO
820860,STAR
442292,QSO
958322,STAR
1258700,GALAXY
531133,STAR
217151,QSO
452028,QSO
765185,STAR
514579,STAR
953317,STAR
822472,STAR
1247437,GALAXY
1466358,GALAXY
311187,QSO
468097,QSO
1154179,GALAXY
1103673,GALAXY
1068865,GALAXY
621464,STAR
658240,STAR
135574,QSO
630757,STAR
393141,QSO
398183,QSO
653152,STAR
749448,STAR
490898,QSO
601766,STAR
1180891,GALAXY
1119772,GALAXY
477182,QSO
1496860,GALAXY
659066,STAR
576617,STAR
509694,STAR
686489,STAR
1358025,GALAXY
409402,QSO
1267238,GALAXY
1268403,GALAXY
718786,STAR
54683,QSO
88262,QSO
589207,STAR
1464826,GALAXY
1449938,GALAXY
764405,STAR
621887,STAR
473108,QSO
684205,STAR
1325362,GALAXY
916844,STAR
1390970,GALAXY
957587,STAR
324412,QSO
707441,STAR
637015,STAR
268226,QSO
927057,STAR
128583,QSO
1065790,GALAXY
826944,STAR
709146,STAR
506998,STAR
419780,QSO
488269,QSO
243476,QSO
694858,STAR
160605,QSO
1057266,GALAXY
834117,STAR
365760,QSO
736448,STAR
1389087,GALAXY
569849,STAR
1131861,GALAXY
441828,QSO
449869,QSO
626564,STAR
1290618,GALAXY
845159,STAR
508785,STAR
956701,STAR
473627,QSO
1262615,GALAXY
1242233,GALAXY
1215016,GALAXY
1039938,GALAXY
721300,STAR
368058,QSO
742029,STAR
1064654,GALAXY
815541,STAR
1431389,GALAXY
741164,STAR
1188536,GALAXY
1314618,GALAXY
1469415,GALAXY
1284985,GALAXY
321107,QSO
1398853,GALAXY
629851,STAR
1334141,GALAXY
1363215,GALAXY
1074179,GALAXY
1253391,GALAXY
747640,STAR
1016769,GALAXY
1156680,GALAXY
774343,STAR
1195250,GALAXY
1414908,GALAXY
464464,QSO
724688,STAR
1049904,GALAXY
721918,STAR
827902,STAR
987446,STAR
313698,QSO
126536,QSO
1185444,GALAXY
157532,QSO
910833,STAR
192946,QSO
1428912,GALAXY
874338,STAR
240925,QSO
551066,STAR
617929,STAR
274559,QSO
956854,STAR
968618,STAR
247956,QSO
375071,QSO
856755,STAR
242349,QSO
627374,STAR
158729,QSO
678708,STAR
389130,QSO
442747,QSO
504664,STAR
653496,STAR
520073,STAR
1262327,GALAXY
484999,QSO
214053,QSO
680231,STAR
1185841,GALAXY
249846,QSO
156350,QSO
913573,STAR
445716,QSO
161017,QSO
1355694,GALAXY
1077125,GALAXY
983087,STAR
1039541,GALAXY
349146,QSO
527546,STAR
387099,QSO
508445,STAR
351814,QSO
533530,STAR
1222558,GALAXY
904771,STAR
1449372,GALAXY
1273231,GALAXY
678675,STAR
345205,QSO
1017631,GALAXY
44361,QSO
1450276,GALAXY
1492340,GALAXY
845467,STAR
985329,STAR
576212,STAR
745030,STAR
275323,QSO
754860,STAR
195287,QSO
626158,STAR
1298088,GALAXY
802459,STAR
701571,STAR
1477991,GALAXY
463324,QSO
1291105,GALAXY
1372497,GALAXY
832908,STAR
1447122,GALAXY
294541,QSO
629708,STAR
907825,STAR
882931,STAR
1118360,GALAXY
380784,QSO
610904,STAR
462072,QSO
1055084,GALAXY
23539,QSO
91280,QSO
1049926,GALAXY
1042888,GALAXY
572533,STAR
583251,STAR
618756,STAR
173920,QSO
207053,QSO
240962,QSO
1141263,GALAXY
380332,QSO
249878,QSO
709037,STAR
827046,STAR
1232183,GALAXY
728241,STAR
1044698,GALAXY
28601,QSO
773055,STAR
624100,STAR
1013403,GALAXY
429996,QSO
1240452,GALAXY
1261896,GALAXY
103405,QSO
1427858,GALAXY
399238,QSO
1065190,GALAXY
540457,STAR
597123,STAR
625560,STAR
868518,STAR
643944,STAR
533564,STAR
198016,QSO
1054855,GALAXY
1206272,GALAXY
560457,STAR
752162,STAR
1136471,GALAXY
690839,STAR
383753,QSO
958044,STAR
688151,STAR
1437829,GALAXY
1060073,GALAXY
1452520,GALAXY
1287094,GALAXY
55849,QSO
775931,STAR
649362,STAR
1014086,GALAXY
1045403,GALAXY
512765,STAR
595751,STAR
1288755,GALAXY
831246,STAR
353522,QSO
1468803,GALAXY
473573,QSO
773424,STAR
1313084,GALAXY
1301207,GALAXY
1275244,GALAXY
89004,QSO
486285,QSO
655883,STAR
307829,QSO
1491611,GALAXY
522141,STAR
381915,QSO
274847,QSO
916908,STAR
581528,STAR
822662,STAR
1096398,GALAXY
854623,STAR
894691,STAR
1269366,GALAXY
420132,QSO
1448539,GALAXY
211211,QSO
45088,QSO
285446,QSO
1277626,GALAXY
699760,STAR
22931,QSO
816956,STAR
1095244,GALAXY
718682,STAR
937598,STAR
1286621,GALAXY
1321159,GALAXY
685511,STAR
717053,STAR
1424634,GALAXY
783627,STAR
1256423,GALAXY
1429753,GALAXY
189388,QSO
994762,STAR
219703,QSO
1187742,GALAXY
655159,STAR
201120,QSO
807682,STAR
1468051,GALAXY
617831,STAR
1222943,GALAXY
100729,QSO
1318767,GALAXY
856946,STAR
1057663,GALAXY
722950,STAR
1193889,GALAXY
514121,STAR
233104,QSO
347185,QSO
966046,STAR
717938,STAR
415152,QSO
350667,QSO
96529,QSO
851099,STAR
457515,QSO
1286424,GALAXY
864011,STAR
405636,QSO
107012,QSO
698897,STAR
1419280,GALAXY
465329,QSO
438580,QSO
1127016,GALAXY
72888,QSO
1465495,GALAXY
1047130,GALAXY
749698,STAR
466814,QSO
1307407,GALAXY
783691,STAR
1071320,GALAXY
1269861,GALAXY
1242958,GALAXY
199902,QSO
314423,QSO
1188737,GALAXY
653296,STAR
1126458,GALAXY
280878,QSO
1215039,GALAXY
833039,STAR
144554,QSO
592061,STAR
857923,STAR
570290,STAR
713955,STAR
855824,STAR
798935,STAR
1339926,GALAXY
577998,STAR
45526,QSO
1382429,GALAXY
1203425,GALAXY
1164490,GALAXY
962504,STAR
1276343,GALAXY
1040520,GALAXY
1409128,GALAXY
149919,QSO
122257,QSO
308062,QSO
790972,STAR
898710,STAR
1147782,GALAXY
111399,QSO
1432226,GALAXY
65106,QSO
778861,STAR
1464731,GALAXY
382216,QSO
671461,STAR
717547,STAR
331453,QSO
622660,STAR
123395,QSO
1188081,GALAXY
696565,STAR
391200,QSO
244010,QSO
1271654,GALAXY
602853,STAR
1026283,GALAXY
748973,STAR
640556,STAR
998553,GALAXY
792968,STAR
1031088,GALAXY
263406,QSO
1161446,GALAXY
584355,STAR
470830,QSO
427590,QSO
512137,STAR
927598,STAR
848287,STAR
826405,STAR
1395049,GALAXY
1204301,GALAXY
334961,QSO
969322,STAR
224832,QSO
731002,STAR
187042,QSO
1279874,GALAXY
627242,STAR
432383,QSO
1243331,GALAXY
130457,QSO
1116954,GALAXY
356322,QSO
1000774,GALAXY
1371096,GALAXY
569460,STAR
25261,QSO
999180,GALAXY
777202,STAR
1125686,GALAXY
524510,STAR
1240492,GALAXY
430267,QSO
1308539,GALAXY
1320590,GALAXY
1410930,GALAXY
497544,QSO
172242,QSO
572896,STAR
775191,STAR
1258743,GALAXY
1037962,GALAXY
803345,STAR
1137475,GALAXY
806880,STAR
91081,QSO
1027526,GALAXY
1437404,GALAXY
1073084,GALAXY
660772,STAR
1287143,GALAXY
779874,STAR
708096,STAR
1236066,GALAXY
578215,STAR
892296,STAR
1447263,GALAXY
718421,STAR
286803,QSO
184817,QSO
485244,QSO
144058,QSO
1234815,GALAXY
1110543,GALAXY
1309516,GALAXY
885796,STAR
743828,STAR
1068727,GALAXY
750707,STAR
537746,STAR
959936,STAR
626172,STAR
925539,STAR
1348468,GALAXY
869842,STAR
1134505,GALAXY
585695,STAR
443350,QSO
345467,QSO
321397,QSO
1432607,GALAXY
1478339,GALAXY
1293978,GALAXY
579874,STAR
692784,STAR
593201,STAR
1374365,GALAXY
1400906,GALAXY
726763,STAR
1380396,GALAXY
867702,STAR
1430258,GALAXY
1138072,GALAXY
186931,QSO
1372818,GALAXY
1484675,GALAXY
837528,STAR
241275,QSO
49472,QSO
574164,STAR
994260,STAR
158238,QSO
361442,QSO
254387,QSO
66155,QSO
1289813,GALAXY
393438,QSO
664924,STAR
208822,QSO
326019,QSO
460691,QSO
240099,QSO
17871,QSO
1106499,GALAXY
662765,STAR
101120,QSO
285401,QSO
1013765,GALAXY
1022683,GALAXY
854639,STAR
1294374,GALAXY
145861,QSO
568289,STAR
1257517,GALAXY
641568,STAR
628567,STAR
549648,STAR
68982,QSO
856054,STAR
1105925,GALAXY
522539,STAR
259299,QSO
681832,STAR
905337,STAR
56402,QSO
1227963,GALAXY
1194304,GALAXY
1268544,GALAXY
1432947,GALAXY
538612,STAR
564596,STAR
1064999,GALAXY
1434508,GALAXY
230577,QSO
885511,STAR
782942,STAR
524664,STAR
1276633,GALAXY
1046551,GALAXY
1322264,GALAXY
96796,QSO
596306,STAR
659383,STAR
749996,STAR
40664,QSO
44135,QSO
677375,STAR
284768,QSO
515005,STAR
36014,QSO
1244087,GALAXY
983305,STAR
946297,STAR
1356753,GALAXY
657304,STAR
681719,STAR
138472,QSO
173855,QSO
1121721,GALAXY
791377,STAR
617993,STAR
1222029,GALAXY
628734,STAR
647361,STAR
1284317,GALAXY
608930,STAR
857975,STAR
800109,STAR
1022364,GALAXY
1241474,GALAXY
1241113,GALAXY
845267,STAR
957646,STAR
111654,QSO
510894,STAR
55380,QSO
234384,QSO
1356287,GALAXY
1019505,GALAXY
1135206,GALAXY
92165,QSO
136338,QSO
1325543,GALAXY
1230171,GALAXY
1379960,GALAXY
315077,QSO
1242458,GALAXY
536498,STAR
337265,QSO
138169,QSO
1199745,GALAXY
1043648,GALAXY
872713,STAR
1369374,GALAXY
937202,STAR
65518,QSO
148128,QSO
778689,STAR
70156,QSO
300387,QSO
1436400,GALAXY
994495,STAR
1130445,GALAXY
227982,QSO
1269083,GALAXY
355463,QSO
87542,QSO
20242,QSO
256568,QSO
117500,QSO
820111,STAR
1118175,GALAXY
1440636,GALAXY
279606,QSO
1346198,GALAXY
1237853,GALAXY
634547,STAR
237386,QSO
996058,STAR
568732,STAR
1143253,GALAXY
405149,QSO
1031028,GALAXY
1495104,GALAXY
812772,STAR
975374,STAR
352990,QSO
140223,QSO
548300,STAR
192358,QSO
229463,QSO
869524,STAR
597068,STAR
1140161,GALAXY
364771,QSO
1070042,GALAXY
1139604,GALAXY
1423920,GALAXY
363481,QSO
1360438,GALAXY
511414,STAR
531630,STAR
375731,QSO
353381,QSO
1174616,GALAXY
768114,STAR
1088835,GALAXY
940435,STAR
1379297,GALAXY
387830,QSO
106842,QSO
565648,STAR
68206,QSO
1010798,GALAXY
847205,STAR
1328708,GALAXY
97088,QSO
372243,QSO
210367,QSO
920914,STAR
461718,QSO
415477,QSO
828244,STAR
1018788,GALAXY
993592,STAR
1256523,GALAXY
540336,STAR
795981,STAR
188207,QSO
183860,QSO
1023892,GALAXY
298634,QSO
112578,QSO
30683,QSO
827619,STAR
382918,QSO
755807,STAR
1082194,GALAXY
710972,STAR
1442233,GALAXY
1262080,GALAXY
588022,STAR
1205510,GALAXY
1186061,GALAXY
761846,STAR
78997,QSO
617965,STAR
1389784,GALAXY
466415,QSO
1065291,GALAXY
1339576,GALAXY
176004,QSO
1402633,GALAXY
712581,STAR
768926,STAR
919958,STAR
1005975,GALAXY
592891,STAR
154871,QSO
486246,QSO
523524,STAR
1065345,GALAXY
797554,STAR
692541,STAR
789201,STAR
141897,QSO
902483,STAR
29298,QSO
745377,STAR
962395,STAR
1277030,GALAXY
1010632,GALAXY
877215,STAR
1464803,GALAXY
1451329,GALAXY
1321095,GALAXY
1127245,GALAXY
1346711,GALAXY
947417,STAR
1114025,GALAXY
424094,QSO
126528,QSO
428360,QSO
1377304,GALAXY
1433865,GALAXY
878721,STAR
656244,STAR
479597,QSO
705152,STAR
1198188,GALAXY
398056,QSO
1055812,GALAXY
1374059,GALAXY
244581,QSO
1151064,GALAXY
894824,STAR
1336957,GALAXY
175148,QSO
281892,QSO
806128,STAR
1439430,GALAXY
221720,QSO
615094,STAR
190622,QSO
60410,QSO
39296,QSO
999154,GALAXY
275086,QSO
1223131,GALAXY
83833,QSO
66229,QSO
672451,STAR
120756,QSO
286961,QSO
363798,QSO
394041,QSO
498009,STAR
403592,QSO
888130,STAR
787555,STAR
487969,QSO
1078702,GALAXY
1046264,GALAXY
256074,QSO
1332010,GALAXY
1225885,GALAXY
879385,STAR
1362484,GALAXY
1208094,GALAXY
156333,QSO
213940,QSO
1270448,GALAXY
92810,QSO
728565,STAR
373129,QSO
834172,STAR
1249312,GALAXY
1063244,GALAXY
86808,QSO
663631,STAR
211869,QSO
1191567,GALAXY
155007,QSO
1266182,GALAXY
486256,QSO
14461,QSO
749843,STAR
1000946,GALAXY
350020,QSO
873412,STAR
669947,STAR
463985,QSO
428794,QSO
40883,QSO
1249744,GALAXY
306766,QSO
1088236,GALAXY
256137,QSO
1359042,GALAXY
392165,QSO
516399,STAR
1010533,GALAXY
791609,STAR
136654,QSO
277474,QSO
480947,QSO
1429718,GALAXY
470559,QSO
649486,STAR
135461,QSO
496332,QSO
1235954,GALAXY
705510,STAR
480409,QSO
366331,QSO
201654,QSO
1355857,GALAXY
708870,STAR
850622,STAR
662261,STAR
1147181,GALAXY
708800,STAR
535643,STAR
246418,QSO
320078,QSO
1473296,GALAXY
1475613,GALAXY
546340,STAR
818129,STAR
56256,QSO
78791,QSO
1315075,GALAXY
1243863,GALAXY
678748,STAR
1289080,GALAXY
1241291,GALAXY
1302890,GALAXY
625883,STAR
1154535,GALAXY
403563,QSO
1330552,GALAXY
749719,STAR
1291837,GALAXY
1480818,GALAXY
797476,STAR
443812,QSO
1270960,GALAXY
758581,STAR
878032,STAR
661941,STAR
1070908,GALAXY
596394,STAR
976047,STAR
881976,STAR
1465809,GALAXY
492566,QSO
1309570,GALAXY
48579,QSO
132868,QSO
1166167,GALAXY
1446877,GALAXY
1436109,GALAXY
804113,STAR
14223,QSO
1429949,GALAXY
1406505,GALAXY
21789,QSO
1371773,GALAXY
366856,QSO
1314925,GALAXY
790346,STAR
36200,QSO
469013,QSO
1234963,GALAXY
640690,STAR
860830,STAR
1048916,GALAXY
383442,QSO
376963,QSO
1253451,GALAXY
870208,STAR
824180,STAR
271986,QSO
978243,STAR
1390527,GALAXY
405320,QSO
848467,STAR
43596,QSO
954275,STAR
543789,STAR
313630,QSO
733886,STAR
68751,QSO
791220,STAR
716547,STAR
762302,STAR
551491,STAR
237501,QSO
919256,STAR
1143955,GALAXY
867046,STAR
843443,STAR
1093244,GALAXY
65208,QSO
541385,STAR
986349,STAR
553915,STAR
417372,QSO
1204890,GALAXY
685573,STAR
692224,STAR
1407309,GALAXY
1231770,GALAXY
530477,STAR
238502,QSO
860374,STAR
291283,QSO
809734,STAR
976003,STAR
946503,STAR
724402,STAR
847541,STAR
650882,STAR
1372756,GALAXY
945465,STAR
528894,STAR
335562,QSO
1318377,GALAXY
252369,QSO
525738,STAR
404201,QSO
1485565,GALAXY
589974,STAR
36087,QSO
258241,QSO
836004,STAR
974854,STAR
796304,STAR
401560,QSO
283875,QSO
1438673,GALAXY
1251981,GALAXY
758901,STAR
1033937,GALAXY
1322017,GALAXY
890762,STAR
1309586,GALAXY
1413049,GALAXY
133675,QSO
1005909,GALAXY
1449546,GALAXY
1209341,GALAXY
1277392,GALAXY
1463520,GALAXY
1158248,GALAXY
1256028,GALAXY
486639,QSO
390575,QSO
1181121,GALAXY
1367000,GALAXY
787882,STAR
908797,STAR
209201,QSO
1142973,GALAXY
498923,STAR
392382,QSO
1255319,GALAXY
904841,STAR
834142,STAR
91065,QSO
708395,STAR
596398,STAR
1071364,GALAXY
246442,QSO
311965,QSO
703735,STAR
876877,STAR
1008444,GALAXY
1151658,GALAXY
1318996,GALAXY
888175,STAR
930786,STAR
823591,STAR
29414,QSO
1245346,GALAXY
1111300,GALAXY
1375722,GALAXY
1283056,GALAXY
265684,QSO
925671,STAR
1118954,GALAXY
1101914,GALAXY
1254336,GALAXY
922260,STAR
1452467,GALAXY
1325956,GALAXY
422612,QSO
95975,QSO
1177434,GALAXY
1422102,GALAXY
1405300,GALAXY
1059981,GALAXY
906908,STAR
451959,QSO
459821,QSO
338941,QSO
704739,STAR
905120,STAR
1133283,GALAXY
1023261,GALAXY
1049066,GALAXY
109065,QSO
647868,STAR
1099195,GALAXY
1452738,GALAXY
1292624,GALAXY
767841,STAR
173963,QSO
979088,STAR
1174377,GALAXY
571079,STAR
1146474,GALAXY
859390,STAR
170394,QSO
1200462,GALAXY
275137,QSO
152040,QSO
706169,STAR
1174109,GALAXY
850040,STAR
732630,STAR
1349650,GALAXY
1249746,GALAXY
201232,QSO
1121076,GALAXY
660534,STAR
502315,STAR
806520,STAR
258308,QSO
92687,QSO
642529,STAR
865331,STAR
222574,QSO
30799,QSO
1313400,GALAXY
932462,STAR
851463,STAR
494793,QSO
1008585,GALAXY
134049,QSO
590962,STAR
948286,STAR
1425796,GALAXY
1206288,GALAXY
1228892,GALAXY
139639,QSO
365943,QSO
113691,QSO
1061738,GALAXY
726236,STAR
1219357,GALAXY
1350924,GALAXY
1018335,GALAXY
657923,STAR
781714,STAR
1387459,GALAXY
847971,STAR
961057,STAR
357992,QSO
1196820,GALAXY
1000565,GALAXY
398922,QSO
931398,STAR
1323906,GALAXY
1207832,GALAXY
1259343,GALAXY
509647,STAR
485186,QSO
865549,STAR
334616,QSO
780722,STAR
1027383,GALAXY
585025,STAR
907724,STAR
1414465,GALAXY
42627,QSO
962760,STAR
1240021,GALAXY
106605,QSO
444947,QSO
176399,QSO
959950,STAR
844572,STAR
572550,STAR
499455,STAR
1475142,GALAXY
190742,QSO
512483,STAR
361966,QSO
769381,STAR
1485863,GALAXY
647959,STAR
713225,STAR
953441,STAR
9600,QSO
859933,STAR
46600,QSO
389308,QSO
953648,STAR
1115376,GALAXY
1334420,GALAXY
543080,STAR
654072,STAR
927021,STAR
724255,STAR
952226,STAR
238542,QSO
884353,STAR
122375,QSO
1258631,GALAXY
298497,QSO
677016,STAR
522080,STAR
165776,QSO
159829,QSO
898078,STAR
1053752,GALAXY
869062,STAR
981001,STAR
1103391,GALAXY
856511,STAR
985580,STAR
739899,STAR
1008683,GALAXY
1097977,GALAXY
890794,STAR
1473133,GALAXY
502271,STAR
618450,STAR
682368,STAR
167973,QSO
701826,STAR
371353,QSO
144252,QSO
727668,STAR
44918,QSO
1148107,GALAXY
181828,QSO
578595,STAR
806575,STAR
199160,QSO
351023,QSO
1292764,GALAXY
606916,STAR
156295,QSO
924599,STAR
335972,QSO
114520,QSO
74826,QSO
1286294,GALAXY
60856,QSO
344648,QSO
213580,QSO
1446696,GALAXY
292383,QSO
1229219,GALAXY
463855,QSO
483722,QSO
1103048,GALAXY
967069,STAR
1009233,GALAXY
690287,STAR
207482,QSO
166986,QSO
429780,QSO
232264,QSO
217524,QSO
1020159,GALAXY
521456,STAR
1359574,GALAXY
719873,STAR
314706,QSO
266319,QSO
283341,QSO
686867,STAR
1238499,GALAXY
816891,STAR
1231369,GALAXY
353307,QSO
586480,STAR
1083635,GALAXY
1303428,GALAXY
611966,STAR
1378646,GALAXY
744881,STAR
1340668,GALAXY
1433227,GALAXY
2088,QSO
1267566,GALAXY
1183322,GALAXY
606351,STAR
756878,STAR
273043,QSO
153136,QSO
770680,STAR
293582,QSO
369310,QSO
1092613,GALAXY
721957,STAR
1400364,GALAXY
906799,STAR
1135114,GALAXY
643027,STAR
1465387,GALAXY
208897,QSO
1004122,GALAXY
614945,STAR
95001,QSO
787895,STAR
1143633,GALAXY
1160915,GALAXY
1283619,GALAXY
979105,STAR
671275,STAR
486059,QSO
131277,QSO
952656,STAR
108007,QSO
145023,QSO
345630,QSO
576960,STAR
1422305,GALAXY
1312105,GALAXY
1172065,GALAXY
1073584,GALAXY
12017,QSO
1224053,GALAXY
813190,STAR
331277,QSO
1234903,GALAXY
179294,QSO
1255428,GALAXY
1129125,GALAXY
641736,STAR
1397,QSO
780021,STAR
751063,STAR
72404,QSO
170676,QSO
895114,STAR
145927,QSO
274697,QSO
1309340,GALAXY
792618,STAR
666051,STAR
1104554,GALAXY
1321081,GALAXY
406379,QSO
1310748,GALAXY
1199945,GALAXY
887941,STAR
1310096,GALAXY
159994,QSO
381610,QSO
239326,QSO
529102,STAR
1126346,GALAXY
1136544,GALAXY
208850,QSO
1267830,GALAXY
1437072,GALAXY
1242049,GALAXY
523631,STAR
636350,STAR
1336765,GALAXY
939487,STAR
547865,STAR
80116,QSO
332238,QSO
136604,QSO
434268,QSO
1112852,GALAXY
1341794,GALAXY
457341,QSO
896835,STAR
183723,QSO
692943,STAR
531710,STAR
907532,STAR
559779,STAR
1045424,GALAXY
1460175,GALAXY
1042897,GALAXY
61111,QSO
746710,STAR
1456654,GALAXY
716771,STAR
42915,QSO
306252,QSO
488077,QSO
148342,QSO
205260,QSO
690315,STAR
864768,STAR
1020162,GALAXY
399496,QSO
1040440,GALAXY
443403,QSO
1117304,GALAXY
227889,QSO
569687,STAR
57281,QSO
190472,QSO
1461979,GALAXY
57421,QSO
712876,STAR
990025,STAR
312368,QSO
934744,STAR
1037906,GALAXY
614085,STAR
604272,STAR
995015,STAR
1090570,GALAXY
1425679,GALAXY
1494919,GALAXY
314407,QSO
1361581,GALAXY
1345152,GALAXY
990366,STAR
1126149,GALAXY
148492,QSO
981106,STAR
1403746,GALAXY
204258,QSO
789681,STAR
1469430,GALAXY
1130190,GALAXY
263909,QSO
351545,QSO
849283,STAR
976590,STAR
1260036,GALAXY
714127,STAR
102881,QSO
296515,QSO
1123268,GALAXY
1388594,GALAXY
1447173,GALAXY
222613,QSO
439193,QSO
893751,STAR
987492,STAR
1271751,GALAXY
1451214,GALAXY
22275,QSO
333812,QSO
116453,QSO
280494,QSO
1460808,GALAXY
675352,STAR
1480431,GALAXY
213189,QSO
769868,STAR
462427,QSO
38838,QSO
197076,QSO
622354,STAR
1428219,GALAXY
747795,STAR
1095458,GALAXY
768522,STAR
231502,QSO
893971,STAR
434633,QSO
927718,STAR
73030,QSO
908682,STAR
555814,STAR
1115418,GALAXY
1442999,GALAXY
431804,QSO
292357,QSO
425543,QSO
1282463,GALAXY
175912,QSO
1105076,GALAXY
315639,QSO
400142,QSO
561214,STAR
42423,QSO
462378,QSO
776118,STAR
522033,STAR
407792,QSO
352703,QSO
443861,QSO
689957,STAR
1218030,GALAXY
