,class
297836,QSO
694268,STAR
937950,GALAXY
310289,QSO
1234699,GALAXY
546318,STAR
360641,QSO
688301,STAR
522389,STAR
265838,QSO
372179,QSO
1043698,GALAXY
99974,QSO
349252,QSO
524654,STAR
1289139,GALAXY
284623,QSO
633850,STAR
577092,STAR
1130343,GALAXY
80580,QSO
1030826,GALAXY
631869,STAR
573687,STAR
1002448,GALAXY
521970,STAR
676814,STAR
1167090,GALAXY
405264,QSO
679340,STAR
207429,QSO
611354,STAR
573358,STAR
770228,STAR
247211,QSO
1250274,GALAXY
409970,QSO
558765,STAR
1094813,GALAXY
911102,GALAXY
607130,STAR
345478,QSO
693760,STAR
599788,STAR
775166,STAR
1177156,GALAXY
287218,QSO
30222,QSO
49971,QSO
1050965,GALAXY
950975,GALAXY
382114,QSO
363876,QSO
900200,GALAXY
408037,QSO
226719,QSO
924159,GALAXY
1218376,GALAXY
685274,STAR
832033,STAR
471091,STAR
1253076,GALAXY
845211,STAR
81056,QSO
141565,QSO
342791,QSO
1145269,GALAXY
1159724,GALAXY
571988,STAR
942595,GALAXY
432205,QSO
269630,QSO
889772,GALAXY
22892,QSO
494655,STAR
979969,GALAXY
62922,QSO
454708,STAR
756219,STAR
1152127,GALAXY
763954,STAR
363523,QSO
543546,STAR
1228141,GALAXY
441957,STAR
141586,QSO
959752,GALAXY
426121,QSO
786436,STAR
737662,STAR
1160660,GALAXY
136738,QSO
768936,STAR
612458,STAR
772096,STAR
835146,STAR
1162695,GALAXY
298606,QSO
177414,QSO
938750,GALAXY
87741,QSO
178857,QSO
341983,QSO
12422,QSO
1116951,GALAXY
548454,STAR
886246,GALAXY
1258220,GALAXY
764309,STAR
1278374,GALAXY
595481,STAR
226387,QSO
628257,STAR
543281,STAR
143281,QSO
1056575,GALAXY
423452,QSO
923711,GALAXY
171472,QSO
665918,STAR
993188,GALAXY
841645,STAR
466868,STAR
1276817,GALAXY
949948,GALAXY
306008,QSO
614043,STAR
1107056,GALAXY
200984,QSO
1244976,GALAXY
59962,QSO
588345,STAR
258609,QSO
621407,STAR
678007,STAR
534537,STAR
563886,STAR
503930,STAR
563752,STAR
961246,GALAXY
1278479,GALAXY
995355,GALAXY
1213276,GALAXY
551891,STAR
852724,STAR
695060,STAR
18949,QSO
136332,QSO
664842,STAR
29742,QSO
1099781,GALAXY
1285858,GALAXY
1136281,GALAXY
53803,QSO
1205596,GALAXY
1030333,GALAXY
1312701,GALAXY
897404,GALAXY
1245302,GALAXY
157664,QSO
833127,STAR
445737,STAR
1014610,GALAXY
842071,STAR
486278,STAR
194591,QSO
554305,STAR
503385,STAR
249808,QSO
1207353,GALAXY
1317107,GALAXY
501780,STAR
491865,STAR
403830,QSO
860434,STAR
1141230,GALAXY
343014,QSO
607292,STAR
24229,QSO
944128,GALAXY
936170,GALAXY
1202562,GALAXY
463994,STAR
207282,QSO
1160869,GALAXY
612906,STAR
390245,QSO
123392,QSO
202861,QSO
1212348,GALAXY
1290522,GALAXY
937643,GALAXY
777926,STAR
1204502,GALAXY
191842,QSO
582581,STAR
1151826,GALAXY
587152,STAR
1202891,GALAXY
759546,STAR
243353,QSO
961198,GALAXY
723250,STAR
706204,STAR
496359,STAR
108770,QSO
18060,QSO
404399,QSO
388151,QSO
559584,STAR
820866,STAR
528787,STAR
514791,STAR
435621,QSO
822544,STAR
813782,STAR
854706,STAR
151025,QSO
482589,STAR
667822,STAR
42470,QSO
180786,QSO
1172101,GALAXY
23211,QSO
409359,QSO
184141,QSO
739159,STAR
914544,GALAXY
990294,GALAXY
703062,STAR
862719,STAR
289539,QSO
1218240,GALAXY
932936,GALAXY
803262,STAR
470162,STAR
1084121,GALAXY
90626,QSO
136355,QSO
936122,GALAXY
174207,QSO
740038,STAR
610698,STAR
119148,QSO
1109779,GALAXY
1297222,GALAXY
243461,QSO
790600,STAR
453793,STAR
968640,GALAXY
769325,STAR
1052013,GALAXY
793666,STAR
503813,STAR
394926,QSO
515783,STAR
574611,STAR
121232,QSO
959201,GALAXY
136685,QSO
327187,QSO
1222128,GALAXY
173569,QSO
311081,QSO
1063131,GALAXY
1022084,GALAXY
1303609,GALAXY
1178448,GALAXY
1157692,GALAXY
749117,STAR
1010038,GALAXY
744893,STAR
654998,STAR
351641,QSO
812412,STAR
834454,STAR
38524,QSO
141027,QSO
1056104,GALAXY
170728,QSO
192355,QSO
60820,QSO
720216,STAR
1155731,GALAXY
1025313,GALAXY
909863,GALAXY
991980,GALAXY
772737,STAR
647918,STAR
13172,QSO
986325,GALAXY
355792,QSO
384868,QSO
36654,QSO
633533,STAR
811588,STAR
1153181,GALAXY
48914,QSO
526040,STAR
1317188,GALAXY
1214541,GALAXY
969105,GALAXY
609028,STAR
782534,STAR
456201,STAR
908998,GALAXY
956126,GALAXY
670509,STAR
1143661,GALAXY
570506,STAR
359062,QSO
218158,QSO
621473,STAR
328189,QSO
388541,QSO
208196,QSO
37707,QSO
601350,STAR
486109,STAR
1011767,GALAXY
1065132,GALAXY
321592,QSO
345343,QSO
1065544,GALAXY
547577,STAR
1222436,GALAXY
278559,QSO
998357,GALAXY
759624,STAR
718190,STAR
377974,QSO
860033,STAR
185201,QSO
1063581,GALAXY
1141225,GALAXY
1287544,GALAXY
1094317,GALAXY
991415,GALAXY
158298,QSO
1009877,GALAXY
820289,STAR
1104611,GALAXY
734644,STAR
1045787,GALAXY
136846,QSO
232303,QSO
950953,GALAXY
177496,QSO
755019,STAR
29279,QSO
828148,STAR
505370,STAR
38223,QSO
1288023,GALAXY
1156241,GALAXY
563414,STAR
632080,STAR
417870,QSO
458632,STAR
751407,STAR
767910,STAR
1160249,GALAXY
453650,STAR
310903,QSO
463347,STAR
975978,GALAXY
119897,QSO
232293,QSO
694729,STAR
98526,QSO
501349,STAR
594660,STAR
118538,QSO
68212,QSO
987437,GALAXY
1247049,GALAXY
1273365,GALAXY
1131294,GALAXY
945360,GALAXY
1203638,GALAXY
289193,QSO
745886,STAR
28115,QSO
30013,QSO
321828,QSO
1290615,GALAXY
1265074,GALAXY
989291,GALAXY
553785,STAR
1218562,GALAXY
1030753,GALAXY
1216094,GALAXY
1317294,GALAXY
731169,STAR
209509,QSO
537505,STAR
170976,QSO
485755,STAR
92542,QSO
862898,STAR
556277,STAR
415263,QSO
508762,STAR
244775,QSO
772739,STAR
1135575,GALAXY
461346,STAR
181741,QSO
21264,QSO
1078328,GALAXY
215044,QSO
850105,STAR
646042,STAR
118642,QSO
782417,STAR
695716,STAR
1208140,GALAXY
169595,QSO
944405,GALAXY
616006,STAR
997244,GALAXY
1127634,GALAXY
1241917,GALAXY
495233,STAR
789396,STAR
286439,QSO
1310851,GALAXY
644065,STAR
741453,STAR
187936,QSO
1233722,GALAXY
729501,STAR
1191324,GALAXY
82321,QSO
31520,QSO
328983,QSO
52141,QSO
882411,GALAXY
1287539,GALAXY
593278,STAR
860885,STAR
479497,STAR
175872,QSO
709084,STAR
982318,GALAXY
333078,QSO
32083,QSO
1023136,GALAXY
1156859,GALAXY
37724,QSO
983986,GALAXY
765664,STAR
836923,STAR
179404,QSO
1194765,GALAXY
210686,QSO
317902,QSO
297092,QSO
1068039,GALAXY
45178,QSO
616343,STAR
1212901,GALAXY
1192419,GALAXY
971718,GALAXY
1171458,GALAXY
604826,STAR
289517,QSO
361098,QSO
366472,QSO
1164348,GALAXY
898089,GALAXY
516536,STAR
1094538,GALAXY
1233877,GALAXY
300136,QSO
1014590,GALAXY
1212072,GALAXY
1074288,GALAXY
77539,QSO
1061602,GALAXY
282700,QSO
1304894,GALAXY
1004332,GALAXY
450690,STAR
564034,STAR
1198939,GALAXY
796492,STAR
1214064,GALAXY
1037806,GALAXY
471369,STAR
210889,QSO
943606,GALAXY
333364,QSO
833648,STAR
1273514,GALAXY
28062,QSO
182099,QSO
387322,QSO
791979,STAR
101289,QSO
200556,QSO
577073,STAR
688649,STAR
211180,QSO
232199,QSO
1289943,GALAXY
6180,QSO
665805,STAR
377173,QSO
1290735,GALAXY
29764,QSO
496048,STAR
1077907,GALAXY
1202918,GALAXY
423294,QSO
139879,QSO
570276,STAR
539620,STAR
1053796,GALAXY
517380,STAR
816992,STAR
534642,STAR
1140753,GALAXY
724929,STAR
302546,QSO
285431,QSO
689154,STAR
1219556,GALAXY
443384,STAR
1225166,GALAXY
175703,QSO
1284527,GALAXY
984698,GALAXY
741189,STAR
1122267,GALAXY
635362,STAR
93962,QSO
455281,STAR
793450,STAR
1097041,GALAXY
1181473,GALAXY
891188,GALAXY
168551,QSO
634479,STAR
1093140,GALAXY
647176,STAR
326192,QSO
1045453,GALAXY
1084294,GALAXY
1038099,GALAXY
88151,QSO
1156545,GALAXY
1041901,GALAXY
76659,QSO
1236867,GALAXY
1164539,GALAXY
460872,STAR
824799,STAR
3536,QSO
564654,STAR
93262,QSO
1293027,GALAXY
169617,QSO
635039,STAR
333007,QSO
143430,QSO
221561,QSO
320222,QSO
1025100,GALAXY
209416,QSO
285158,QSO
580694,STAR
464118,STAR
1046027,GALAXY
1314324,GALAXY
869234,STAR
1029188,GALAXY
334138,QSO
170427,QSO
460687,STAR
193364,QSO
713645,STAR
425192,QSO
374715,QSO
1016632,GALAXY
208878,QSO
255664,QSO
808475,STAR
759517,STAR
1234285,GALAXY
1231198,GALAXY
162179,QSO
188728,QSO
124031,QSO
754381,STAR
714392,STAR
351133,QSO
459617,STAR
143129,QSO
945492,GALAXY
830615,STAR
1089320,GALAXY
520874,STAR
615238,STAR
1164814,GALAXY
1170007,GALAXY
587016,STAR
404550,QSO
915803,GALAXY
1056288,GALAXY
992991,GALAXY
818262,STAR
1016492,GALAXY
712026,STAR
1140531,GALAXY
42453,QSO
1315230,GALAXY
1080705,GALAXY
1117752,GALAXY
825265,STAR
643006,STAR
634259,STAR
654120,STAR
808676,STAR
199394,QSO
1001574,GALAXY
390441,QSO
161978,QSO
339755,QSO
448339,STAR
1097456,GALAXY
253000,QSO
345638,QSO
1035048,GALAXY
939972,GALAXY
1285693,GALAXY
319428,QSO
325093,QSO
407942,QSO
1215426,GALAXY
501085,STAR
383031,QSO
679539,STAR
485177,STAR
470851,STAR
595858,STAR
1156840,GALAXY
473731,STAR
1032923,GALAXY
894442,GALAXY
883698,GALAXY
641775,STAR
1279820,GALAXY
1116065,GALAXY
271962,QSO
227726,QSO
764159,STAR
520939,STAR
495753,STAR
996128,GALAXY
1225333,GALAXY
1298599,GALAXY
158482,QSO
1049809,GALAXY
865524,STAR
107742,QSO
428366,QSO
37536,QSO
1222650,GALAXY
1278052,GALAXY
518693,STAR
322218,QSO
92085,QSO
687698,STAR
1068105,GALAXY
412291,QSO
242973,QSO
1190141,GALAXY
729546,STAR
346537,QSO
927811,GALAXY
195780,QSO
110626,QSO
84442,QSO
43112,QSO
733916,STAR
131995,QSO
119204,QSO
1216855,GALAXY
462944,STAR
113048,QSO
157727,QSO
387434,QSO
631532,STAR
1032184,GALAXY
950495,GALAXY
826464,STAR
225838,QSO
433216,QSO
504884,STAR
456033,STAR
400019,QSO
1274350,GALAXY
1029225,GALAXY
101678,QSO
112548,QSO
1087009,GALAXY
1253288,GALAXY
1051447,GALAXY
1172304,GALAXY
564159,STAR
173725,QSO
919223,GALAXY
916075,GALAXY
77318,QSO
854493,STAR
1236994,GALAXY
307366,QSO
342249,QSO
655899,STAR
1008508,GALAXY
686583,STAR
11678,QSO
1131277,GALAXY
848975,STAR
478998,STAR
1153509,GALAXY
63306,QSO
772332,STAR
562249,STAR
309063,QSO
1129547,GALAXY
472134,STAR
11858,QSO
109343,QSO
137393,QSO
502309,STAR
1675,QSO
911306,GALAXY
42757,QSO
757140,STAR
408125,QSO
83608,QSO
1133322,GALAXY
610893,STAR
901208,GALAXY
222246,QSO
475100,STAR
743803,STAR
758112,STAR
55746,QSO
1103164,GALAXY
1291006,GALAXY
317402,QSO
1212806,GALAXY
1226767,GALAXY
1170454,GALAXY
570015,STAR
299310,QSO
134678,QSO
633950,STAR
949050,GALAXY
995587,GALAXY
1040375,GALAXY
465684,STAR
504908,STAR
297295,QSO
861963,STAR
923828,GALAXY
489498,STAR
1023654,GALAXY
751724,STAR
551740,STAR
850847,STAR
867346,STAR
567685,STAR
449285,STAR
972713,GALAXY
176781,QSO
264864,QSO
1187446,GALAXY
253017,QSO
890585,GALAXY
977002,GALAXY
479407,STAR
849341,STAR
319784,QSO
697094,STAR
672666,STAR
883544,GALAXY
219831,QSO
339221,QSO
285666,QSO
512993,STAR
1160244,GALAXY
96929,QSO
476543,STAR
984499,GALAXY
1237503,GALAXY
988139,GALAXY
1045193,GALAXY
1012242,GALAXY
684043,STAR
1070891,GALAXY
895970,GALAXY
756994,STAR
880440,GALAXY
834368,STAR
203149,QSO
1316930,GALAXY
601227,STAR
480151,STAR
335972,QSO
826203,STAR
320506,QSO
797001,STAR
483648,STAR
296917,QSO
254274,QSO
853984,STAR
1233542,GALAXY
865588,STAR
287103,QSO
413505,QSO
116227,QSO
495008,STAR
236485,QSO
678730,STAR
707593,STAR
762118,STAR
466107,STAR
561593,STAR
721824,STAR
1056006,GALAXY
1317225,GALAXY
42580,QSO
989846,GALAXY
731995,STAR
468757,STAR
219329,QSO
67532,QSO
1169163,GALAXY
1025174,GALAXY
1215588,GALAXY
359152,QSO
643845,STAR
931738,GALAXY
399408,QSO
221803,QSO
1164974,GALAXY
593158,STAR
716451,STAR
389615,QSO
649151,STAR
1196468,GALAXY
814781,STAR
816859,STAR
1067776,GALAXY
435943,QSO
66044,QSO
598186,STAR
1230693,GALAXY
213703,QSO
460546,STAR
562959,STAR
1176784,GALAXY
1069528,GALAXY
1254163,GALAXY
183351,QSO
438274,QSO
1283014,GALAXY
1184372,GALAXY
999727,GALAXY
1042827,GALAXY
761594,STAR
810401,STAR
1133888,GALAXY
335751,QSO
1143155,GALAXY
736993,STAR
867370,STAR
254638,QSO
348737,QSO
1022416,GALAXY
211798,QSO
1033811,GALAXY
252271,QSO
1032610,GALAXY
128192,QSO
619610,STAR
1158061,GALAXY
186954,QSO
797351,STAR
1287288,GALAXY
679152,STAR
161191,QSO
543378,STAR
10696,QSO
1161062,GALAXY
735113,STAR
1216347,GALAXY
335549,QSO
955623,GALAXY
281041,QSO
1268643,GALAXY
168082,QSO
6789,QSO
31982,QSO
1058240,GALAXY
528694,STAR
1252198,GALAXY
736508,STAR
614815,STAR
499355,STAR
34472,QSO
805868,STAR
1255634,GALAXY
647912,STAR
1071022,GALAXY
1254542,GALAXY
320301,QSO
1236337,GALAXY
23925,QSO
245173,QSO
556940,STAR
330407,QSO
295602,QSO
210212,QSO
503265,STAR
999447,GALAXY
81076,QSO
1231931,GALAXY
181958,QSO
792998,STAR
789957,STAR
11864,QSO
1140757,GALAXY
647393,STAR
124195,QSO
894133,GALAXY
802116,STAR
606599,STAR
949932,GALAXY
692406,STAR
1131038,GALAXY
1117998,GALAXY
361367,QSO
640165,STAR
904599,GALAXY
909326,GALAXY
512630,STAR
538602,STAR
387573,QSO
284604,QSO
333118,QSO
577963,STAR
1179917,GALAXY
825867,STAR
151139,QSO
239586,QSO
933105,GALAXY
573143,STAR
1239483,GALAXY
229931,QSO
914596,GALAXY
328647,QSO
630027,STAR
60885,QSO
861944,STAR
1296578,GALAXY
54795,QSO
1026413,GALAXY
1208328,GALAXY
582645,STAR
222207,QSO
309848,QSO
564659,STAR
1062141,GALAXY
353425,QSO
415409,QSO
718737,STAR
1084742,GALAXY
1192642,GALAXY
987395,GALAXY
364976,QSO
80391,QSO
772523,STAR
183225,QSO
1049866,GALAXY
28667,QSO
30631,QSO
1141402,GALAXY
1304033,GALAXY
1192855,GALAXY
1203322,GALAXY
454507,STAR
945567,GALAXY
643078,STAR
684780,STAR
971118,GALAXY
376908,QSO
955983,GALAXY
614065,STAR
1311827,GALAXY
835453,STAR
20388,QSO
1289766,GALAXY
92165,QSO
1186095,GALAXY
254360,QSO
450739,STAR
243411,QSO
1178721,GALAXY
1287050,GALAXY
1146233,GALAXY
190411,QSO
399045,QSO
506806,STAR
802355,STAR
380161,QSO
196208,QSO
815233,STAR
1104224,GALAXY
535767,STAR
934453,GALAXY
1309972,GALAXY
818859,STAR
176399,QSO
624117,STAR
670009,STAR
227139,QSO
529771,STAR
461401,STAR
1289010,GALAXY
153856,QSO
615269,STAR
472015,STAR
1277871,GALAXY
1139057,GALAXY
608962,STAR
832899,STAR
170032,QSO
764949,STAR
202578,QSO
422569,QSO
787534,STAR
411613,QSO
777850,STAR
1002002,GALAXY
9861,QSO
384673,QSO
268654,QSO
675291,STAR
863803,STAR
1125802,GALAXY
757312,STAR
689002,STAR
626109,STAR
1159115,GALAXY
798526,STAR
891649,GALAXY
786252,STAR
1202400,GALAXY
30639,QSO
142844,QSO
291233,QSO
414328,QSO
1110802,GALAXY
1005373,GALAXY
958431,GALAXY
961899,GALAXY
1152000,GALAXY
827635,STAR
250063,QSO
176268,QSO
888081,GALAXY
1272984,GALAXY
622742,STAR
368164,QSO
707530,STAR
684834,STAR
960740,GALAXY
1087123,GALAXY
571027,STAR
117396,QSO
161254,QSO
9024,QSO
318732,QSO
671665,STAR
102336,QSO
298195,QSO
91660,QSO
881757,GALAXY
342011,QSO
910170,GALAXY
575595,STAR
581666,STAR
130349,QSO
615923,STAR
872299,STAR
727055,STAR
20999,QSO
489912,STAR
458189,STAR
852392,STAR
521179,STAR
901008,GALAXY
770159,STAR
1143049,GALAXY
275244,QSO
449743,STAR
860278,STAR
851586,STAR
124296,QSO
296666,QSO
70723,QSO
376450,QSO
595637,STAR
987200,GALAXY
566702,STAR
1185909,GALAXY
829551,STAR
906262,GALAXY
170572,QSO
1246159,GALAXY
737679,STAR
1069788,GALAXY
131883,QSO
264306,QSO
953581,GALAXY
963725,GALAXY
561924,STAR
15131,QSO
609895,STAR
1146075,GALAXY
402268,QSO
128778,QSO
1278983,GALAXY
214112,QSO
1026155,GALAXY
700379,STAR
414712,QSO
1217372,GALAXY
852199,STAR
486756,STAR
714560,STAR
1223737,GALAXY
778226,STAR
782013,STAR
1043826,GALAXY
237742,QSO
1159738,GALAXY
278191,QSO
536779,STAR
1145219,GALAXY
1026817,GALAXY
1107479,GALAXY
925967,GALAXY
1155999,GALAXY
659629,STAR
269491,QSO
367459,QSO
1014963,GALAXY
902110,GALAXY
755139,STAR
119355,QSO
186823,QSO
1290007,GALAXY
1052815,GALAXY
160363,QSO
348046,QSO
1088616,GALAXY
275632,QSO
675408,STAR
23471,QSO
784097,STAR
1026030,GALAXY
804641,STAR
268524,QSO
750692,STAR
623194,STAR
1303467,GALAXY
288208,QSO
475871,STAR
737238,STAR
476584,STAR
1226063,GALAXY
1068587,GALAXY
1124277,GALAXY
1131106,GALAXY
228303,QSO
616098,STAR
232457,QSO
395542,QSO
1212259,GALAXY
1087093,GALAXY
877772,STAR
993944,GALAXY
899479,GALAXY
951897,GALAXY
1198052,GALAXY
1231131,GALAXY
1049135,GALAXY
976277,GALAXY
236021,QSO
899998,GALAXY
506441,STAR
1091658,GALAXY
470867,STAR
898285,GALAXY
337732,QSO
169711,QSO
1185979,GALAXY
1140614,GALAXY
732056,STAR
1149032,GALAXY
280913,QSO
1244847,GALAXY
644303,STAR
581670,STAR
1112814,GALAXY
616496,STAR
1129766,GALAXY
634736,STAR
1105176,GALAXY
1219085,GALAXY
987308,GALAXY
916694,GALAXY
700897,STAR
948436,GALAXY
330263,QSO
23541,QSO
996140,GALAXY
1139181,GALAXY
482110,STAR
961367,GALAXY
287023,QSO
1261393,GALAXY
480965,STAR
586404,STAR
352346,QSO
759904,STAR
894579,GALAXY
298289,QSO
419488,QSO
853493,STAR
941173,GALAXY
997848,GALAXY
1287060,GALAXY
1008497,GALAXY
358312,QSO
757446,STAR
1239922,GALAXY
67249,QSO
151226,QSO
704516,STAR
813507,STAR
405847,QSO
604540,STAR
135395,QSO
1030309,GALAXY
906253,GALAXY
1312222,GALAXY
668000,STAR
382964,QSO
475264,STAR
748618,STAR
754680,STAR
397389,QSO
956998,GALAXY
536475,STAR
950783,GALAXY
188659,QSO
544261,STAR
1088970,GALAXY
722068,STAR
20785,QSO
162252,QSO
635015,STAR
1289117,GALAXY
579290,STAR
903942,GALAXY
1169843,GALAXY
286668,QSO
15980,QSO
535650,STAR
532159,STAR
885648,GALAXY
1292693,GALAXY
481840,STAR
6745,QSO
556808,STAR
693443,STAR
346045,QSO
677165,STAR
108748,QSO
352378,QSO
222977,QSO
1205660,GALAXY
726865,STAR
989166,GALAXY
1132619,GALAXY
520019,STAR
74676,QSO
460708,STAR
815968,STAR
264445,QSO
206047,QSO
138987,QSO
11626,QSO
1115310,GALAXY
339106,QSO
781908,STAR
542586,STAR
568891,STAR
525534,STAR
179790,QSO
660703,STAR
729885,STAR
129307,QSO
198129,QSO
523905,STAR
1017393,GALAXY
1114038,GALAXY
299246,QSO
928977,GALAXY
492997,STAR
1029863,GALAXY
401650,QSO
626034,STAR
1272351,GALAXY
189886,QSO
452353,STAR
1069909,GALAXY
48344,QSO
202169,QSO
661772,STAR
590566,STAR
269886,QSO
826019,STAR
456873,STAR
682169,STAR
485507,STAR
1106988,GALAXY
783635,STAR
499346,STAR
290738,QSO
243687,QSO
904520,GALAXY
362939,QSO
800168,STAR
134628,QSO
473375,STAR
121110,QSO
516570,STAR
8061,QSO
237081,QSO
181223,QSO
838740,STAR
534422,STAR
638785,STAR
928904,GALAXY
1117249,GALAXY
834268,STAR
337994,QSO
1153986,GALAXY
269304,QSO
456137,STAR
942694,GALAXY
1256154,GALAXY
963436,GALAXY
137533,QSO
259767,QSO
512797,STAR
535448,STAR
201726,QSO
1036586,GALAXY
679224,STAR
1168208,GALAXY
1288361,GALAXY
802448,STAR
1302723,GALAXY
835789,STAR
616846,STAR
1242830,GALAXY
786990,STAR
276305,QSO
356676,QSO
54406,QSO
1193299,GALAXY
1296526,GALAXY
789924,STAR
630375,STAR
1308632,GALAXY
666438,STAR
1074036,GALAXY
919378,GALAXY
720547,STAR
159027,QSO
806763,STAR
788790,STAR
814506,STAR
1005961,GALAXY
196952,QSO
640015,STAR
1171654,GALAXY
709086,STAR
839230,STAR
1179981,GALAXY
578755,STAR
220126,QSO
55468,QSO
1271017,GALAXY
661166,STAR
338927,QSO
32829,QSO
545365,STAR
782547,STAR
232950,QSO
1231455,GALAXY
1203269,GALAXY
1213361,GALAXY
817383,STAR
218381,QSO
605287,STAR
604159,STAR
19601,QSO
1198587,GALAXY
935836,GALAXY
175407,QSO
936680,GALAXY
1131266,GALAXY
689174,STAR
538698,STAR
268000,QSO
299173,QSO
1243851,GALAXY
1230589,GALAXY
117145,QSO
240049,QSO
176389,QSO
1183389,GALAXY
1178919,GALAXY
427212,QSO
97316,QSO
238541,QSO
240268,QSO
249544,QSO
434066,QSO
1141544,GALAXY
826497,STAR
854028,STAR
405315,QSO
480021,STAR
895288,GALAXY
623591,STAR
942182,GALAXY
417106,QSO
1011900,GALAXY
209212,QSO
435199,QSO
546345,STAR
679533,STAR
1082116,GALAXY
236827,QSO
644105,STAR
442825,STAR
58263,QSO
918928,GALAXY
404142,QSO
1317717,GALAXY
1044043,GALAXY
624464,STAR
658876,STAR
202290,QSO
857869,STAR
1086538,GALAXY
39078,QSO
2364,QSO
935789,GALAXY
684135,STAR
896885,GALAXY
1170823,GALAXY
437159,QSO
465501,STAR
793671,STAR
402125,QSO
823147,STAR
494198,STAR
1143350,GALAXY
1177266,GALAXY
259240,QSO
1030573,GALAXY
50711,QSO
446126,STAR
134479,QSO
975145,GALAXY
679327,STAR
351218,QSO
204887,QSO
1119411,GALAXY
15652,QSO
871008,STAR
521388,STAR
864653,STAR
476876,STAR
952471,GALAXY
982588,GALAXY
52618,QSO
109969,QSO
306423,QSO
1081178,GALAXY
506794,STAR
1165831,GALAXY
626925,STAR
326841,QSO
267811,QSO
717267,STAR
342041,QSO
413666,QSO
1290544,GALAXY
931621,GALAXY
391028,QSO
1111199,GALAXY
1120035,GALAXY
1059996,GALAXY
969391,GALAXY
938468,GALAXY
1238119,GALAXY
1264593,GALAXY
500223,STAR
980414,GALAXY
578863,STAR
380801,QSO
421021,QSO
610236,STAR
186751,QSO
820259,STAR
32475,QSO
214698,QSO
1015908,GALAXY
62494,QSO
566683,STAR
926599,GALAXY
768096,STAR
821810,STAR
979376,GALAXY
753611,STAR
636654,STAR
631439,STAR
814946,STAR
423723,QSO
1131374,GALAXY
1216513,GALAXY
242010,QSO
1135636,GALAXY
702617,STAR
786597,STAR
879526,GALAXY
1221483,GALAXY
1066679,GALAXY
1267199,GALAXY
1215571,GALAXY
401424,QSO
987309,GALAXY
224832,QSO
1090607,GALAXY
708356,STAR
1089979,GALAXY
10025,QSO
831625,STAR
668275,STAR
195748,QSO
598642,STAR
586633,STAR
1111335,GALAXY
665673,STAR
942423,GALAXY
235512,QSO
1208578,GALAXY
796174,STAR
199802,QSO
624226,STAR
1239895,GALAXY
1081908,GALAXY
1024279,GALAXY
573714,STAR
1055852,GALAXY
123701,QSO
555359,STAR
