,class
684468,STAR
1462486,GALAXY
1093516,GALAXY
1040028,GALAXY
769946,STAR
154929,QSO
1068562,GALAXY
416851,QSO
644281,STAR
140941,QSO
698037,STAR
927929,STAR
1020374,GALAXY
230211,QSO
806476,STAR
88885,QSO
131626,QSO
991201,STAR
28841,QSO
1313543,GALAXY
807332,STAR
156741,QSO
448737,QSO
895361,STAR
492801,QSO
61249,QSO
851064,STAR
1322885,GALAXY
1258294,GALAXY
1294979,GALAXY
217580,QSO
654995,STAR
748371,STAR
484120,QSO
680046,STAR
574835,STAR
1004396,GALAXY
1264128,GALAXY
980752,STAR
703745,STAR
1164450,GALAXY
1328946,GALAXY
938091,STAR
323647,QSO
839584,STAR
1047851,GALAXY
1304906,GALAXY
941916,STAR
1479429,GALAXY
560594,STAR
1184996,GALAXY
231489,QSO
497615,QSO
1280685,GALAXY
726964,STAR
1174358,GALAXY
954447,STAR
1323310,GALAXY
248867,QSO
262069,QSO
462380,QSO
1068515,GALAXY
365573,QSO
552082,STAR
658693,STAR
642065,STAR
413788,QSO
1163091,GALAXY
310190,QSO
966726,STAR
1023991,GALAXY
607721,STAR
87869,QSO
1029373,GALAXY
1025090,GALAXY
1350,QSO
885315,STAR
1384407,GALAXY
631116,STAR
733304,STAR
1246921,GALAXY
45081,QSO
1491994,GALAXY
34130,QSO
1263066,GALAXY
526656,STAR
416893,QSO
317694,QSO
872402,STAR
1100454,GALAXY
35320,QSO
682569,STAR
1192669,GALAXY
1083963,GALAXY
1255287,GALAXY
694654,STAR
1376433,GALAXY
1490411,GALAXY
1259023,GALAXY
1349481,GALAXY
973413,STAR
666810,STAR
625683,STAR
548080,STAR
82775,QSO
765113,STAR
840606,STAR
1362889,GALAXY
569478,STAR
169117,QSO
1197465,GALAXY
1167540,GALAXY
203461,QSO
681808,STAR
1425146,GALAXY
21065,QSO
40814,QSO
812425,STAR
852492,STAR
267659,QSO
267563,QSO
744537,STAR
88000,QSO
1343645,GALAXY
1063721,GALAXY
848847,STAR
1379061,GALAXY
142416,QSO
697236,STAR
1022525,GALAXY
1187549,GALAXY
915269,STAR
137393,QSO
1302867,GALAXY
1394466,GALAXY
844316,STAR
886175,STAR
750914,STAR
1040638,GALAXY
1299264,GALAXY
642718,STAR
1431875,GALAXY
1367178,GALAXY
223392,QSO
790554,STAR
891103,STAR
944818,STAR
552212,STAR
1117654,GALAXY
1374689,GALAXY
1282028,GALAXY
287130,QSO
1116064,GALAXY
889588,STAR
406087,QSO
573555,STAR
853330,STAR
387281,QSO
195886,QSO
978322,STAR
1372225,GALAXY
135036,QSO
856744,STAR
512496,STAR
1196771,GALAXY
1187081,GALAXY
327014,QSO
1015193,GALAXY
791283,STAR
1006889,GALAXY
1219384,GALAXY
348712,QSO
912131,STAR
20464,QSO
755708,STAR
804524,STAR
59933,QSO
104802,QSO
1280148,GALAXY
1335551,GALAXY
1062810,GALAXY
1367398,GALAXY
563506,STAR
191868,QSO
1054771,GALAXY
346814,QSO
592259,STAR
195150,QSO
458857,QSO
650476,STAR
1000497,GALAXY
99270,QSO
967455,STAR
111605,QSO
603492,STAR
839071,STAR
704932,STAR
1427271,GALAXY
636646,STAR
531313,STAR
558453,STAR
630113,STAR
922283,STAR
494967,QSO
1072489,GALAXY
796530,STAR
55648,QSO
460999,QSO
847345,STAR
966414,STAR
512541,STAR
776388,STAR
378407,QSO
464540,QSO
444424,QSO
958881,STAR
911493,STAR
28990,QSO
784707,STAR
1319025,GALAXY
1048228,GALAXY
279149,QSO
201446,QSO
1473705,GALAXY
52162,QSO
552231,STAR
1071156,GALAXY
1427485,GALAXY
1449013,GALAXY
153021,QSO
1415670,GALAXY
1384990,GALAXY
1024710,GALAXY
952170,STAR
138806,QSO
1240870,GALAXY
639165,STAR
853910,STAR
1197271,GALAXY
558775,STAR
1216969,GALAXY
119957,QSO
94788,QSO
1412243,GALAXY
272381,QSO
565718,STAR
1295926,GALAXY
1004637,GALAXY
602343,STAR
1230331,GALAXY
544930,STAR
839736,STAR
95311,QSO
1434238,GALAXY
1274079,GALAXY
1141340,GALAXY
1317691,GALAXY
494305,QSO
83976,QSO
814403,STAR
193971,QSO
1152257,GALAXY
732884,STAR
364937,QSO
1480596,GALAXY
1026417,GALAXY
251717,QSO
134628,QSO
442745,QSO
577036,STAR
260303,QSO
651462,STAR
1360754,GALAXY
119482,QSO
1285155,GALAXY
199188,QSO
243314,QSO
936723,STAR
788441,STAR
154345,QSO
923236,STAR
600717,STAR
791403,STAR
315844,QSO
67678,QSO
719499,STAR
115034,QSO
946624,STAR
872212,STAR
1401885,GALAXY
1288431,GALAXY
1458890,GALAXY
1254049,GALAXY
814105,STAR
313027,QSO
922323,STAR
998116,GALAXY
329675,QSO
102303,QSO
155096,QSO
84668,QSO
418711,QSO
365366,QSO
678554,STAR
1310818,GALAXY
924123,STAR
1426118,GALAXY
1385362,GALAXY
1343718,GALAXY
544119,STAR
296526,QSO
1405978,GALAXY
450422,QSO
441461,QSO
466145,QSO
587638,STAR
1047057,GALAXY
322479,QSO
694439,STAR
141984,QSO
87533,QSO
1024399,GALAXY
750072,STAR
1463894,GALAXY
964788,STAR
1452633,GALAXY
344655,QSO
232101,QSO
1152065,GALAXY
1452355,GALAXY
709078,STAR
420213,QSO
1112067,GALAXY
449040,QSO
1357061,GALAXY
58103,QSO
527222,STAR
288166,QSO
1480036,GALAXY
1324271,GALAXY
496526,QSO
1047059,GALAXY
1430078,GALAXY
119664,QSO
1394822,GALAXY
78401,QSO
617751,STAR
9731,QSO
160818,QSO
724590,STAR
1289642,GALAXY
177296,QSO
1257695,GALAXY
304453,QSO
1301343,GALAXY
473847,QSO
435152,QSO
1197904,GALAXY
1207658,GALAXY
48647,QSO
1101714,GALAXY
1024910,GALAXY
935118,STAR
374371,QSO
1125344,GALAXY
743568,STAR
463353,QSO
1253445,GALAXY
1472296,GALAXY
1203965,GALAXY
1473747,GALAXY
155778,QSO
83108,QSO
37168,QSO
1357674,GALAXY
831917,STAR
1401012,GALAXY
237384,QSO
399889,QSO
549439,STAR
748865,STAR
216957,QSO
387464,QSO
1402004,GALAXY
1486844,GALAXY
1438505,GALAXY
674891,STAR
811304,STAR
816413,STAR
400721,QSO
1487764,GALAXY
421724,QSO
1260756,GALAXY
418226,QSO
240235,QSO
955090,STAR
1237756,GALAXY
1409453,GALAXY
920104,STAR
381560,QSO
256621,QSO
762203,STAR
449593,QSO
1439870,GALAXY
440555,QSO
471008,QSO
155642,QSO
1198395,GALAXY
409000,QSO
53174,QSO
282957,QSO
1193857,GALAXY
1108505,GALAXY
516833,STAR
123958,QSO
143427,QSO
290343,QSO
1466551,GALAXY
705279,STAR
1112405,GALAXY
819458,STAR
1296677,GALAXY
15474,QSO
969602,STAR
82632,QSO
823103,STAR
810701,STAR
822613,STAR
140032,QSO
1036586,GALAXY
160831,QSO
916793,STAR
874585,STAR
969571,STAR
1141601,GALAXY
30646,QSO
1119063,GALAXY
54974,QSO
56785,QSO
177672,QSO
317628,QSO
345562,QSO
296668,QSO
1346521,GALAXY
535029,STAR
272240,QSO
824686,STAR
904527,STAR
457177,QSO
480750,QSO
1208355,GALAXY
1337901,GALAXY
751791,STAR
954535,STAR
854311,STAR
185005,QSO
369351,QSO
1221148,GALAXY
264711,QSO
1228144,GALAXY
814303,STAR
1473962,GALAXY
1389278,GALAXY
379068,QSO
943924,STAR
186940,QSO
987604,STAR
373326,QSO
91253,QSO
21142,QSO
195593,QSO
127539,QSO
480036,QSO
1466158,GALAXY
305622,QSO
18357,QSO
1022348,GALAXY
372468,QSO
695086,STAR
990019,STAR
262263,QSO
937915,STAR
1243311,GALAXY
295590,QSO
268844,QSO
1192449,GALAXY
1408577,GALAXY
1323227,GALAXY
606191,STAR
692496,STAR
1080493,GALAXY
747853,STAR
1257383,GALAXY
224472,QSO
1366864,GALAXY
169625,QSO
1335388,GALAXY
772439,STAR
1042600,GALAXY
218378,QSO
234865,QSO
1318910,GALAXY
1009508,GALAXY
1025910,GALAXY
1454174,GALAXY
142550,QSO
374931,QSO
71274,QSO
1113879,GALAXY
132988,QSO
1269639,GALAXY
75304,QSO
1079981,GALAXY
14136,QSO
604623,STAR
983256,STAR
526968,STAR
1286020,GALAXY
431452,QSO
96422,QSO
632767,STAR
1182978,GALAXY
194376,QSO
990192,STAR
823391,STAR
314612,QSO
433738,QSO
1371650,GALAXY
346943,QSO
274484,QSO
1032223,GALAXY
529694,STAR
445751,QSO
924560,STAR
84509,QSO
1205455,GALAXY
642053,STAR
909742,STAR
1227130,GALAXY
446655,QSO
946577,STAR
21266,QSO
1283058,GALAXY
1314333,GALAXY
953847,STAR
1064682,GALAXY
281624,QSO
1164584,GALAXY
1319007,GALAXY
877188,STAR
1347735,GALAXY
335714,QSO
260753,QSO
144178,QSO
137322,QSO
1135240,GALAXY
814099,STAR
946944,STAR
29860,QSO
1257440,GALAXY
193776,QSO
443759,QSO
1457103,GALAXY
508419,STAR
1242998,GALAXY
357717,QSO
214566,QSO
84740,QSO
745144,STAR
1438208,GALAXY
444561,QSO
930157,STAR
149691,QSO
1108335,GALAXY
147547,QSO
732241,STAR
918157,STAR
815680,STAR
326723,QSO
1032820,GALAXY
1457367,GALAXY
93375,QSO
624278,STAR
222815,QSO
1342228,GALAXY
266821,QSO
1084543,GALAXY
1075825,GALAXY
1134606,GALAXY
695244,STAR
381222,QSO
15973,QSO
189133,QSO
304318,QSO
667553,STAR
1234268,GALAXY
827440,STAR
1339837,GALAXY
1113394,GALAXY
1324209,GALAXY
977072,STAR
673,QSO
1103470,GALAXY
834813,STAR
717054,STAR
373026,QSO
1426530,GALAXY
1267810,GALAXY
1195946,GALAXY
905235,STAR
693240,STAR
619344,STAR
68147,QSO
1299218,GALAXY
499145,STAR
127181,QSO
165299,QSO
488037,QSO
929853,STAR
1353935,GALAXY
1374291,GALAXY
1041353,GALAXY
1155187,GALAXY
1027536,GALAXY
1480015,GALAXY
1235274,GALAXY
1414003,GALAXY
1191844,GALAXY
1270804,GALAXY
854927,STAR
475649,QSO
129477,QSO
400781,QSO
34127,QSO
1331341,GALAXY
215178,QSO
309552,QSO
519947,STAR
1065777,GALAXY
202903,QSO
399638,QSO
720278,STAR
596700,STAR
454024,QSO
442853,QSO
1179003,GALAXY
398643,QSO
994587,STAR
834287,STAR
565764,STAR
1456718,GALAXY
761670,STAR
459584,QSO
1385739,GALAXY
610740,STAR
312868,QSO
1251108,GALAXY
893523,STAR
405412,QSO
1408740,GALAXY
465406,QSO
664183,STAR
1117014,GALAXY
503975,STAR
880498,STAR
915273,STAR
1388365,GALAXY
4612,QSO
310464,QSO
685470,STAR
727067,STAR
1302463,GALAXY
164084,QSO
708927,STAR
538752,STAR
1046981,GALAXY
134826,QSO
374152,QSO
571610,STAR
34190,QSO
955589,STAR
213214,QSO
716984,STAR
1002147,GALAXY
1115989,GALAXY
995813,STAR
1338166,GALAXY
596695,STAR
1134448,GALAXY
1285950,GALAXY
792110,STAR
831819,STAR
1402253,GALAXY
1121624,GALAXY
314592,QSO
609954,STAR
1150431,GALAXY
956987,STAR
245613,QSO
118907,QSO
1286692,GALAXY
285384,QSO
189035,QSO
578682,STAR
962443,STAR
624000,STAR
391499,QSO
391984,QSO
384507,QSO
615466,STAR
1004219,GALAXY
908659,STAR
155008,QSO
975864,STAR
1071019,GALAXY
1045328,GALAXY
380569,QSO
328151,QSO
1348678,GALAXY
391187,QSO
617106,STAR
182089,QSO
674678,STAR
295238,QSO
846947,STAR
1406066,GALAXY
814870,STAR
1066098,GALAXY
1069804,GALAXY
890903,STAR
888689,STAR
695439,STAR
492588,QSO
573953,STAR
266603,QSO
554250,STAR
287719,QSO
947636,STAR
1202195,GALAXY
781484,STAR
134814,QSO
903661,STAR
899048,STAR
667826,STAR
998752,GALAXY
1001870,GALAXY
87604,QSO
1468716,GALAXY
764509,STAR
948180,STAR
11030,QSO
83815,QSO
897176,STAR
627163,STAR
475627,QSO
1006668,GALAXY
1401314,GALAXY
128042,QSO
950928,STAR
774788,STAR
506286,STAR
548530,STAR
1297426,GALAXY
1368493,GALAXY
912424,STAR
58503,QSO
1030775,GALAXY
308457,QSO
1312880,GALAXY
1079237,GALAXY
519278,STAR
715785,STAR
1494747,GALAXY
1189685,GALAXY
303088,QSO
361004,QSO
1288605,GALAXY
875691,STAR
289754,QSO
1128916,GALAXY
1131375,GALAXY
685318,STAR
704917,STAR
1440416,GALAXY
840867,STAR
808439,STAR
547270,STAR
1168887,GALAXY
1130437,GALAXY
1365732,GALAXY
1089480,GALAXY
261130,QSO
440550,QSO
953497,STAR
590380,STAR
551097,STAR
704648,STAR
646235,STAR
662038,STAR
672380,STAR
85615,QSO
527742,STAR
16738,QSO
342448,QSO
388765,QSO
1183132,GALAXY
789064,STAR
1045663,GALAXY
991747,STAR
1163443,GALAXY
1262476,GALAXY
159893,QSO
1124635,GALAXY
835946,STAR
516031,STAR
1187668,GALAXY
205317,QSO
207177,QSO
305925,QSO
1020980,GALAXY
1113499,GALAXY
356580,QSO
1212905,GALAXY
749349,STAR
1148697,GALAXY
1453594,GALAXY
1136257,GALAXY
1262589,GALAXY
823779,STAR
1146463,GALAXY
316181,QSO
491379,QSO
1231372,GALAXY
1042546,GALAXY
449200,QSO
1025176,GALAXY
302258,QSO
21905,QSO
1311666,GALAXY
18887,QSO
242956,QSO
1342358,GALAXY
1416242,GALAXY
1150243,GALAXY
329328,QSO
1156647,GALAXY
429529,QSO
505686,STAR
1452991,GALAXY
642885,STAR
1472039,GALAXY
391975,QSO
575751,STAR
889854,STAR
532091,STAR
331204,QSO
831705,STAR
1409501,GALAXY
434961,QSO
503460,STAR
1178216,GALAXY
202885,QSO
152755,QSO
54658,QSO
1425740,GALAXY
1423464,GALAXY
1460997,GALAXY
1490310,GALAXY
351241,QSO
547035,STAR
548879,STAR
288542,QSO
1249495,GALAXY
908678,STAR
792090,STAR
1048446,GALAXY
449283,QSO
104188,QSO
759333,STAR
1206211,GALAXY
255782,QSO
723332,STAR
716252,STAR
1333282,GALAXY
223885,QSO
1433278,GALAXY
165213,QSO
1355447,GALAXY
588227,STAR
313203,QSO
1387162,GALAXY
1099579,GALAXY
1301928,GALAXY
575351,STAR
866112,STAR
271282,QSO
836786,STAR
544171,STAR
368919,QSO
877986,STAR
174463,QSO
685800,STAR
1326347,GALAXY
1299188,GALAXY
21419,QSO
279290,QSO
909753,STAR
1379542,GALAXY
1131626,GALAXY
944256,STAR
867663,STAR
909328,STAR
682602,STAR
1142190,GALAXY
346762,QSO
268792,QSO
1441819,GALAXY
1078133,GALAXY
141462,QSO
1495080,GALAXY
1171871,GALAXY
433874,QSO
1004512,GALAXY
972360,STAR
48618,QSO
1253595,GALAXY
1289031,GALAXY
318022,QSO
267072,QSO
66627,QSO
757948,STAR
242922,QSO
410373,QSO
885697,STAR
1476615,GALAXY
1196014,GALAXY
129437,QSO
117577,QSO
1226001,GALAXY
930793,STAR
1394257,GALAXY
12607,QSO
210773,QSO
144841,QSO
268938,QSO
1098558,GALAXY
10373,QSO
972778,STAR
257612,QSO
194575,QSO
573365,STAR
393114,QSO
62460,QSO
578793,STAR
704539,STAR
995605,STAR
819098,STAR
802068,STAR
1184087,GALAXY
677956,STAR
65272,QSO
843003,STAR
134979,QSO
909433,STAR
43413,QSO
741100,STAR
1479491,GALAXY
564945,STAR
1260633,GALAXY
104764,QSO
46943,QSO
102522,QSO
822215,STAR
233770,QSO
203063,QSO
80170,QSO
1297789,GALAXY
605613,STAR
920713,STAR
748536,STAR
905805,STAR
1074413,GALAXY
129967,QSO
368866,QSO
330965,QSO
26695,QSO
304620,QSO
948558,STAR
692619,STAR
15823,QSO
624759,STAR
315735,QSO
728787,STAR
825874,STAR
858913,STAR
1014360,GALAXY
699344,STAR
1325141,GALAXY
1246663,GALAXY
985306,STAR
836134,STAR
481012,QSO
76021,QSO
304239,QSO
444766,QSO
1216258,GALAXY
381665,QSO
476737,QSO
274021,QSO
317200,QSO
931683,STAR
900010,STAR
318366,QSO
165333,QSO
1049591,GALAXY
252306,QSO
122087,QSO
1418608,GALAXY
196849,QSO
606121,STAR
24592,QSO
114531,QSO
693940,STAR
727891,STAR
573398,STAR
700001,STAR
884074,STAR
441227,QSO
1355226,GALAXY
1052253,GALAXY
431340,QSO
1367293,GALAXY
754777,STAR
835445,STAR
232128,QSO
894101,STAR
37036,QSO
732692,STAR
1327308,GALAXY
597199,STAR
1437637,GALAXY
612824,STAR
1193375,GALAXY
652308,STAR
157081,QSO
1186900,GALAXY
984677,STAR
886254,STAR
313796,QSO
1218713,GALAXY
8811,QSO
523130,STAR
201312,QSO
721866,STAR
628958,STAR
1294419,GALAXY
7255,QSO
13913,QSO
1044308,GALAXY
857758,STAR
666233,STAR
894700,STAR
185854,QSO
468474,QSO
998130,GALAXY
206285,QSO
1276337,GALAXY
894432,STAR
41765,QSO
152474,QSO
720575,STAR
277005,QSO
1331923,GALAXY
1063765,GALAXY
262933,QSO
412573,QSO
1356808,GALAXY
331884,QSO
1497142,GALAXY
1218348,GALAXY
389718,QSO
371634,QSO
39863,QSO
1044300,GALAXY
883123,STAR
608897,STAR
489938,QSO
670916,STAR
847588,STAR
999670,GALAXY
717560,STAR
1119257,GALAXY
1286315,GALAXY
1466290,GALAXY
764360,STAR
401543,QSO
1001454,GALAXY
882346,STAR
700036,STAR
1211433,GALAXY
1142069,GALAXY
492514,QSO
837978,STAR
1023980,GALAXY
601877,STAR
377582,QSO
161610,QSO
732939,STAR
1058712,GALAXY
97360,QSO
166248,QSO
1165061,GALAXY
1158760,GALAXY
854434,STAR
539447,STAR
1308327,GALAXY
134163,QSO
781948,STAR
262617,QSO
651143,STAR
591900,STAR
375696,QSO
35895,QSO
1332454,GALAXY
1319974,GALAXY
968067,STAR
529890,STAR
1280238,GALAXY
50750,QSO
986746,STAR
702995,STAR
34230,QSO
1254797,GALAXY
1025459,GALAXY
1474430,GALAXY
1411267,GALAXY
1121105,GALAXY
446605,QSO
536352,STAR
1124324,GALAXY
638052,STAR
853095,STAR
733383,STAR
1358512,GALAXY
92415,QSO
923381,STAR
1102041,GALAXY
248811,QSO
48252,QSO
1232523,GALAXY
279752,QSO
1392580,GALAXY
764246,STAR
615990,STAR
571490,STAR
950822,STAR
28431,QSO
712992,STAR
241411,QSO
446418,QSO
580519,STAR
1179111,GALAXY
915891,STAR
1139751,GALAXY
391244,QSO
1467452,GALAXY
1420720,GALAXY
892364,STAR
230023,QSO
1172650,GALAXY
259594,QSO
341096,QSO
322104,QSO
627969,STAR
124274,QSO
380484,QSO
1152467,GALAXY
695833,STAR
1141105,GALAXY
1193984,GALAXY
356314,QSO
918088,STAR
1246662,GALAXY
929578,STAR
1228984,GALAXY
678664,STAR
125572,QSO
1267783,GALAXY
685548,STAR
207896,QSO
467724,QSO
1401309,GALAXY
771171,STAR
1166752,GALAXY
979159,STAR
974201,STAR
720549,STAR
1440058,GALAXY
1116582,GALAXY
931077,STAR
1131799,GALAXY
526,QSO
528477,STAR
514914,STAR
1011099,GALAXY
502499,STAR
663328,STAR
252304,QSO
1239504,GALAXY
992903,STAR
178881,QSO
1162693,GALAXY
1355169,GALAXY
396902,QSO
351851,QSO
412017,QSO
558431,STAR
495768,QSO
321440,QSO
1146481,GALAXY
243400,QSO
732774,STAR
243025,QSO
1251830,GALAXY
691699,STAR
602547,STAR
1090819,GALAXY
1362830,GALAXY
896055,STAR
620208,STAR
432621,QSO
1162240,GALAXY
616901,STAR
1169486,GALAXY
144361,QSO
300620,QSO
793129,STAR
620759,STAR
1294122,GALAXY
1128451,GALAXY
39908,QSO
683237,STAR
830612,STAR
338362,QSO
1358905,GALAXY
1338759,GALAXY
953129,STAR
1329688,GALAXY
78403,QSO
151177,QSO
605926,STAR
1117682,GALAXY
386130,QSO
359261,QSO
1492712,GALAXY
22145,QSO
1043256,GALAXY
564197,STAR
368596,QSO
876740,STAR
1210106,GALAXY
1339186,GALAXY
1030957,GALAXY
618492,STAR
723580,STAR
1302295,GALAXY
955388,STAR
738547,STAR
116898,QSO
690463,STAR
1347841,GALAXY
888808,STAR
1480414,GALAXY
1120856,GALAXY
679665,STAR
416316,QSO
743110,STAR
314226,QSO
162752,QSO
1355143,GALAXY
988198,STAR
231615,QSO
1011112,GALAXY
1125632,GALAXY
739526,STAR
1354788,GALAXY
172223,QSO
1341344,GALAXY
186002,QSO
263646,QSO
1285323,GALAXY
609930,STAR
1149588,GALAXY
228349,QSO
1218512,GALAXY
894236,STAR
138978,QSO
448652,QSO
219341,QSO
230044,QSO
447253,QSO
707590,STAR
274926,QSO
365397,QSO
47510,QSO
548459,STAR
1239712,GALAXY
26996,QSO
880536,STAR
1238059,GALAXY
412409,QSO
1201220,GALAXY
517436,STAR
977631,STAR
1178465,GALAXY
1248188,GALAXY
286765,QSO
1156652,GALAXY
1283031,GALAXY
715379,STAR
264373,QSO
916661,STAR
455439,QSO
1399670,GALAXY
158861,QSO
1231337,GALAXY
1301081,GALAXY
991814,STAR
26894,QSO
602468,STAR
1134245,GALAXY
259677,QSO
560441,STAR
192612,QSO
667252,STAR
58459,QSO
539431,STAR
444041,QSO
479736,QSO
170605,QSO
1466420,GALAXY
151791,QSO
491311,QSO
656183,STAR
94875,QSO
182390,QSO
1103234,GALAXY
960370,STAR
283095,QSO
1168341,GALAXY
21176,QSO
1480678,GALAXY
962353,STAR
628366,STAR
1309131,GALAXY
524335,STAR
247195,QSO
1247448,GALAXY
660238,STAR
1450234,GALAXY
518938,STAR
926933,STAR
999931,GALAXY
946388,STAR
960003,STAR
1489339,GALAXY
1363923,GALAXY
1097487,GALAXY
580540,STAR
1386796,GALAXY
446618,QSO
437529,QSO
112707,QSO
310361,QSO
178753,QSO
409178,QSO
308146,QSO
511310,STAR
461340,QSO
274230,QSO
1034170,GALAXY
460297,QSO
856781,STAR
1267826,GALAXY
542699,STAR
1111562,GALAXY
419026,QSO
304597,QSO
475658,QSO
703480,STAR
1396572,GALAXY
1436314,GALAXY
237137,QSO
752687,STAR
1397725,GALAXY
199503,QSO
852362,STAR
719433,STAR
380005,QSO
353806,QSO
85580,QSO
435264,QSO
965313,STAR
642132,STAR
1456714,GALAXY
722027,STAR
753271,STAR
1358237,GALAXY
987718,STAR
206069,QSO
19059,QSO
162341,QSO
808976,STAR
692874,STAR
1008204,GALAXY
1395034,GALAXY
790939,STAR
1011334,GALAXY
121519,QSO
1212544,GALAXY
17543,QSO
1103797,GALAXY
516490,STAR
1138550,GALAXY
632973,STAR
1242507,GALAXY
123439,QSO
1280959,GALAXY
1365565,GALAXY
1474559,GALAXY
462099,QSO
1367041,GALAXY
369764,QSO
465325,QSO
473023,QSO
532472,STAR
749530,STAR
467867,QSO
1439102,GALAXY
888046,STAR
696349,STAR
1060941,GALAXY
492581,QSO
1222057,GALAXY
943925,STAR
440381,QSO
1057648,GALAXY
476582,QSO
267831,QSO
834264,STAR
520649,STAR
1096564,GALAXY
443646,QSO
848425,STAR
376994,QSO
788930,STAR
980984,STAR
1045245,GALAXY
209349,QSO
113967,QSO
1267018,GALAXY
372774,QSO
565194,STAR
1004807,GALAXY
574393,STAR
763017,STAR
1260373,GALAXY
945696,STAR
152676,QSO
595547,STAR
774584,STAR
742852,STAR
576374,STAR
381051,QSO
1161977,GALAXY
569744,STAR
1472764,GALAXY
359481,QSO
966100,STAR
1182881,GALAXY
962541,STAR
897722,STAR
899114,STAR
593628,STAR
946114,STAR
901882,STAR
1098569,GALAXY
1230805,GALAXY
173527,QSO
462335,QSO
113004,QSO
990970,STAR
527756,STAR
734096,STAR
572021,STAR
1425470,GALAXY
282236,QSO
989910,STAR
154387,QSO
388250,QSO
268585,QSO
1234555,GALAXY
330695,QSO
876223,STAR
148797,QSO
1002261,GALAXY
1105836,GALAXY
69634,QSO
472494,QSO
1346528,GALAXY
927830,STAR
1207978,GALAXY
1426037,GALAXY
117780,QSO
98563,QSO
1393156,GALAXY
639861,STAR
448338,QSO
1391060,GALAXY
682187,STAR
13755,QSO
186369,QSO
1370274,GALAXY
665167,STAR
384767,QSO
69542,QSO
432545,QSO
316605,QSO
724421,STAR
335123,QSO
1364209,GALAXY
1233189,GALAXY
273852,QSO
1267114,GALAXY
1334356,GALAXY
1423747,GALAXY
403516,QSO
1330154,GALAXY
749723,STAR
1040419,GALAXY
225193,QSO
2072,QSO
1473569,GALAXY
766042,STAR
761304,STAR
793151,STAR
675088,STAR
1370908,GALAXY
179311,QSO
605144,STAR
292546,QSO
348757,QSO
861234,STAR
1409291,GALAXY
1120590,GALAXY
1043704,GALAXY
755383,STAR
1261754,GALAXY
222883,QSO
62044,QSO
1119136,GALAXY
975366,STAR
467425,QSO
1383891,GALAXY
882835,STAR
760922,STAR
